;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;DSP;BRAM;Flip_Flop;Area;min_Slack;Max_Freq;Time;Energy
2043;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;85;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.44701905031146094;13.410571509343828
2044;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;79;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.8457117168054666;25.371351504164
2045;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;71;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.26579511099600384;7.973853329880114
2046;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;63;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;1.7276682214740249;51.830046644220744
2047;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;20;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.1208159595436381;3.624478786309143
2048;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;74;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.7369773532161924;22.10932059648577
2049;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;72;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;2.5733799382794915;77.20139814838474
2050;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;86;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.4832638381745524;14.497915145236572
2051;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;75;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;1.135670019710198;34.070100591305945
2052;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;55;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.9061196965772857;27.18359089731857
2053;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;14;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;2.041789716287484;61.25369148862451
2054;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;47;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;1.135670019710198;34.070100591305945
2055;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;91;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;1.9934633324700286;59.80389997410086
2056;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;64;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.7490589491705563;22.471768475116686
2057;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;11;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.20538713122418478;6.1616139367255425
2058;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;49;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.7248957572618286;21.746872717854856
2059;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;62;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;1.8484841810176629;55.454525430529884
2060;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;80;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.39869266649400575;11.960779994820172
2061;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;39;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;1.3531387468887468;40.5941624066624
2062;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;90;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;1.4377099185692934;43.1312975570788
2063;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;53;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.03624478786309143;1.0873436358927429
2064;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;94;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;1.6068522619303867;48.205567857911596
2065;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;7;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.2416319190872762;7.248957572618286
2066;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;31;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.41077426244836956;12.323227873451085
2067;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;93;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.5315902219920077;15.947706659760229
2068;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;38;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;1.6068522619303867;48.205567857911596
2069;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;58;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.43493745435709713;13.048123630712913
2070;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;78;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.76114054512492;22.8342163537476
2071;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;50;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;1.0027724642121962;30.083173926365884
2072;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;3;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.8457117168054666;25.371351504164
2073;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;13;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.8577933127598305;25.733799382794913
2074;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;83;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.5919982017638267;17.7599460529148
2075;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;1;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;1.9572185446069372;58.716556338208115
2076;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;21;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;2.28342163537476;68.50264906124279
2077;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;32;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.21746872717854857;6.524061815356457
2078;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;22;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.6886509693987372;20.659529081962113
2079;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;9;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.03624478786309143;1.0873436358927429
2080;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;6;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.5557534139007353;16.672602417022055
2081;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;76;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.16914234336109335;5.0742703008328
2082;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;18;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.6644877774900095;19.934633324700286
2083;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;16;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.20538713122418478;6.1616139367255425
2084;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;40;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;1.715586625519661;51.46759876558983
2085;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;2;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.9906908682578324;29.72072604773497
2086;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;60;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.5436718179463714;16.310154538391142
2087;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;99;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.41077426244836956;12.323227873451085
2088;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;48;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;1.908892160789482;57.266764823684454
2089;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;69;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.03624478786309143;1.0873436358927429
2090;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;46;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.2416319190872762;7.248957572618286
2091;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;24;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.08457117168054668;2.5371351504164
2092;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;95;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;1.1235884237558342;33.70765271267503
2093;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;42;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.41077426244836956;12.323227873451085
2094;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;37;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;0.07248957572618286;2.1746872717854857
2095;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;10;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;2.609624726142583;78.28874178427749
2096;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;67;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;2.28342163537476;68.50264906124279
2097;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;35;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;1.401465130706202;42.04395392118606
2098;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;30;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;1.6310154538391144;48.93046361517343
2099;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;4;0.0;8.0;152.0;3015.0;0.1108029757223156;248.31156507236244;1.8122393931545715;54.36718179463714
2100;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;27;0.0;16.0;694.0;17067.0;1.1102230246251563e-16;290.78220412910747;1.3446489999999993;40.33946999999998
2101;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;84;0.0;8.0;967.0;17200.0;1.1102230246251563e-16;290.78220412910747;12.019304999999992;360.5791499999998
2102;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;65;0.0;8.0;1089.0;17240.0;1.1102230246251563e-16;290.78220412910747;90.27374999999995;2708.2124999999983
2103;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;96;0.0;16.0;709.0;17083.0;1.1102230246251563e-16;290.78220412910747;1.733255999999999;51.997679999999974
2104;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;28;0.0;16.0;694.0;17067.0;1.1102230246251563e-16;290.78220412910747;1.3412099999999991;40.23629999999998
2105;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;54;0.0;8.0;1216.0;17398.0;1.1102230246251563e-16;290.78220412910747;16.80295399999999;504.0886199999997
2106;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;15;0.0;8.0;1051.0;17240.0;1.1102230246251563e-16;290.78220412910747;75.85746199999996;2275.7238599999987
2107;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;87;0.0;8.0;967.0;17200.0;1.1102230246251563e-16;290.78220412910747;15.152233999999991;454.56701999999973
2108;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;59;0.0;8.0;1216.0;17398.0;1.1102230246251563e-16;290.78220412910747;97.01762899999994;2910.5288699999983
2109;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;5;0.0;16.0;917.0;17171.0;1.1102230246251563e-16;290.78220412910747;4.938403999999997;148.1521199999999
2110;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;92;0.0;16.0;709.0;17083.0;1.1102230246251563e-16;290.78220412910747;3.167318999999998;95.01956999999994
2111;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;0;0.0;16.0;917.0;17171.0;1.1102230246251563e-16;290.78220412910747;3.8723139999999976;116.16941999999993
2112;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;77;0.0;8.0;1052.0;17232.0;1.1102230246251563e-16;290.78220412910747;54.07139699999997;1622.1419099999991
2113;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;17;0.0;8.0;1051.0;17240.0;1.1102230246251563e-16;290.78220412910747;60.866860999999965;1826.005829999999
2114;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;12;0.0;8.0;1051.0;17240.0;1.1102230246251563e-16;290.78220412910747;83.32353099999995;2499.7059299999987
2115;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;33;0.0;8.0;967.0;17200.0;1.1102230246251563e-16;290.78220412910747;11.971158999999993;359.1347699999998
2116;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;25;0.0;16.0;694.0;17067.0;1.1102230246251563e-16;290.78220412910747;0.9973099999999994;29.919299999999982
2117;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;19;0.0;8.0;1051.0;17240.0;1.1102230246251563e-16;290.78220412910747;65.42353599999996;1962.7060799999988
2118;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;97;0.0;16.0;709.0;17083.0;1.1102230246251563e-16;290.78220412910747;2.2215939999999987;66.64781999999997
2119;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;81;0.0;8.0;967.0;17200.0;1.1102230246251563e-16;290.78220412910747;4.518845999999997;135.56537999999992
2120;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;8;0.0;16.0;917.0;17171.0;1.1102230246251563e-16;290.78220412910747;4.965915999999997;148.97747999999993
2121;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;73;0.0;8.0;1052.0;17232.0;1.1102230246251563e-16;290.78220412910747;54.46688199999997;1634.0064599999992
2122;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;89;0.0;8.0;967.0;17200.0;1.1102230246251563e-16;290.78220412910747;13.608122999999992;408.2436899999998
2123;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;82;0.0;8.0;967.0;17200.0;1.1102230246251563e-16;290.78220412910747;118.15716199999993;3544.714859999998
2124;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;34;0.0;8.0;967.0;17200.0;1.1102230246251563e-16;290.78220412910747;12.834347999999993;385.03043999999977
2125;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;70;0.0;8.0;1052.0;17232.0;1.1102230246251563e-16;290.78220412910747;132.20547699999992;3966.164309999998
2126;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;29;0.0;16.0;694.0;17067.0;1.1102230246251563e-16;290.78220412910747;1.3446489999999993;40.33946999999998
2127;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;51;0.0;8.0;1216.0;17398.0;1.1102230246251563e-16;290.78220412910747;16.12547099999999;483.76412999999974
2128;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;57;0.0;8.0;1216.0;17398.0;1.1102230246251563e-16;290.78220412910747;12.487008999999993;374.6102699999998
2129;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;88;0.0;8.0;967.0;17200.0;1.1102230246251563e-16;290.78220412910747;9.446932999999994;283.4079899999998
2130;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;23;0.0;16.0;694.0;17067.0;1.1102230246251563e-16;290.78220412910747;1.0007489999999994;30.022469999999984
2131;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;45;0.0;8.0;1052.0;17232.0;1.1102230246251563e-16;290.78220412910747;53.15662299999997;1594.698689999999
2132;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;66;0.0;8.0;1089.0;17240.0;1.1102230246251563e-16;290.78220412910747;107.56848099999993;3227.0544299999983
2133;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;36;0.0;8.0;967.0;17200.0;1.1102230246251563e-16;290.78220412910747;11.135481999999994;334.0644599999998
2134;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;56;0.0;8.0;1216.0;17398.0;1.1102230246251563e-16;290.78220412910747;19.17930299999999;575.3790899999997
2135;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;26;0.0;16.0;694.0;17067.0;1.1102230246251563e-16;290.78220412910747;1.0007489999999994;30.022469999999984
2136;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;43;0.0;8.0;1052.0;17232.0;1.1102230246251563e-16;290.78220412910747;51.03132099999997;1530.9396299999992
2137;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;52;0.0;8.0;1216.0;17398.0;1.1102230246251563e-16;290.78220412910747;10.691850999999994;320.7555299999998
2138;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;98;0.0;16.0;709.0;17083.0;1.1102230246251563e-16;290.78220412910747;2.6721029999999986;80.16308999999995
2139;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;61;0.0;8.0;1089.0;17240.0;1.1102230246251563e-16;290.78220412910747;122.69664199999993;3680.899259999998
2140;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;44;0.0;8.0;1052.0;17232.0;1.1102230246251563e-16;290.78220412910747;52.40692099999997;1572.2076299999992
2141;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;68;0.0;8.0;1089.0;17240.0;1.1102230246251563e-16;290.78220412910747;108.34913399999994;3250.4740199999983
2142;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;41;0.0;8.0;1052.0;17232.0;1.1102230246251563e-16;290.78220412910747;118.51825699999993;3555.547709999998
2143;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;85;0.0;8.0;967.0;17200.0;1.1102230246251563e-16;290.78220412910747;11.995231999999993;359.8569599999998
2144;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;79;0.0;8.0;1052.0;17232.0;1.1102230246251563e-16;290.78220412910747;107.58911499999994;3227.6734499999984
2145;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;71;0.0;8.0;1052.0;17232.0;1.1102230246251563e-16;290.78220412910747;118.20530799999993;3546.159239999998
2146;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;63;0.0;8.0;1089.0;17240.0;1.1102230246251563e-16;290.78220412910747;114.72503999999994;3441.751199999998
2147;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;20;0.0;16.0;694.0;17067.0;1.1102230246251563e-16;290.78220412910747;0.9973099999999994;29.919299999999982
2148;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;74;0.0;8.0;1052.0;17232.0;1.1102230246251563e-16;290.78220412910747;57.823345999999965;1734.700379999999
2149;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;72;0.0;8.0;1052.0;17232.0;1.1102230246251563e-16;290.78220412910747;88.14500899999994;2644.3502699999985
2150;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;86;0.0;8.0;967.0;17200.0;1.1102230246251563e-16;290.78220412910747;19.48881299999999;584.6643899999997
2151;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;75;0.0;8.0;1052.0;17232.0;1.1102230246251563e-16;290.78220412910747;96.28512199999994;2888.553659999998
2152;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;55;0.0;8.0;1216.0;17398.0;1.1102230246251563e-16;290.78220412910747;20.393269999999987;611.7980999999996
2153;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;14;0.0;8.0;1051.0;17240.0;1.1102230246251563e-16;290.78220412910747;74.55408099999995;2236.6224299999985
2154;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;47;0.0;8.0;1052.0;17232.0;1.1102230246251563e-16;290.78220412910747;102.63351599999994;3079.0054799999984
2155;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;91;0.0;16.0;709.0;17083.0;1.1102230246251563e-16;290.78220412910747;3.167318999999998;95.01956999999994
2156;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;64;0.0;8.0;1089.0;17240.0;1.1102230246251563e-16;290.78220412910747;114.44648099999993;3433.394429999998
2157;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;11;0.0;8.0;1051.0;17240.0;1.1102230246251563e-16;290.78220412910747;126.27664099999993;3788.299229999998
2158;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;49;0.0;8.0;1052.0;17232.0;1.1102230246251563e-16;290.78220412910747;92.88738999999994;2786.6216999999983
2159;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;62;0.0;8.0;1089.0;17240.0;1.1102230246251563e-16;290.78220412910747;126.73402799999992;3802.020839999998
2160;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;80;0.0;8.0;967.0;17200.0;1.1102230246251563e-16;290.78220412910747;8.683474999999994;260.50424999999984
2161;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;39;0.0;8.0;967.0;17200.0;1.1102230246251563e-16;290.78220412910747;11.947085999999993;358.4125799999998
2162;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;90;0.0;16.0;709.0;17083.0;1.1102230246251563e-16;290.78220412910747;2.6789809999999985;80.36942999999995
2163;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;53;0.0;8.0;1216.0;17398.0;1.1102230246251563e-16;290.78220412910747;12.995980999999992;389.8794299999998
2164;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;94;0.0;16.0;709.0;17083.0;1.1102230246251563e-16;290.78220412910747;3.119172999999998;93.57518999999995
2165;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;7;0.0;16.0;917.0;17171.0;1.1102230246251563e-16;290.78220412910747;3.242976999999998;97.28930999999994
2166;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;31;0.0;8.0;967.0;17200.0;1.1102230246251563e-16;290.78220412910747;12.817152999999992;384.51458999999977
2167;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;93;0.0;16.0;709.0;17083.0;1.1102230246251563e-16;290.78220412910747;3.631583999999998;108.94751999999994
2168;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;38;0.0;8.0;967.0;17200.0;1.1102230246251563e-16;290.78220412910747;15.437670999999991;463.1301299999997
2169;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;58;0.0;8.0;1216.0;17398.0;1.1102230246251563e-16;290.78220412910747;10.650582999999994;319.51748999999984
2170;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;78;0.0;8.0;1052.0;17232.0;1.1102230246251563e-16;290.78220412910747;84.20735399999995;2526.2206199999987
2171;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;50;0.0;8.0;1216.0;17398.0;1.1102230246251563e-16;290.78220412910747;155.92425999999992;4677.727799999997
2172;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;3;0.0;16.0;917.0;17171.0;1.1102230246251563e-16;290.78220412910747;4.419114999999997;132.57344999999992
2173;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;13;0.0;8.0;1051.0;17240.0;1.1102230246251563e-16;290.78220412910747;99.60031799999994;2988.009539999998
2174;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;83;0.0;8.0;967.0;17200.0;1.1102230246251563e-16;290.78220412910747;6.9708529999999955;209.12558999999987
2175;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;1;0.0;16.0;917.0;17171.0;1.1102230246251563e-16;290.78220412910747;4.979671999999997;149.39015999999992
2176;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;21;0.0;16.0;694.0;17067.0;1.1102230246251563e-16;290.78220412910747;0.9938709999999994;29.816129999999983
2177;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;32;0.0;8.0;967.0;17200.0;1.1102230246251563e-16;290.78220412910747;13.587488999999993;407.62466999999975
2178;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;22;0.0;16.0;694.0;17067.0;1.1102230246251563e-16;290.78220412910747;0.9973099999999994;29.919299999999982
2179;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;9;0.0;16.0;917.0;17171.0;1.1102230246251563e-16;290.78220412910747;3.844801999999998;115.34405999999994
2180;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;6;0.0;16.0;917.0;17171.0;1.1102230246251563e-16;290.78220412910747;3.8791919999999975;116.37575999999993
2181;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;76;0.0;8.0;1052.0;17232.0;1.1102230246251563e-16;290.78220412910747;98.89876199999995;2966.9628599999983
2182;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;18;0.0;8.0;1051.0;17240.0;1.1102230246251563e-16;290.78220412910747;110.58104499999993;3317.431349999998
2183;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;16;0.0;8.0;1051.0;17240.0;1.1102230246251563e-16;290.78220412910747;71.61717499999996;2148.515249999999
2184;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;40;0.0;8.0;1052.0;17232.0;1.1102230246251563e-16;290.78220412910747;55.46763099999997;1664.028929999999
2185;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;2;0.0;16.0;917.0;17171.0;1.1102230246251563e-16;290.78220412910747;2.7959069999999984;83.87720999999995
2186;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;60;0.0;8.0;1089.0;17240.0;1.1102230246251563e-16;290.78220412910747;134.33077899999992;4029.9233699999977
2187;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;99;0.0;16.0;709.0;17083.0;1.1102230246251563e-16;290.78220412910747;2.7099319999999985;81.29795999999996
2188;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;48;0.0;8.0;1052.0;17232.0;1.1102230246251563e-16;290.78220412910747;99.97860799999994;2999.358239999998
2189;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;69;0.0;8.0;1089.0;17240.0;1.1102230246251563e-16;290.78220412910747;95.72456499999994;2871.7369499999986
2190;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;46;0.0;8.0;1052.0;17232.0;1.1102230246251563e-16;290.78220412910747;55.06870699999997;1652.0612099999992
2191;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;24;0.0;16.0;694.0;17067.0;1.1102230246251563e-16;290.78220412910747;1.3446489999999993;40.33946999999998
2192;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;95;0.0;16.0;709.0;17083.0;1.1102230246251563e-16;290.78220412910747;2.200959999999999;66.02879999999996
2193;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;42;0.0;8.0;1052.0;17232.0;1.1102230246251563e-16;290.78220412910747;45.84874799999997;1375.4624399999993
2194;Bambu;xc7a100t-1csg324-Artix-7;astar;int8_t;37;0.0;8.0;967.0;17200.0;1.1102230246251563e-16;290.78220412910747;21.896112999999986;656.8833899999996
