;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;BugsDelivered;DifficultyLevel;DistinctOperands;DistinctOperators;Effort;ProgramLength;ProgramLevel;ProgramVolume;TimeToImplement;TotalOperators;Total_Operands;VocabularySize;Sloc;DecisionPoint;GlobalVariables;If;Loop;Goto;Assignment;ExitPoint;Function;FunctionCall;PointerDereferencing;CyclomaticComplexity;SyntacticallyReachableFunctions;SemanticallyReachedFunctions;CoverageEstimation;SCALAR_INPUT;RANGE_SCALAR_VALUES;SCALAR_INDEX_INPUT;RANGE_SCALAR_INDEX_VALUES;ARRAY_INPUT;RANGE_ARRAY_INPUT;cInstr;assemblyInstr;clockCycles;CC4CS
573;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;13;4.686293333333333;93.15;137;36;1309631.04;1891;0.01;14058.88;72757.28;1182;709;173;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;7331;;9465.0;1.2910926203792115
574;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;83;1.3400866666666666;52.15;68;36;209644.93;600;0.02;4020.26;11646.94;403;197;104;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;898;;1129.0;1.257238307349666
575;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;1;4.691983333333334;91.16;140;36;1283123.15;1887;0.01;14075.95;71284.62;1178;709;176;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;7331;;9461.0;1.2905469922247987
576;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;21;2.636686666666667;56.02;125;36;443089.88;1079;0.02;7910.06;24616.1;690;389;161;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;3311;;4270.0;1.2896405919661733
577;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;32;3.61479;69.52;138;36;753919.37;1457;0.01;10844.37;41884.41;924;533;174;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;5126;;6614.0;1.2902848224736636
578;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;22;3.125023333333333;60.04;137;36;562914.56;1261;0.02;9375.07;31273.03;804;457;173;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;4171;;5404.0;1.295612562934548
579;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;9;5.01218;98.16;139;36;1475961.2;2018;0.01;15036.54;81997.84;1260;758;175;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;7883;;10262.0;1.3017886591399213
580;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;6;4.396213333333333;85.73;139;36;1130617.83;1770;0.01;13188.64;62812.1;1108;662;175;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;6749;;8701.0;1.2892280337827826
581;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;76;0.86698;112.09;22;36;291542.13;444;0.01;2600.94;16196.78;307;137;58;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;105;;86.0;0.819047619047619
582;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;18;4.67955;91.16;140;36;1279723.25;1882;0.01;14038.65;71095.74;1173;709;176;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;7114;;9450.0;1.328366601068316
583;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;16;1.45809;48.76;79;36;213287.1;639;0.02;4374.27;11849.28;425;214;115;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;1112;;1418.0;1.275179856115108
584;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;40;0.8689333333333334;112.09;22;36;292198.75;445;0.01;2606.8;16233.26;308;137;58;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;105;;86.0;0.819047619047619
585;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;2;0.8650300000000001;112.09;22;36;290885.5;443;0.01;2595.09;16160.31;306;137;58;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;104;;85.0;0.8173076923076923
586;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;60;0.9737100000000001;76.63;35;36;223842.01;475;0.01;2921.13;12435.67;326;149;71;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;270;;301.0;1.114814814814815
587;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;99;1.4499666666666666;50.68;76;36;220471.24;639;0.02;4349.9;12248.4;425;214;112;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;1104;;1410.0;1.2771739130434783
588;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;48;0.9070233333333334;98.31;26;36;267501.89;457;0.01;2721.07;14861.22;315;142;62;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;174;;190.0;1.0919540229885059
589;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;69;5.36423;103.28;141;36;1661998.24;2155;0.01;16092.69;92333.24;1346;809;177;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;8551;;11095.0;1.2975090632674542
590;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;46;3.87463;74.33;139;36;864014.57;1560;0.01;11623.89;48000.81;986;574;175;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;5599;;7280.0;1.3002321843186284
591;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;24;1.73216;51.37;89;36;266947.01;746;0.02;5196.48;14830.39;492;254;125;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;1587;;2096.0;1.320730938878387
592;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;95;1.33226;53.73;66;36;214736.24;599;0.02;3996.78;11929.79;402;197;102;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;898;;1131.0;1.2594654788418709
593;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;42;4.448306666666666;85.11;140;36;1135843.6;1789;0.01;13344.92;63102.42;1127;662;176;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;6691;;8741.0;1.3063817067702885
594;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;37;5.0749;97.46;140;36;1483755.76;2041;0.01;15224.7;82430.88;1283;758;176;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;7879;;10252.0;1.3011803528366543
595;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;10;1.47713;47.56;81;36;210736.99;645;0.02;4431.39;11707.61;431;214;117;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;1114;;1441.0;1.2935368043087971
596;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;67;5.6231800000000005;111.63;139;36;1883077.79;2264;0.01;16869.54;104615.43;1402;862;175;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;9041;;11997.0;1.3269549828558789
597;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;35;3.84056;74.87;138;36;862622.91;1548;0.01;11521.68;47923.5;974;574;174;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;5588;;7283.0;1.303328561202577
598;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;30;1.1331633333333333;60.84;50;36;206825.22;529;0.02;3399.49;11490.29;360;169;86;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;534;;667.0;1.249063670411985
599;Bambu;5SGXEA7N2F45C1-Stratix-V;dijkstra;int8_t;4;1.1241333333333334;64.72;47;36;218272.94;529;0.02;3372.4;12126.27;360;169;83;70;15;2;15;8;1;29;3;3;2;12;18;3;3;100.0;0;0;1;3;1;1;537;;657.0;1.223463687150838
600;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;27;1.5566633333333333;106.56;53;45;497617.76;706;0.01;4669.99;27645.43;455;251;98;122;19;2;19;9;7;57;6;6;5;20;25;4;2;50.0;2;3;1;3;1;1;753;;2348.0;3.1181938911022575
601;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;84;1.5496599999999998;110.74;51;45;514806.56;706;0.01;4648.98;28600.36;455;251;96;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;199;;557.0;2.798994974874372
602;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;65;1.56638;109.47;52;45;514420.05;712;0.01;4699.14;28578.89;459;253;97;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;90;;203.0;2.2555555555555555
603;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;96;1.52722;113.88;49;45;521747.95;699;0.01;4581.66;28986.0;451;248;94;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;199;;557.0;2.798994974874372
604;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;28;1.56107;106.56;53;45;499027.44;708;0.01;4683.21;27723.75;457;251;98;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;595;;1224.0;2.057142857142857
605;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;54;1.5425133333333334;115.26;49;45;533347.56;706;0.01;4627.54;29630.42;455;251;94;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;106;;327.0;3.0849056603773586
606;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;15;1.55978;109.47;52;45;512252.55;709;0.01;4679.34;28458.48;456;253;97;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;183;;431.0;2.3551912568306013
607;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;87;1.56638;109.47;52;45;514420.05;712;0.01;4699.14;28578.89;459;253;97;122;19;2;19;9;7;57;6;6;5;20;25;4;2;50.0;2;3;1;3;1;1;283;;1155.0;4.081272084805653
608;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;59;1.5509799999999998;108.61;52;45;505335.97;705;0.01;4652.94;28074.22;454;251;97;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;106;;327.0;3.0849056603773586
609;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;5;1.5474666666666665;110.74;51;45;514077.37;705;0.01;4642.4;28559.85;454;251;96;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;183;;431.0;2.3551912568306013
610;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;92;1.56418;109.47;52;45;513697.55;711;0.01;4692.54;28538.75;458;253;97;122;19;2;19;9;7;57;6;6;5;20;25;4;2;50.0;2;3;1;3;1;1;283;;1155.0;4.081272084805653
611;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;0;1.5452700000000001;110.74;51;45;513348.18;704;0.01;4635.81;28519.34;453;251;96;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;183;;431.0;2.3551912568306013
612;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;77;1.5588666666666668;106.56;53;45;498322.6;707;0.01;4676.6;27684.59;456;251;98;122;19;2;19;9;7;57;6;6;5;20;25;4;2;50.0;2;3;1;3;1;1;283;;1155.0;4.081272084805653
613;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;17;1.5733666666666668;105.42;54;45;497577.41;712;0.01;4720.1;27643.19;459;253;99;122;19;2;19;9;7;57;6;6;5;20;25;4;2;50.0;2;3;1;3;1;1;283;;1155.0;4.081272084805653
614;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;12;1.5720966666666667;107.41;53;45;506556.04;713;0.01;4716.29;28142.0;460;253;98;122;19;2;19;9;7;57;6;6;5;20;25;4;2;50.0;2;3;1;3;1;1;283;;1155.0;4.081272084805653
615;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;33;1.55318;108.61;52;45;506052.76;706;0.01;4659.54;28114.04;455;251;97;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;595;;1224.0;2.057142857142857
616;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;25;1.54878;108.61;52;45;504619.18;704;0.01;4646.34;28034.4;453;251;97;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;579;;1098.0;1.8963730569948187
617;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;19;1.5720966666666667;107.41;53;45;506556.04;713;0.01;4716.29;28142.0;460;253;98;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;199;;557.0;2.798994974874372
618;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;97;1.5294033333333334;113.88;49;45;522494.37;700;0.01;4588.21;29027.46;452;248;94;122;19;2;19;9;7;57;6;6;5;20;25;4;2;50.0;2;3;1;3;1;1;283;;1155.0;4.081272084805653
619;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;81;1.56107;106.56;53;45;499027.44;708;0.01;4683.21;27723.75;457;251;98;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;199;;557.0;2.798994974874372
620;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;8;1.5588666666666668;106.56;53;45;498322.6;707;0.01;4676.6;27684.59;456;251;98;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;199;;557.0;2.798994974874372
621;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;73;1.5250333333333335;113.88;49;45;521001.53;698;0.01;4575.1;28944.53;450;248;94;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;106;;327.0;3.0849056603773586
622;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;89;1.5689466666666667;105.42;54;45;496179.72;710;0.01;4706.84;27565.54;457;253;99;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;199;;557.0;2.798994974874372
623;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;82;1.5566633333333333;106.56;53;45;497617.76;706;0.01;4669.99;27645.43;455;251;98;122;19;2;19;9;7;57;6;6;5;20;25;4;2;50.0;2;3;1;3;1;1;283;;1155.0;4.081272084805653
624;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;34;1.5544566666666666;106.56;53;45;496912.92;705;0.01;4663.37;27606.27;454;251;98;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;595;;1224.0;2.057142857142857
625;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;70;1.5214433333333333;116.25;48;45;530603.69;698;0.01;4564.33;29477.98;450;248;93;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;90;;203.0;2.2555555555555555
626;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;29;1.5588666666666668;106.56;53;45;498322.6;707;0.01;4676.6;27684.59;456;251;98;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;595;;1224.0;2.057142857142857
627;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;51;1.5553800000000002;108.61;52;45;506769.55;707;0.01;4666.14;28153.86;456;251;97;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;106;;327.0;3.0849056603773586
628;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;57;1.5518566666666667;110.74;51;45;515535.75;707;0.01;4655.57;28640.87;456;251;96;122;19;2;19;9;7;57;6;6;5;20;25;4;2;50.0;2;3;1;3;1;1;142;;591.0;4.161971830985915
629;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;88;1.5689466666666667;105.42;54;45;496179.72;710;0.01;4706.84;27565.54;457;253;99;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;199;;557.0;2.798994974874372
630;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;23;1.5236233333333333;116.25;48;45;531363.87;699;0.01;4570.87;29520.22;451;248;93;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;199;;557.0;2.798994974874372
631;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;45;1.5263966666666666;111.6;50;45;511037.53;697;0.01;4579.19;28390.97;449;248;95;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;579;;1098.0;1.8963730569948187
632;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;66;1.56638;109.47;52;45;514420.05;712;0.01;4699.14;28578.89;459;253;97;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;106;;327.0;3.0849056603773586
633;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;36;1.5689466666666667;105.42;54;45;496179.72;710;0.01;4706.84;27565.54;457;253;99;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;595;;1224.0;2.057142857142857
634;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;56;1.5509799999999998;108.61;52;45;505335.97;705;0.01;4652.94;28074.22;454;251;97;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;106;;327.0;3.0849056603773586
635;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;26;1.5588666666666668;106.56;53;45;498322.6;707;0.01;4676.6;27684.59;456;251;98;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;595;;1224.0;2.057142857142857
636;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;43;1.5755766666666666;105.42;54;45;498276.25;713;0.01;4726.73;27682.01;460;253;99;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;595;;1224.0;2.057142857142857
637;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;52;1.55758;108.61;52;45;507486.34;708;0.01;4672.74;28193.69;457;251;97;122;19;2;19;9;7;57;6;6;5;20;25;4;2;50.0;2;3;1;3;1;1;142;;591.0;4.161971830985915
638;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;98;1.52285;113.88;49;45;520255.11;697;0.01;4568.55;28903.06;449;248;94;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;199;;557.0;2.798994974874372
639;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;61;1.5654799999999998;107.41;53;45;504424.67;710;0.01;4696.44;28023.59;457;253;98;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;106;;327.0;3.0849056603773586
640;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;44;1.5654799999999998;107.41;53;45;504424.67;710;0.01;4696.44;28023.59;457;253;98;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;595;;1224.0;2.057142857142857
641;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;68;1.567686666666667;107.41;53;45;505135.13;711;0.01;4703.06;28063.06;458;253;98;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;106;;327.0;3.0849056603773586
642;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;41;1.5777866666666664;105.42;54;45;498975.1;714;0.01;4733.36;27720.84;461;253;99;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;595;;1224.0;2.057142857142857
643;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;85;1.567686666666667;107.41;53;45;505135.13;711;0.01;4703.06;28063.06;458;253;98;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;183;;431.0;2.3551912568306013
644;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;79;1.55318;108.61;52;45;506052.76;706;0.01;4659.54;28114.04;455;251;97;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;199;;557.0;2.798994974874372
645;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;71;1.5250333333333335;113.88;49;45;521001.53;698;0.01;4575.1;28944.53;450;248;94;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;106;;327.0;3.0849056603773586
646;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;63;1.56418;109.47;52;45;513697.55;711;0.01;4692.54;28538.75;458;253;97;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;106;;327.0;3.0849056603773586
647;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;20;1.52285;113.88;49;45;520255.11;697;0.01;4568.55;28903.06;449;248;94;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;183;;431.0;2.3551912568306013
648;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;74;1.52285;113.88;49;45;520255.11;697;0.01;4568.55;28903.06;449;248;94;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;106;;327.0;3.0849056603773586
649;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;72;1.5250333333333335;113.88;49;45;521001.53;698;0.01;4575.1;28944.53;450;248;94;122;19;2;19;9;7;57;6;6;5;20;25;4;2;50.0;2;3;1;3;1;1;142;;591.0;4.161971830985915
650;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;86;1.5742999999999998;107.41;53;45;507266.5;714;0.01;4722.9;28181.47;461;253;98;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;199;;557.0;2.798994974874372
651;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;75;1.56107;106.56;53;45;499027.44;708;0.01;4683.21;27723.75;457;251;98;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;183;;431.0;2.3551912568306013
652;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;55;1.55758;108.61;52;45;507486.34;708;0.01;4672.74;28193.69;457;251;97;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;90;;203.0;2.2555555555555555
653;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;14;1.5689466666666667;105.42;54;45;496179.72;710;0.01;4706.84;27565.54;457;253;99;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;199;;557.0;2.798994974874372
654;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;47;1.5329666666666666;111.6;50;45;513237.12;700;0.01;4598.9;28513.17;452;248;95;122;19;2;19;9;7;57;6;6;5;20;25;4;2;50.0;2;3;1;3;1;1;753;;2348.0;3.1181938911022575
655;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;91;1.5689466666666667;105.42;54;45;496179.72;710;0.01;4706.84;27565.54;457;253;99;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;199;;557.0;2.798994974874372
656;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;64;1.56989;107.41;53;45;505845.58;712;0.01;4709.67;28102.53;459;253;98;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;106;;327.0;3.0849056603773586
657;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;11;1.5711566666666668;105.42;54;45;496878.57;711;0.01;4713.47;27604.36;458;253;99;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;199;;557.0;2.798994974874372
658;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;49;1.5307766666666667;111.6;50;45;512503.92;699;0.01;4592.33;28472.44;451;248;95;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;595;;1224.0;2.057142857142857
659;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;62;1.57078;109.47;52;45;515865.05;714;0.01;4712.34;28659.17;461;253;97;122;19;2;19;9;7;57;6;6;5;20;25;4;2;50.0;2;3;1;3;1;1;142;;591.0;4.161971830985915
660;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;80;1.55758;108.61;52;45;507486.34;708;0.01;4672.74;28193.69;457;251;97;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;183;;431.0;2.3551912568306013
661;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;39;1.567686666666667;107.41;53;45;505135.13;711;0.01;4703.06;28063.06;458;253;98;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;595;;1224.0;2.057142857142857
662;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;90;1.5685799999999999;109.47;52;45;515142.55;713;0.01;4705.74;28619.03;460;253;97;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;183;;431.0;2.3551912568306013
663;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;53;1.5518566666666667;110.74;51;45;515535.75;707;0.01;4655.57;28640.87;456;251;96;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;106;;327.0;3.0849056603773586
664;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;94;1.5720966666666667;107.41;53;45;506556.04;713;0.01;4716.29;28142.0;460;253;98;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;199;;557.0;2.798994974874372
665;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;7;1.5566633333333333;106.56;53;45;497617.76;706;0.01;4669.99;27645.43;455;251;98;122;19;2;19;9;7;57;6;6;5;20;25;4;2;50.0;2;3;1;3;1;1;283;;1155.0;4.081272084805653
666;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;31;1.5522533333333335;106.56;53;45;496208.08;704;0.01;4656.76;27567.12;453;251;98;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;595;;1224.0;2.057142857142857
667;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;93;1.56989;107.41;53;45;505845.58;712;0.01;4709.67;28102.53;459;253;98;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;199;;557.0;2.798994974874372
668;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;38;1.5711566666666668;105.42;54;45;496878.57;711;0.01;4713.47;27604.36;458;253;99;122;19;2;19;9;7;57;6;6;5;20;25;4;4;100.0;2;3;1;3;1;1;595;;1224.0;2.057142857142857
