;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;DSP;BRAM;Flip_Flop;Area;min_Slack;Max_Freq;Time;Energy;BugsDelivered;DifficultyLevel;DistinctOperands;DistinctOperators;Effort;ProgramLength;ProgramLevel;ProgramVolume;TimeToImplement;TotalOperators;Total_Operands;VocabularySize;Sloc;DecisionPoint;GlobalVariables;If;Loop;Goto;Assignment;ExitPoint;Function;FunctionCall;PointerDereferencing;CyclomaticComplexity;SyntacticallyReachableFunctions;SemanticallyReachedFunctions;CoverageEstimation;SCALAR_INPUT;RANGE_SCALAR_VALUES;SCALAR_INDEX_INPUT;RANGE_SCALAR_INDEX_VALUES;ARRAY_INPUT;RANGE_ARRAY_INPUT;cInstr;assemblyInstr;clockCycles;CC4CS;Bugs_Delivered
139;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;61;0.0;16.0;733.0;7600.0;6.661338147750939e-16;331.49887995881943;17.04983136203091;511.49494086092733;4.186516666666666;84.74;133;35;1064256.38;1699;0.01;12559.55;59125.35;1055;644;168;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;3260;;5652.0;1.7337423312883435;4.186516666666666
140;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;44;0.0;8.0;656.0;7169.0;6.661338147750939e-16;388.25975146702586;7.10091630559895;213.0274891679685;2.4940366666666667;53.66;121;35;401467.66;1027;0.02;7482.11;22303.76;656;371;156;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;1626;;2757.0;1.6955719557195572;2.4940366666666667
141;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;68;0.0;16.0;415.0;6734.0;6.661338147750939e-16;344.1597281360378;0.1772432827349521;5.317298482048563;0.7443000000000001;109.61;19;35;244737.19;388;0.01;2232.9;13596.51;269;119;54;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;69;;61.0;0.8840579710144928;0.7443000000000001
142;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;41;0.0;16.0;724.0;7588.0;6.661338147750939e-16;331.49887995881943;11.686313994428124;350.5894198328437;3.152773333333333;62.16;134;35;587968.94;1278;0.02;9458.32;32664.94;802;476;169;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;2256;;3874.0;1.7171985815602837;3.152773333333333
143;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;85;0.0;16.0;415.0;6734.0;6.661338147750939e-16;344.1597281360378;0.1772432827349521;5.317298482048563;0.7404633333333333;109.61;19;35;243475.66;386;0.01;2221.39;13526.43;267;119;54;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;68;;61.0;0.8970588235294118;0.7404633333333333
144;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;79;0.0;16.0;723.0;7575.0;6.661338147750939e-16;331.49887995881943;15.616945676085285;468.50837028255853;3.924043333333333;77.08;136;35;907363.04;1587;0.01;11772.13;50409.06;988;599;171;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;2997;;5177.0;1.727394060727394;3.924043333333333
145;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;71;0.0;16.0;724.0;7588.0;6.661338147750939e-16;331.49887995881943;9.366547483918255;280.99642451754767;2.7267433333333333;57.48;123;35;470197.22;1120;0.02;8180.23;26122.07;716;404;158;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;1828;;3105.0;1.6985776805251642;2.7267433333333333
146;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;63;0.0;8.0;552.0;7005.0;6.661338147750939e-16;388.25975146702586;2.3180357907287106;69.54107372186132;1.3133233333333332;45.73;75;35;180187.96;581;0.02;3939.97;10010.44;385;196;110;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;563;;900.0;1.5985790408525755;1.3133233333333332
147;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;20;0.0;16.0;634.0;7406.0;6.661338147750939e-16;331.49887995881943;1.2488729978557673;37.46618993567302;0.98754;56.22;47;35;166568.54;466;0.02;2962.62;9253.81;315;151;82;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;280;;414.0;1.4785714285714286;0.98754
148;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;74;0.0;8.0;552.0;7005.0;6.661338147750939e-16;388.25975146702586;2.3154601954056786;69.46380586217036;1.3452933333333335;45.13;76;35;182145.77;594;0.02;4035.88;10119.21;398;196;111;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;566;;899.0;1.588339222614841;1.3452933333333335
149;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;72;0.0;16.0;748.0;7598.0;6.661338147750939e-16;331.49887995881943;6.4253610759246005;192.76083227773802;2.1171766666666665;48.16;113;35;305913.22;881;0.02;6351.53;16995.18;570;311;148;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;1280;;2130.0;1.6640625;2.1171766666666665
150;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;86;0.0;8.0;656.0;7169.0;6.661338147750939e-16;388.25975146702586;7.111218686891078;213.33656060673235;2.5113766666666666;50.33;129;35;379188.84;1024;0.02;7534.13;21066.05;653;371;164;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;1631;;2761.0;1.692826486817903;2.5113766666666666
151;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;75;0.0;16.0;733.0;7600.0;6.661338147750939e-16;331.49887995881943;21.68634778160655;650.5904334481964;5.19096;101.04;137;35;1573485.78;2097;0.01;15572.88;87415.88;1306;791;172;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;4143;;7189.0;1.7352160270335506;5.19096
152;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;55;0.0;8.0;434.0;6838.0;6.661338147750939e-16;239.91166719816425;3.017777369709929;90.53332109129786;1.1972633333333333;49.72;63;35;178591.65;543;0.02;3591.79;9921.76;364;179;98;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;464;;724.0;1.5603448275862069;1.1972633333333333
153;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;14;0.0;16.0;681.0;7567.0;6.661338147750939e-16;331.49887995881943;7.318275103377033;219.548253101311;2.27286;51.29;116;35;349745.99;942;0.02;6818.58;19430.33;602;340;151;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;1441;;2426.0;1.6835530881332408;2.27286
154;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;47;0.0;16.0;748.0;7592.0;6.661338147750939e-16;331.49887995881943;5.529430447028072;165.88291341084215;1.9192999999999998;48.25;103;35;277832.88;810;0.02;5757.9;15435.16;526;284;138;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;1104;;1833.0;1.6603260869565217;1.9192999999999998
155;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;91;0.0;16.0;649.0;7406.0;6.661338147750939e-16;331.49887995881943;3.3273113928379505;99.8193417851385;1.4363533333333334;48.86;77;35;210556.13;633;0.02;4309.06;11697.56;418;215;112;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;686;;1103.0;1.6078717201166182;1.4363533333333334
156;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;64;0.0;16.0;418.0;6748.0;6.661338147750939e-16;239.91166719816425;0.8294719565915413;24.884158697746237;0.83614;73.95;31;35;185501.97;415;0.01;2508.42;10305.66;284;131;66;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;151;;199.0;1.3178807947019868;0.83614
157;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;11;0.0;16.0;611.0;7366.0;6.661338147750939e-16;304.82238773305977;1.837135402568939;55.114062077068176;1.09331;51.25;56;35;168096.34;504;0.02;3279.93;9338.69;340;164;91;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;369;;560.0;1.5176151761517616;1.09331
158;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;49;0.0;32.0;520.0;7290.0;6.661338147750939e-16;304.82238773305977;0.3838300751795819;11.514902255387458;0.78239;90.42;24;35;212223.7;399;0.01;2347.17;11790.21;275;124;59;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;104;;117.0;1.125;0.78239
159;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;62;0.0;16.0;724.0;7588.0;6.661338147750939e-16;331.49887995881943;11.63503176987849;349.0509530963547;3.1816166666666668;66.11;126;35;631020.89;1302;0.02;9544.85;35056.72;826;476;161;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;2262;;3857.0;1.705128205128205;3.1816166666666668
160;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;80;0.0;16.0;634.0;7406.0;6.661338147750939e-16;331.49887995881943;1.2549062007439595;37.647186022318785;0.991;61.45;43;35;182700.93;473;0.02;2973.0;10150.05;322;151;78;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;283;;416.0;1.469964664310954;0.991
161;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;39;0.0;16.0;731.0;7575.0;6.661338147750939e-16;331.49887995881943;18.491766852308828;554.7530055692648;4.502793333333333;88.27;137;35;1192336.0;1819;0.01;13508.38;66240.89;1128;691;172;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;3531;;6130.0;1.7360521098838855;4.502793333333333
162;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;90;0.0;32.0;520.0;7290.0;6.661338147750939e-16;304.82238773305977;0.3838300751795819;11.514902255387458;0.7895533333333333;86.8;25;35;205599.96;401;0.01;2368.66;11422.22;277;124;60;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;105;;117.0;1.1142857142857143;0.7895533333333333
163;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;53;0.0;16.0;611.0;7366.0;6.661338147750939e-16;304.82238773305977;1.8338548036357802;55.01564410907341;1.0987166666666668;53.15;54;35;175184.18;509;0.02;3296.15;9732.45;345;164;89;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;370;;559.0;1.5108108108108107;1.0987166666666668
164;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;94;0.0;16.0;732.0;7575.0;6.661338147750939e-16;331.49887995881943;25.095107413435095;752.8532224030528;5.841139999999999;114.0;138;35;1997733.23;2357;0.01;17523.42;110985.18;1458;899;173;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;4775;;8319.0;1.7421989528795812;5.841139999999999
165;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;7;0.0;16.0;734.0;7600.0;6.661338147750939e-16;331.49887995881943;23.31531256141842;699.4593768425526;5.556146666666666;107.03;138;35;1784005.85;2242;0.01;16668.44;99111.44;1398;844;173;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;4454;;7729.0;1.7352941176470589;5.556146666666666
166;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;31;0.0;16.0;722.0;7575.0;6.661338147750939e-16;331.49887995881943;12.923120586507507;387.6936175952252;3.4315400000000005;67.26;134;35;692390.24;1391;0.01;10294.62;38466.12;876;515;169;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;2494;;4284.0;1.7177225340817963;3.4315400000000005
167;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;93;0.0;16.0;732.0;7575.0;6.661338147750939e-16;331.49887995881943;25.110190420655574;753.3057126196672;5.8560099999999995;114.0;138;35;2002818.67;2363;0.01;17568.03;111267.7;1464;899;173;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;4779;;8324.0;1.7417869847248377;5.8560099999999995
168;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;38;0.0;16.0;724.0;7588.0;6.661338147750939e-16;331.49887995881943;11.662181182875354;349.86543548626065;3.2117166666666663;64.08;130;35;617390.73;1308;0.02;9635.15;34299.49;832;476;165;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;2272;;3866.0;1.7015845070422535;3.2117166666666663
169;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;58;0.0;16.0;649.0;7400.0;6.661338147750939e-16;331.49887995881943;4.018113123535947;120.54339370607842;1.5855566666666667;46.4;89;35;220730.88;684;0.02;4756.67;12262.83;448;236;124;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;816;;1332.0;1.6323529411764706;1.5855566666666667
170;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;78;0.0;8.0;656.0;7169.0;6.661338147750939e-16;388.25975146702586;7.108643091568046;213.25929274704137;2.5320966666666664;49.56;131;35;376480.28;1030;0.02;7596.29;20915.57;659;371;166;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;1629;;2760.0;1.6942909760589318;2.5320966666666664
171;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;50;0.0;16.0;482.0;6914.0;6.661338147750939e-16;388.25975146702586;0.7649518109404745;22.948554328214236;0.90081;66.22;37;35;178944.5;438;0.02;2702.43;9941.36;298;140;72;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;212;;297.0;1.400943396226415;0.90081
172;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;3;0.0;16.0;482.0;6914.0;6.661338147750939e-16;388.25975146702586;0.7649518109404745;22.948554328214236;0.9049233333333333;66.22;37;35;179761.6;440;0.02;2714.77;9986.76;300;140;72;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;213;;297.0;1.3943661971830985;0.9049233333333333
173;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;13;0.0;16.0;649.0;7406.0;6.661338147750939e-16;331.49887995881943;3.354460805834815;100.63382417504444;1.4453566666666666;45.33;83;35;196559.58;630;0.02;4336.07;10919.98;415;215;118;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;691;;1112.0;1.609261939218524;1.4453566666666666
174;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;83;0.0;16.0;724.0;7588.0;6.661338147750939e-16;331.49887995881943;9.360514281030063;280.8154284309019;2.69114;57.02;124;35;460315.32;1104;0.02;8073.42;25573.07;700;404;159;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;1828;;3103.0;1.697483588621444;2.69114
175;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;1;0.0;16.0;649.0;7406.0;6.661338147750939e-16;331.49887995881943;3.318261588505662;99.54784765516986;1.4558066666666667;47.03;80;35;205405.35;638;0.02;4367.42;11411.41;423;215;115;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;682;;1100.0;1.6129032258064515;1.4558066666666667
176;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;21;0.0;8.0;552.0;7005.0;6.661338147750939e-16;388.25975146702586;2.3154601954056786;69.46380586217036;1.3231566666666665;48.31;71;35;191764.68;590;0.02;3969.47;10653.59;394;196;106;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;569;;899.0;1.5799648506151143;1.3231566666666665
177;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;32;0.0;8.0;434.0;6838.0;6.661338147750939e-16;239.91166719816425;2.988599964201684;89.65799892605051;1.1945833333333333;50.52;62;35;181066.21;543;0.02;3583.75;10059.23;364;179;97;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;460;;717.0;1.558695652173913;1.1945833333333333
178;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;22;0.0;16.0;611.0;7366.0;6.661338147750939e-16;304.82238773305977;1.8436966004352566;55.3108980130577;1.0968;48.64;59;35;160058.62;502;0.02;3290.4;8892.15;338;164;94;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;368;;562.0;1.5271739130434783;1.0968
179;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;9;0.0;8.0;656.0;7169.0;6.661338147750939e-16;388.25975146702586;7.0931895196298544;212.79568558889565;2.50704;54.56;119;35;410343.68;1035;0.02;7521.12;22796.87;664;371;154;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;1635;;2754.0;1.6844036697247706;2.50704
180;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;6;0.0;16.0;649.0;7406.0;6.661338147750939e-16;331.49887995881943;3.3393777986143345;100.18133395843003;1.4516066666666665;46.45;81;35;202283.98;635;0.02;4354.82;11238.0;420;215;116;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;684;;1107.0;1.618421052631579;1.4516066666666665
181;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;76;0.0;16.0;723.0;7575.0;6.661338147750939e-16;331.49887995881943;15.580746458756133;467.42239376268395;3.924043333333333;77.08;136;35;907363.04;1587;0.01;11772.13;50409.06;988;599;171;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;2991;;5165.0;1.7268472082915414;3.924043333333333
182;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;18;0.0;16.0;734.0;7600.0;6.661338147750939e-16;331.49887995881943;23.372627988856248;701.1788396656874;5.499146666666666;107.03;138;35;1765704.27;2219;0.01;16497.44;98094.68;1375;844;173;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;4463;;7748.0;1.7360519829710956;5.499146666666666
183;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;16;0.0;16.0;649.0;7400.0;6.661338147750939e-16;331.49887995881943;4.003030116315467;120.09090348946401;1.5983333333333334;44.41;93;35;212939.25;685;0.02;4795.0;11829.96;449;236;128;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;807;;1327.0;1.644361833952912;1.5983333333333334
184;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;40;0.0;16.0;723.0;7575.0;6.661338147750939e-16;331.49887995881943;10.479673416789701;314.390202503691;2.9180566666666667;58.65;131;35;513388.74;1187;0.02;8754.17;28521.6;748;439;166;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;2033;;3474.0;1.7088047220855878;2.9180566666666667
185;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;2;0.0;8.0;434.0;6838.0;6.661338147750939e-16;239.91166719816425;2.9844317634147917;89.53295290244374;1.2172466666666666;45.4;69;35;165783.69;545;0.02;3651.74;9210.2;366;179;104;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;460;;716.0;1.5565217391304347;1.2172466666666666
186;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;60;0.0;16.0;723.0;7575.0;6.661338147750939e-16;331.49887995881943;10.485706619677893;314.5711985903368;2.9310466666666666;60.49;127;35;531915.75;1198;0.02;8793.14;29550.88;759;439;162;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;2032;;3476.0;1.7106299212598426;2.9310466666666666
187;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;99;0.0;16.0;734.0;7600.0;6.661338147750939e-16;331.49887995881943;20.04833319746239;601.4499959238717;4.864203333333333;94.53;137;35;1379374.47;1965;0.01;14592.61;76631.92;1225;740;172;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;3838;;6646.0;1.7316310578426264;4.864203333333333
188;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;48;0.0;16.0;418.0;6748.0;6.661338147750939e-16;239.91166719816425;0.8253037558046491;24.75911267413947;0.8381566666666665;73.95;31;35;185948.96;416;0.01;2514.47;10330.5;285;131;66;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;153;;198.0;1.2941176470588236;0.8381566666666665
189;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;69;0.0;16.0;732.0;7575.0;6.661338147750939e-16;331.49887995881943;25.092090811991;752.7627243597299;5.888226666666667;114.0;138;35;2013837.14;2376;0.01;17664.68;111879.84;1477;899;173;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;4781;;8318.0;1.739803388412466;5.888226666666667
190;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;46;0.0;16.0;649.0;7400.0;6.661338147750939e-16;331.49887995881943;4.015096522091851;120.45289566275554;1.60213;45.89;90;35;220559.95;690;0.02;4806.39;12253.33;454;236;125;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;818;;1331.0;1.6271393643031784;1.60213
191;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;24;0.0;16.0;415.0;6734.0;6.661338147750939e-16;344.1597281360378;0.1772432827349521;5.317298482048563;0.7385433333333333;109.61;19;35;242844.89;385;0.01;2215.63;13491.38;266;119;54;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;68;;61.0;0.8970588235294118;0.7385433333333333
192;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;95;0.0;16.0;418.0;6748.0;6.661338147750939e-16;239.91166719816425;0.8253037558046491;24.75911267413947;0.8431299999999999;76.42;30;35;193287.89;420;0.01;2529.39;10738.22;289;131;65;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;152;;198.0;1.3026315789473684;0.8431299999999999
193;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;42;0.0;16.0;734.0;7600.0;6.661338147750939e-16;331.49887995881943;20.07246600901516;602.1739802704548;4.88153;94.53;137;35;1384288.27;1972;0.01;14644.59;76904.9;1232;740;172;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;3845;;6654.0;1.7305591677503251;4.88153
194;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;37;0.0;16.0;724.0;7588.0;6.661338147750939e-16;331.49887995881943;14.22025920746881;426.6077762240643;3.648633333333333;72.61;134;35;794803.09;1479;0.01;10945.9;44155.73;923;556;169;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;2733;;4714.0;1.7248444932308817;3.648633333333333
195;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;10;0.0;16.0;723.0;7575.0;6.661338147750939e-16;331.49887995881943;15.565663451535652;466.96990354606953;3.9640233333333335;77.65;135;35;923397.4;1605;0.01;11892.07;51299.86;1006;599;170;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;2992;;5160.0;1.7245989304812834;3.9640233333333335
196;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;67;0.0;16.0;482.0;6914.0;6.661338147750939e-16;388.25975146702586;0.7598006202944108;22.79401860883232;0.9160933333333334;64.47;38;35;177191.87;444;0.02;2748.28;9843.99;304;140;73;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;212;;295.0;1.3915094339622642;0.9160933333333334
197;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;35;0.0;16.0;724.0;7588.0;6.661338147750939e-16;331.49887995881943;14.193109794471946;425.79329383415836;3.72129;71.54;136;35;798709.09;1505;0.01;11163.87;44372.73;949;556;171;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;2740;;4705.0;1.717153284671533;3.72129
198;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;30;0.0;16.0;733.0;7600.0;6.661338147750939e-16;331.49887995881943;21.692380984494744;650.7714295348422;5.18937;100.31;138;35;1561605.68;2094;0.01;15568.11;86755.87;1303;791;173;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;4142;;7191.0;1.7361178174794785;5.18937
199;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;4;0.0;16.0;418.0;6748.0;6.661338147750939e-16;239.91166719816425;0.8253037558046491;24.75911267413947;0.8532966666666666;71.64;32;35;183392.09;422;0.01;2559.89;10188.45;291;131;67;60;12;4;12;6;2;24;3;3;2;3;15;3;3;100.0;0;0;1;3;1;1;153;;198.0;1.2941176470588236;0.8532966666666666
200;Bambu;5SGXEA7N2F45C1-Stratix-V;bfsdfs;int8_t;27;0.0;8.0;722.0;9831.0;6.661338147750939e-16;271.3712032086059;13.20700191333471;396.21005740004125;2.4447566666666667;54.33;134;35;398458.93;991;0.02;7334.27;22136.61;575;416;169;74;12;6;12;5;0;27;9;9;9;13;21;9;9;100.0;0;0;1;3;2;0;0;;3584.0;0.0;2.4447566666666667
201;Bambu;5SGXEA7N2F45C1-Stratix-V;bfsdfs;int8_t;84;0.0;8.0;722.0;9831.0;6.661338147750939e-16;271.3712032086059;13.20700191333471;396.21005740004125;2.44193;54.74;133;35;400990.42;991;0.02;7325.79;22277.25;575;416;168;74;12;6;12;5;0;27;9;9;9;13;21;9;9;100.0;0;0;1;3;2;0;0;;3584.0;0.0;2.44193
202;Bambu;5SGXEA7N2F45C1-Stratix-V;bfsdfs;int8_t;65;8.0;8.0;941.0;10593.0;6.661338147750939e-16;225.65269012248424;10.143907430297114;304.31722290891344;2.81095;61.19;139;35;515981.52;1133;0.02;8432.85;28665.64;647;486;174;74;12;6;12;5;0;27;9;9;9;13;21;9;9;100.0;0;0;1;3;2;0;0;;2289.0;0.0;2.81095
203;Bambu;5SGXEA7N2F45C1-Stratix-V;bfsdfs;int8_t;96;8.0;8.0;927.0;10605.0;6.661338147750939e-16;225.65269012248424;17.8504408603044;535.5132258091321;4.1418;88.57;147;35;1100535.44;1655;0.01;12425.4;61140.86;911;744;182;74;12;6;12;5;0;27;9;9;9;13;21;9;9;100.0;0;0;1;3;2;0;0;;4028.0;0.0;4.1418
204;Bambu;5SGXEA7N2F45C1-Stratix-V;bfsdfs;int8_t;28;8.0;8.0;903.0;10605.0;6.661338147750939e-16;225.65269012248424;8.264913655528229;247.9474096658469;1.8216666666666668;45.26;116;35;247338.16;755;0.02;5465.0;13741.01;455;300;151;74;12;6;12;5;0;27;9;9;9;13;21;9;9;100.0;0;0;1;3;2;0;2059;;1865.0;0.9057795046138902;1.8216666666666668
