,BugsDelivered,ProgramLevel,GlobalVariables,CoverageEstimation,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,RANGE_ARRAY_INPUT,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_2,M_VAL_3,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,Max_Freq
273,1.544806667,0.02,6,100,1,3,0,0,0,106,64,70,65,125,49,127,114,95,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,17,1,12,6,3,0,3,7,4,4,3,0,5,5,0,5,1,6,3,1,5,3,1,4,2,4,200.0
274,3.220536667,0.01,6,100,1,3,0,0,0,108,37,19,30,124,58,43,17,120,36,115,117,98,51,21,74,73,22,29,32,0,0,0,0,0,0,0,0,12,13,11,51,0,17,9,20,8,3,48,1,22,20,19,10,25,12,32,0,25,17,15,2,6,8,40,0,14,200.0
275,0.99519,0.01,6,100,1,3,0,0,0,93,38,123,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
276,3.015213333,0.02,6,100,1,3,0,0,0,8,79,95,70,13,46,70,85,55,74,109,82,26,108,99,14,34,106,91,0,0,0,0,0,0,0,0,0,28,4,0,49,0,26,13,16,5,6,36,0,13,10,28,9,20,9,28,0,9,12,14,16,6,15,22,0,9,200.0
277,2.80781,0.02,6,100,1,3,0,0,0,73,76,72,107,53,67,55,109,48,98,73,29,22,111,97,112,99,81,0,0,0,0,0,0,0,0,0,0,19,0,0,47,0,18,22,13,0,5,29,0,8,9,20,15,13,2,28,0,15,15,19,10,0,6,14,1,7,200.0
278,4.38991,0.01,6,100,1,3,0,0,0,119,49,55,20,9,25,60,80,74,95,105,16,12,52,99,62,39,6,113,111,29,96,123,114,36,0,0,0,11,9,5,45,0,20,6,15,21,1,45,0,22,12,17,6,21,0,48,0,18,11,11,13,21,0,50,0,23,200.0
279,1.33514,0.02,6,100,1,3,0,0,0,6,9,17,8,65,120,37,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,4,14,2,5,3,1,2,1,4,4,0,5,2,5,5,2,4,2,3,3,2,2,3,1,3,2,0,200.0
280,1.330306667,0.02,6,100,1,3,0,0,0,2,16,10,37,13,59,111,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,8,6,5,4,4,3,2,7,3,0,3,0,6,4,2,4,3,5,4,2,1,3,1,2,3,0,200.0
281,2.44193,0.02,6,100,1,3,0,0,0,56,70,62,14,39,111,66,99,38,101,32,22,96,85,79,51,0,0,0,0,0,0,0,0,0,0,0,0,15,14,5,32,0,12,15,13,0,19,25,7,23,16,21,8,16,3,28,0,21,17,15,13,7,8,16,0,14,200.0
282,4.39919,0.01,6,100,1,3,0,0,0,104,111,24,98,123,90,39,53,16,73,82,5,54,33,83,5,114,114,53,73,119,105,22,98,107,0,0,0,8,3,8,50,0,27,22,7,21,2,47,0,27,9,14,9,20,6,58,0,19,11,14,14,17,1,49,0,23,200.0
283,4.1418,0.01,6,100,1,3,0,0,0,28,16,40,71,76,9,109,99,5,104,86,60,3,74,56,59,78,66,23,9,113,17,17,10,0,0,0,0,17,9,3,55,0,20,12,8,25,0,49,0,11,15,20,5,19,0,61,0,26,17,19,15,16,8,48,0,14,200.0
284,3.024936667,0.02,6,100,1,3,0,0,0,13,101,62,30,20,104,54,14,59,8,38,56,4,49,66,68,48,90,124,0,0,0,0,0,0,0,0,0,23,8,0,49,0,24,27,11,0,6,32,0,14,17,23,12,17,0,38,0,11,20,14,9,5,6,20,0,9,200.0
285,4.657336667,0.01,6,100,1,3,0,0,0,85,98,40,29,51,87,74,104,104,124,41,14,69,79,92,58,72,8,60,87,17,100,56,99,89,67,0,0,16,13,2,52,0,25,10,10,17,3,55,0,22,7,23,3,22,5,46,0,21,28,13,9,20,0,42,0,23,200.0
286,0.93886,0.01,6,100,1,3,0,0,0,102,69,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
287,1.135633333,0.02,6,100,1,3,0,0,0,69,69,70,107,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,4,0,7,2,2,3,1,1,0,0,2,0,3,2,2,0,3,0,1,0,0,0,1,0,1,0,200.0
288,3.19937,0.01,6,100,1,3,0,0,0,123,45,48,95,45,59,2,116,37,25,54,62,53,27,33,43,31,40,100,121,0,0,0,0,0,0,0,0,17,19,5,50,0,18,18,19,6,0,47,2,12,13,17,13,16,4,33,0,13,17,26,2,6,11,32,0,10,200.0
289,2.12647,0.02,6,100,1,3,0,0,0,118,124,99,52,40,126,61,39,107,69,118,95,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,11,23,10,5,1,18,3,6,18,2,17,6,7,9,14,7,15,0,8,7,11,14,6,1,13,0,14,200.0
290,1.056863333,0.02,6,100,1,3,0,0,0,15,25,65,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,2,1,0,0,0,1,1,0,1,1,0,1,1,1,2,0,0,0,0,0,1,0,0,0,200.0
291,1.056863333,0.02,6,100,1,3,0,0,0,126,74,8,126,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,5,2,2,1,1,1,1,1,1,1,1,1,0,1,1,0,2,0,0,0,0,0,1,0,0,0,200.0
292,5.2184,0.01,6,100,1,3,0,0,0,89,68,116,94,5,120,41,10,44,28,101,13,87,63,108,77,25,87,82,25,107,3,90,39,94,87,96,106,7,8,3,53,0,19,8,9,23,0,46,0,26,13,21,6,18,0,39,0,21,9,24,8,25,5,46,0,20,200.0
293,3.001986667,0.02,6,100,1,3,0,0,0,13,121,46,4,6,106,37,89,37,113,123,59,62,57,2,11,89,4,55,0,0,0,0,0,0,0,0,0,21,7,0,43,0,23,22,11,0,4,29,0,18,3,22,8,12,1,32,5,13,14,18,14,3,8,25,0,5,200.0
294,4.1418,0.01,6,100,1,3,0,0,0,89,34,87,103,20,29,7,114,33,115,83,5,62,15,6,90,7,45,12,31,36,85,127,95,0,0,0,0,9,6,6,46,0,21,17,16,21,0,53,0,25,11,18,2,18,7,43,4,24,13,9,20,25,0,53,0,20,200.0
295,1.964683333,0.02,6,100,1,3,0,0,0,4,49,64,7,42,122,18,123,39,107,47,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,7,16,0,12,5,14,1,1,21,5,14,3,6,10,11,4,13,0,5,6,0,11,5,5,11,1,5,200.0
296,4.38991,0.01,6,100,1,3,0,0,0,96,17,38,103,3,120,89,48,120,107,26,109,46,60,56,88,24,98,101,30,21,30,65,41,101,0,0,0,3,5,0,52,0,19,13,8,20,0,39,0,21,5,15,8,25,0,46,2,22,20,1,4,18,0,38,0,19,200.0
297,1.327856667,0.02,6,100,1,3,0,0,0,38,109,126,21,85,125,102,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,10,2,5,2,2,3,2,5,3,0,4,2,5,5,0,4,3,4,4,1,2,3,1,3,2,0,200.0
298,3.662423333,0.01,6,100,1,3,0,0,0,25,21,108,72,49,26,82,54,14,75,120,30,3,110,44,35,85,32,6,127,81,99,0,0,0,0,0,0,20,9,5,46,0,19,11,11,14,0,58,0,19,8,22,9,17,2,42,0,14,13,17,10,3,0,34,0,14,200.0
299,4.652403333,0.01,6,100,1,3,0,0,0,37,80,4,79,125,40,107,125,120,47,62,22,94,26,127,84,119,91,21,27,76,111,10,113,69,16,0,0,10,9,4,46,0,23,11,12,16,0,48,0,17,1,19,14,18,0,54,0,18,17,12,10,21,16,50,0,22,200.0
300,0.413963333,0.03,2,100,1,3,1,-113,0,38,109,32,-91,20,-77,-116,39,38,122,25,41,-119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
301,0.45,0.04,2,100,1,3,1,20,0,15,22,74,-28,12,55,62,-44,-91,85,-54,95,74,124,-75,-71,94,87,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
302,0.344383333,0.03,2,100,1,3,1,-26,0,7,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
303,0.42568,0.03,2,100,1,3,1,47,0,-22,-75,-21,15,-12,-16,49,89,-6,-68,-21,49,-57,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
304,0.41201,0.03,2,100,1,3,1,26,0,64,98,75,12,36,-35,10,-98,9,-50,-117,23,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
305,0.499173333,0.04,2,100,1,3,1,20,0,-27,80,-30,-41,-97,-47,93,16,-115,43,30,-93,-103,7,16,113,-96,-51,41,-57,-3,114,-64,108,68,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
306,0.37053,0.03,2,100,1,3,1,-26,0,88,109,-70,116,118,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
307,0.454273333,0.04,2,100,1,3,1,-113,0,-71,23,61,-116,83,16,105,57,-98,51,-110,-42,-92,71,-124,102,23,17,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
308,0.5012,0.04,2,100,1,3,1,60,0,1,-83,-60,-50,-38,126,12,-49,-25,64,-43,-105,60,-95,-32,24,-48,13,90,-22,-79,106,-95,8,109,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
309,0.42159,0.03,2,100,1,3,1,-26,0,-41,-105,126,-112,-51,-119,-31,50,125,61,78,-121,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
310,0.42551,0.03,2,100,1,3,1,67,0,82,-30,10,-61,21,-82,-37,20,-104,44,-103,-57,121,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
311,0.41787,0.03,2,100,1,3,1,-109,0,-38,-85,27,83,27,50,28,-67,-117,90,-91,-56,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
312,0.391406667,0.03,2,100,1,3,1,-113,0,-52,-39,-79,-98,-71,-84,52,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
313,0.3706,0.03,2,100,1,3,1,-113,0,37,-86,58,93,-19,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
314,0.37438,0.03,2,100,1,3,1,67,0,-38,-119,-14,-14,73,-114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
315,0.496473333,0.04,2,100,1,3,1,-4,0,-94,-10,31,26,-43,55,95,37,93,108,28,20,72,-54,-49,-46,-50,-62,-110,-54,113,34,97,99,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
316,0.413963333,0.03,2,100,1,3,1,-26,0,70,-36,108,85,-42,76,92,16,24,-54,84,-90,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
317,0.36863,0.03,2,100,1,3,1,60,0,32,-118,57,110,23,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
318,0.429433333,0.03,2,100,1,3,1,-113,0,-10,-23,65,-17,-36,124,-56,20,-94,114,102,-79,-10,-127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
319,0.458473333,0.03,2,100,1,3,1,-41,0,-97,-62,-125,70,120,-68,62,-86,-78,106,11,-125,-16,50,-57,11,-29,49,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
320,0.423726667,0.03,2,100,1,3,1,26,0,-61,-55,-12,-33,-6,70,-71,-1,67,-11,-40,45,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
321,0.38573,0.03,2,100,1,3,1,-4,0,-59,92,-38,7,-106,-59,59,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
322,0.458,0.04,2,100,1,3,1,60,0,-120,66,50,32,20,23,-124,-15,-84,-109,-30,-73,94,-110,-85,120,89,102,-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
323,0.4577,0.04,2,100,1,3,1,67,0,60,-6,48,45,-94,32,53,-124,101,-115,-21,57,42,13,-80,-41,118,-11,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
324,0.488,0.03,2,100,1,3,1,20,0,-115,115,-65,91,35,98,-96,-53,-94,-8,102,-25,-105,1,104,-91,35,-14,-127,-77,70,-127,16,65,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
325,0.391333333,0.03,2,100,1,3,1,-109,0,-61,100,112,-74,-30,-31,-91,-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
326,0.411786667,0.03,2,100,1,3,1,60,0,12,126,106,14,120,-100,-41,64,-74,108,5,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
327,0.49161,0.03,2,100,1,3,1,-41,0,125,15,-108,5,59,-7,-79,20,-124,75,-47,79,-69,-43,2,0,64,48,5,105,-119,-81,15,-43,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
328,0.50873,0.04,2,100,1,3,1,-113,0,-119,-14,-91,-114,82,-110,-118,17,-26,83,37,-75,-57,-15,49,-66,-5,94,117,125,-88,55,115,-74,-52,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
329,0.458256667,0.04,2,100,1,3,1,26,0,-104,-102,82,-17,-54,-47,-35,83,-27,86,-106,118,104,-75,26,-10,98,-84,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
330,0.41787,0.03,2,100,1,3,1,-4,0,38,28,-31,-48,-7,5,66,106,-52,-80,-74,38,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
331,0.493376667,0.04,2,100,1,3,1,-26,0,80,-16,116,-17,82,15,-108,13,115,36,8,-118,88,-102,54,-91,5,-88,17,119,8,126,-59,104,-42,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
332,0.344383333,0.03,2,100,1,3,1,47,0,50,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
333,0.48731,0.04,2,100,1,3,1,47,0,91,-46,-83,-6,79,102,103,40,82,79,33,-120,20,-59,-19,88,-8,114,-24,1,-6,1,93,-57,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
334,0.498516667,0.04,2,100,1,3,1,47,0,127,113,-113,-53,-28,-71,54,-74,-66,11,36,52,-78,96,-32,-75,96,112,19,-17,-102,98,115,45,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
335,0.414136667,0.03,2,100,1,3,1,47,0,59,19,-9,67,-28,9,0,27,-42,70,-33,-81,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
336,0.497656667,0.03,2,100,1,3,1,-4,0,-94,122,-5,110,-22,-117,49,13,53,-44,-2,112,-112,69,125,88,77,-39,94,82,-118,-1,-45,-77,90,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
337,0.5012,0.04,2,100,1,3,1,67,0,-103,26,54,52,-28,-67,70,-126,69,-50,39,-89,127,-25,-5,54,116,-72,-105,-60,34,-115,-29,-115,113,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
338,0.42355,0.03,2,100,1,3,1,26,0,118,83,13,-112,-73,-106,16,-49,-77,-21,-106,85,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
339,0.348086667,0.03,2,100,1,3,1,-41,0,-30,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
340,0.491353333,0.04,2,100,1,3,1,20,0,52,123,49,118,91,-86,-45,-5,45,112,76,50,-114,-110,-7,20,-115,28,0,-74,107,-45,42,-106,64,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
341,0.344383333,0.03,2,100,1,3,1,26,0,19,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
342,0.50223,0.04,2,100,1,3,1,-41,0,-70,85,-67,64,-122,-109,16,92,26,102,-94,14,-43,-62,15,-11,107,53,27,83,-82,124,-18,75,-98,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
343,0.454503333,0.03,2,100,1,3,1,-26,0,100,0,-17,20,29,30,-11,17,-67,-8,-56,53,-12,-88,-39,95,39,71,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
344,0.385576667,0.03,2,100,1,3,1,60,0,-14,-30,22,-26,125,-55,10,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
345,0.38759,0.03,2,100,1,3,1,-41,0,-29,-27,-65,101,-110,-29,108,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
346,0.346143333,0.02,2,100,1,3,1,-4,0,-2,-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
347,0.413963333,0.03,2,100,1,3,1,-109,0,82,59,-51,36,-119,-21,-16,13,84,44,10,48,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
348,0.37813,0.03,2,100,1,3,1,20,0,-126,6,38,93,-8,35,20,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
349,0.387496667,0.03,2,100,1,3,1,67,0,-50,-3,-45,126,-79,117,-96,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
350,0.46,0.04,2,100,1,3,1,47,0,-73,-7,25,-71,14,-116,71,27,118,-127,-17,-36,-44,-91,-72,111,88,-57,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
351,0.387496667,0.03,2,100,1,3,1,-26,0,105,37,-112,-74,123,34,-82,-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
352,0.49584,0.03,2,100,1,3,1,-26,0,-41,56,28,118,-41,13,77,21,43,97,-12,-121,-13,-13,-13,60,-31,-70,12,-59,-23,60,44,100,-115,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
353,0.37249,0.03,2,100,1,3,1,20,0,-110,106,41,-30,-92,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
354,0.506686667,0.04,2,100,1,3,1,-113,0,-48,-69,32,-62,-71,-22,48,-31,-10,111,109,99,-79,53,97,-105,0,125,121,41,-77,-67,-83,46,-20,-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
355,0.431203333,0.04,2,100,1,3,1,-41,0,-61,-65,-20,-40,58,-34,-83,27,7,-18,114,-117,52,-106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
356,0.344303333,0.02,2,100,1,3,1,20,0,-75,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
357,0.37243,0.03,2,100,1,3,1,-41,0,-96,-54,98,78,124,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
358,0.493626667,0.03,2,100,1,3,1,60,0,9,57,-74,-55,108,74,-15,96,9,119,-59,-86,96,113,-74,-101,-114,-43,-34,-50,61,7,38,-107,113,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
359,0.342533333,0.03,2,100,1,3,1,67,0,53,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
360,0.458256667,0.04,2,100,1,3,1,-109,0,-108,-14,-98,-65,93,104,-63,-99,-106,-98,30,-106,61,83,101,57,43,29,-122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
361,0.495113333,0.04,2,100,1,3,1,60,0,-19,-27,-11,-19,14,-66,-56,-111,-37,-52,-65,0,37,116,107,124,-72,-46,-8,106,79,53,77,43,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8765774
