,BugsDelivered,DistinctOperands,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,VocabularySize,DecisionPoint,GlobalVariables,If,PointerDereferencing,SyntacticallyReachableFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,RANGE_ARRAY_INPUT,cInstr,Bugs_Delivered,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_10,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,Area
351,1.38661,43,386573.85,658,0.01,4159.83,21476.32,442,80,12,2,12,37,2,100,0,0,1,3,1,409.0,1.38661,22,0,0,19,113,67,48,125,-100,-99,-89,-60,93,-31,-38,-6,-105,39,36,-64,-100,-56,78,23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
352,1.397146667,43,394921.22,663,0.01,4191.44,21940.07,444,80,12,2,12,37,2,100,0,0,1,3,1,510.0,1.397146667,25,0,0,66,-77,8,12,96,-64,-93,40,30,34,-52,2,37,-34,-11,-120,121,2,48,-116,79,-9,110,120,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
353,1.238,27,508955.56,619,0.01,3714.0,28275.31,419,64,12,2,12,37,2,100,0,0,1,3,1,90.0,1.238,6,0,0,-35,66,-6,45,-121,-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
354,1.407446667,44,388791.16,666,0.01,4222.34,21599.51,447,81,12,2,12,37,2,100,0,0,1,3,1,478.0,1.407446667,25,0,0,-118,-17,-120,116,-121,62,62,28,126,-55,-31,-86,-42,111,-108,80,79,-60,84,18,-87,-62,2,-48,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
355,1.283063333,33,442365.21,628,0.01,3849.19,24575.85,423,70,12,2,12,37,2,100,0,0,1,3,1,169.0,1.283063333,11,0,0,41,12,8,37,-39,-9,34,-23,67,5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
356,1.330893333,37,419231.24,643,0.01,3992.68,23290.62,433,74,12,2,12,37,2,100,0,0,1,3,1,293.0,1.330893333,16,0,0,49,-22,-25,114,46,-88,2,-27,18,-11,83,-43,94,-32,-112,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
357,1.261746667,30,471514.69,624,0.01,3785.24,26195.26,422,67,12,2,12,37,2,100,0,0,1,3,1,122.0,1.261746667,8,0,0,104,-78,-113,-91,-90,77,-114,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
358,1.318433333,36,422777.4,639,0.01,3955.3,23487.63,431,73,12,2,12,37,2,100,0,0,1,3,1,244.0,1.318433333,14,0,0,69,-66,-26,57,103,97,-11,6,-113,-52,-62,-28,-117,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
359,1.232,27,503956.44,616,0.01,3696.0,27997.58,417,64,12,2,12,37,2,100,0,0,1,3,1,62.0,1.232,5,0,0,-120,-93,90,-69,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
360,1.286863333,32,457539.94,632,0.01,3860.59,25418.89,427,69,12,2,12,37,2,100,0,0,1,3,1,162.0,1.286863333,11,0,0,34,66,-84,-48,100,-38,-110,33,-108,-11,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
361,1.376503333,41,402476.07,657,0.01,4129.51,22359.78,441,78,12,2,12,37,2,100,0,0,1,3,1,419.0,1.376503333,22,0,0,-33,-23,-107,88,40,1,-87,-116,73,54,28,1,-18,32,30,21,82,-57,-62,-121,14,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
362,1.228,27,502320.22,614,0.01,3684.0,27906.68,415,64,12,2,12,37,2,100,0,0,1,3,1,64.0,1.228,5,0,0,59,40,53,-75,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
363,1.39504,43,392524.99,662,0.01,4185.12,21806.94,444,80,12,2,12,37,2,100,0,0,1,3,1,454.0,1.39504,24,0,0,-116,-61,9,-64,-15,9,84,-106,-17,-100,-85,77,114,-11,10,41,11,125,29,-63,-54,76,55,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
364,1.3475,38,419196.96,649,0.01,4042.5,23288.72,436,75,12,2,12,37,2,100,0,0,1,3,1,370.0,1.3475,19,0,0,19,74,42,-36,15,34,-120,-115,-102,-84,25,116,-15,77,25,-88,53,-13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
365,1.244,27,513979.33,622,0.01,3732.0,28554.41,421,64,12,2,12,37,2,100,0,0,1,3,1,86.0,1.244,7,0,0,92,-84,-74,3,-2,-61,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
366,1.259723333,30,470759.05,623,0.01,3779.17,26153.28,421,67,12,2,12,37,2,100,0,0,1,3,1,113.0,1.259723333,8,0,0,-19,73,80,-34,-83,43,-122,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
367,1.326686667,36,431559.81,643,0.01,3980.06,23975.55,432,73,12,2,12,37,2,100,0,0,1,3,1,316.0,1.326686667,17,0,0,30,0,-82,8,66,25,89,-10,-22,20,-102,-109,113,110,81,-69,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
368,1.370023333,42,387422.56,652,0.01,4110.07,21523.48,438,79,12,2,12,37,2,100,0,0,1,3,1,374.0,1.370023333,20,0,0,105,-120,24,125,-75,91,48,41,-23,-30,17,-56,-116,-60,42,-83,92,115,-22,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
369,1.19516,23,565259.13,607,0.01,3585.48,31403.28,411,60,12,2,12,37,2,100,0,0,1,3,1,24.0,1.19516,2,0,0,77,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
370,1.42409,45,388159.91,672,0.01,4272.27,21564.44,451,82,12,2,12,37,2,100,0,0,1,3,1,552.0,1.42409,27,0,0,55,118,98,-70,5,13,-65,76,-20,-47,14,-121,-95,28,-13,-107,-68,-7,-11,80,-17,88,65,-77,-8,103,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
371,1.308023333,35,429349.57,636,0.01,3924.07,23852.75,429,72,12,2,12,37,2,100,0,0,1,3,1,237.0,1.308023333,13,0,0,-54,56,35,-122,85,110,-112,-27,-8,106,-120,-46,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
372,1.390823333,43,389543.98,660,0.01,4172.47,21641.33,443,80,12,2,12,37,2,100,0,0,1,3,1,447.0,1.390823333,23,0,0,42,56,82,98,79,-115,-8,-13,56,-71,-28,-17,-40,53,66,19,108,-95,35,44,-29,-98,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
373,1.43188,47,373674.75,672,0.01,4295.64,20759.71,451,84,12,2,12,37,2,100,0,0,1,3,1,558.0,1.43188,27,0,0,68,68,35,78,-121,-5,107,126,82,29,-123,-31,-48,125,-119,23,-110,70,-72,-62,-83,-99,-60,-79,35,-33,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
374,1.415613333,45,382357.59,668,0.01,4246.84,21242.09,449,82,12,2,12,37,2,100,0,0,1,3,1,517.0,1.415613333,25,0,0,-48,60,-69,84,122,-2,85,-111,103,19,-112,11,-37,-118,-30,-84,58,-126,-15,-33,47,-20,-100,-109,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
375,1.229326667,26,522204.03,617,0.01,3687.98,29011.33,418,63,12,2,12,37,2,100,0,0,1,3,1,66.0,1.229326667,5,0,0,-33,84,-14,-14,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
376,1.372426667,40,411316.15,657,0.01,4117.28,22850.9,441,77,12,2,12,37,2,100,0,0,1,3,1,405.0,1.372426667,22,0,0,-123,-25,23,-70,111,-99,-35,24,-76,-118,-68,77,0,12,45,25,-1,-37,29,115,103,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
377,1.318433333,36,424809.98,639,0.01,3955.3,23600.55,430,73,12,2,12,37,2,100,0,0,1,3,1,266.0,1.318433333,15,0,0,79,-70,-124,-81,115,110,91,2,-99,-8,57,-127,42,64,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
378,1.324623333,36,428846.52,642,0.01,3973.87,23824.81,432,73,12,2,12,37,2,100,0,0,1,3,1,268.0,1.324623333,16,0,0,-34,93,-28,11,62,-83,-72,34,-97,41,88,20,-89,72,-17,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
379,1.259723333,30,470759.05,623,0.01,3779.17,26153.28,421,67,12,2,12,37,2,100,0,0,1,3,1,120.0,1.259723333,8,0,0,33,-104,-13,41,-45,-30,92,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
380,1.305536667,33,458896.35,639,0.01,3916.61,25494.24,430,70,12,2,12,37,2,100,0,0,1,3,1,236.0,1.305536667,15,0,0,2,4,-22,5,-4,-19,91,34,-64,33,95,-9,-107,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
381,1.38263,42,396468.94,658,0.01,4147.89,22026.05,441,79,12,2,12,37,2,100,0,0,1,3,1,435.0,1.38263,23,0,0,94,98,63,-32,38,-75,-54,-110,-64,-121,44,-91,7,109,11,61,105,106,-44,115,60,37,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
382,1.30391,35,427999.41,634,0.01,3911.73,23777.75,427,72,12,2,12,37,2,100,0,0,1,3,1,207.0,1.30391,13,0,0,-38,58,104,84,-29,122,31,-90,76,-123,100,107,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
383,1.43401,47,374230.81,673,0.01,4302.03,20790.6,452,84,12,2,12,37,2,100,0,0,1,3,1,501.0,1.43401,27,0,0,-44,5,94,76,-112,-100,-30,84,77,-63,62,-25,-9,-127,-112,-92,62,-73,23,18,-104,-43,103,99,-48,-20,-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
384,1.244623333,28,495871.01,620,0.01,3733.87,27548.39,419,65,12,2,12,37,2,100,0,0,1,3,1,104.0,1.244623333,7,0,0,106,18,101,-113,-107,77,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
385,1.324623333,36,428846.52,642,0.01,3973.87,23824.81,432,73,12,2,12,37,2,100,0,0,1,3,1,304.0,1.324623333,16,0,0,68,115,-92,9,51,-127,-2,110,-65,-121,-40,105,109,107,-93,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
386,1.236,27,508133.33,618,0.01,3708.0,28229.63,418,64,12,2,12,37,2,100,0,0,1,3,1,92.0,1.236,6,0,0,-108,43,15,77,-7,-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
387,1.429746667,47,373118.68,671,0.01,4289.24,20728.82,450,84,12,2,12,37,2,100,0,0,1,3,1,514.0,1.429746667,27,0,0,27,102,-103,-42,22,92,1,96,39,-69,20,-40,-106,-62,-52,-117,-9,17,83,26,-33,-89,78,-50,-47,109,-127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
388,1.19713,23,566190.36,608,0.01,3591.39,31455.02,412,60,12,2,12,37,2,100,0,0,1,3,1,24.0,1.19713,2,0,0,-101,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
389,1.22458,25,540994.82,617,0.01,3673.74,30055.27,418,62,12,2,12,37,2,100,0,0,1,3,1,58.0,1.22458,5,0,0,-1,-1,-32,-127,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
390,1.421633333,46,377351.06,669,0.01,4264.9,20963.95,449,83,12,2,12,37,2,100,0,0,1,3,1,524.0,1.421633333,26,0,0,78,23,9,47,-43,46,-70,-66,-81,40,72,-71,-69,-103,-123,-125,-17,0,-56,86,-10,-112,76,55,15,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
391,1.27025,31,461654.13,626,0.01,3810.75,25647.45,423,68,12,2,12,37,2,100,0,0,1,3,1,125.0,1.27025,9,0,0,100,84,-15,-8,-5,-89,94,63,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
392,1.370336667,40,408788.75,656,0.01,4111.01,22710.49,441,77,12,2,12,37,2,100,0,0,1,3,1,410.0,1.370336667,21,0,0,-7,47,-93,85,-22,88,-7,-52,0,125,-61,-105,124,100,54,45,102,-41,-86,-76,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
393,1.442883333,46,386473.32,679,0.01,4328.65,21470.74,457,83,12,2,12,37,2,100,0,0,1,3,1,553.0,1.442883333,28,0,0,-120,-86,-46,-97,-20,27,-14,-75,-58,-89,-121,122,54,-96,-69,-10,14,-107,19,30,-79,-103,-56,-105,6,-51,122,-103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
394,1.39688,44,382348.36,661,0.01,4190.64,21241.58,444,81,12,2,12,37,2,100,0,0,1,3,1,442.0,1.39688,23,0,0,31,122,33,123,61,-108,-119,115,51,-60,38,99,52,-3,-116,-20,-101,-14,-53,52,-73,-79,-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
395,1.286483333,31,472160.31,634,0.01,3859.45,26231.13,429,68,12,2,12,37,2,100,0,0,1,3,1,170.0,1.286483333,11,0,0,-91,-117,42,-46,-28,-69,-56,-17,-7,-91,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
396,1.26822,31,460916.67,625,0.01,3804.66,25606.48,422,68,12,2,12,37,2,100,0,0,1,3,1,149.0,1.26822,9,0,0,41,-75,-77,52,104,-45,-16,122,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
397,1.399253333,43,393710.86,664,0.01,4197.76,21872.83,446,80,12,2,12,37,2,100,0,0,1,3,1,459.0,1.399253333,24,0,0,-45,27,-45,34,-62,-122,-28,103,-82,-32,-103,98,43,71,41,124,-121,-63,-56,-119,-127,125,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
398,1.417733333,45,382929.98,669,0.01,4253.2,21273.89,450,82,12,2,12,37,2,100,0,0,1,3,1,490.0,1.417733333,25,0,0,-127,-86,-41,85,-60,-68,27,-116,121,-56,-5,-112,96,-15,46,-53,-72,-117,-31,102,88,-53,29,102,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
399,1.421973333,45,387582.29,671,0.01,4265.92,21532.35,450,82,12,2,12,37,2,100,0,0,1,3,1,559.0,1.421973333,27,0,0,13,-31,-26,-7,33,45,-86,77,113,4,10,-105,-40,97,102,-97,-65,-110,60,-37,2,-73,29,-118,109,-62,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418
400,4.749396667,141,1289612.9,1908,0.01,14248.19,71645.16,1199,177,15,2,15,12,3,100,0,0,1,3,1,7168.0,4.749396667,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,11,10,0,81,0,31,31,18,0,60,0,36,15,33,33,11,0,45,0,11,28,21,23,8,0,57,0,26,3276
401,1.59678,87,230927.18,690,0.02,4790.34,12829.29,457,123,15,2,15,12,3,100,0,0,1,3,1,1361.0,1.59678,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,17,12,5,15,0,17,12,0,4,10,0,3,11,3,14,7,0,5,4,11,7,4,8,6,0,2,1,3,3276
402,3.835596667,138,861508.41,1546,0.01,11506.79,47861.58,972,174,15,2,15,12,3,100,0,0,1,3,1,5600.0,3.835596667,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,49,7,15,5,84,10,28,25,22,8,57,0,35,5,25,24,5,0,53,0,32,23,37,7,16,0,63,0,40,3309
403,3.64456,138,760128.73,1469,0.01,10933.68,42229.37,936,174,15,2,15,12,3,100,0,0,1,3,1,5158.0,3.64456,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,23,12,0,51,0,14,14,10,7,52,0,15,14,27,37,0,0,48,0,25,14,19,25,20,0,46,0,23,3276
404,1.045473333,42,212380.15,499,0.01,3136.42,11798.9,341,78,15,2,15,12,3,100,0,0,1,3,1,389.0,1.045473333,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,5,1,1,2,3,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3193
405,4.731766667,140,1294002.84,1903,0.01,14195.3,71889.05,1194,176,15,2,15,12,3,100,0,0,1,3,1,7335.0,4.731766667,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,25,0,49,9,35,6,17,0,63,2,27,15,39,45,29,0,50,2,51,15,23,18,20,0,63,0,25,3276
406,0.91,28,249210.0,455,0.01,2730.0,13845.0,313,64,15,2,15,12,3,100,0,0,1,3,1,175.0,0.91,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3176
407,2.85031,126,515498.64,1165,0.02,8550.93,28638.81,743,162,15,2,15,12,3,100,0,0,1,3,1,3687.0,2.85031,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,28,45,0,69,4,30,22,15,0,51,5,7,13,27,23,3,0,45,1,27,10,29,14,15,12,45,0,34,3265
408,3.560633333,132,776379.82,1445,0.01,10681.9,43132.21,912,168,15,2,15,12,3,100,0,0,1,3,1,5095.0,3.560633333,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,25,10,0,26,0,26,44,5,0,62,0,20,40,20,26,13,0,50,0,20,16,34,23,19,0,58,0,24,3276
409,5.67538,141,1873599.99,2280,0.01,17026.14,104088.89,1418,177,15,2,15,12,3,100,0,0,1,3,1,9143.0,5.67538,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,36,11,0,0,82,0,31,19,0,0,42,0,11,24,24,18,5,6,74,0,10,20,0,18,25,0,66,6,22,3410
410,5.987436667,140,2117756.51,2408,0.01,17962.31,117653.14,1491,176,15,2,15,12,3,100,0,0,1,3,1,9773.0,5.987436667,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,47,37,14,14,61,1,40,34,0,0,72,0,15,21,44,11,7,0,71,0,37,8,34,23,9,0,56,0,19,3347
411,2.87722,126,520366.01,1176,0.02,8631.66,28909.22,754,162,15,2,15,12,3,100,0,0,1,3,1,3691.0,2.87722,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,31,34,0,57,0,24,8,10,0,62,0,11,20,11,13,15,0,39,10,24,22,15,15,0,0,37,0,3,3265
412,1.94097,109,266357.9,811,0.02,5822.91,14797.66,534,145,15,2,15,12,3,100,0,0,1,3,1,1928.0,1.94097,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,26,16,0,26,0,12,6,7,0,18,0,9,13,15,15,10,0,4,8,20,11,6,10,4,4,7,4,8,3276
413,1.03193,41,214742.29,494,0.01,3095.79,11930.13,336,77,15,2,15,12,3,100,0,0,1,3,1,392.0,1.03193,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,4,1,1,1,0,2,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,3193
414,2.27106,121,333451.46,934,0.02,6813.18,18525.08,605,157,15,2,15,12,3,100,0,0,1,3,1,2554.0,2.27106,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,28,1,0,41,0,16,28,0,0,29,0,19,16,9,12,11,4,25,5,27,12,6,18,9,0,19,0,13,3347
415,0.916,28,250853.14,458,0.01,2748.0,13936.29,316,64,15,2,15,12,3,100,0,0,1,3,1,177.0,0.916,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3176
416,3.86718,139,862353.0,1557,0.01,11601.54,47908.5,983,175,15,2,15,12,3,100,0,0,1,3,1,5596.0,3.86718,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,0,13,49,4,16,32,5,8,52,0,38,13,43,17,7,13,46,2,27,20,27,19,7,0,41,3,21,3309
417,1.205383333,57,207833.74,553,0.02,3616.15,11546.32,371,93,15,2,15,12,3,100,0,0,1,3,1,693.0,1.205383333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,7,3,3,4,1,9,0,3,2,1,4,1,4,3,3,4,1,4,1,0,2,1,1,2,1,0,0,0,3325
