,BugsDelivered,DistinctOperands,DistinctOperators,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,Total_Operands,VocabularySize,Sloc,DecisionPoint,GlobalVariables,If,Loop,Assignment,ExitPoint,Function.1,FunctionCall,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,RANGE_ARRAY_INPUT,cInstr,Bugs_Delivered,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,BRAM
190,0.90509,35,35,190069.07,443,0.01,2715.27,10559.39,303,140,70,60,12,4,12,6,24,3,3,2,15,3,3,100,0,0,1,3,1,212.0,0.90509,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,4,2,0,0,2,2,0,2,2,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,16
191,2.503443333,124,35,393232.44,1027,0.02,7510.33,21846.25,656,371,159,60,12,4,12,6,24,3,3,2,15,3,3,100,0,0,1,3,1,1631.0,2.503443333,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,15,12,1,59,0,28,29,30,18,5,0,41,2,21,13,9,14,16,0,41,0,29,20,14,19,11,0,32,2,16,8
192,2.941616667,130,35,521514.93,1198,0.02,8824.85,28973.05,759,439,165,60,12,4,12,6,24,3,3,2,15,3,3,100,0,0,1,3,1,2045.0,2.941616667,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,49,17,17,0,39,0,31,23,42,16,0,9,39,0,32,2,15,22,7,0,52,0,25,15,33,24,16,0,53,4,18,16
193,0.738543333,19,35,242844.89,385,0.01,2215.63,13491.38,266,119,54,60,12,4,12,6,24,3,3,2,15,3,3,100,0,0,1,3,1,69.0,0.738543333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
194,2.129653333,114,35,305016.99,885,0.02,6388.96,16945.39,574,311,149,60,12,4,12,6,24,3,3,2,15,3,3,100,0,0,1,3,1,1279.0,2.129653333,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,13,26,9,5,28,0,13,15,3,11,0,0,22,0,16,13,24,12,7,0,17,10,17,16,6,14,1,0,22,8,12,16
195,1.93115,103,35,279547.9,815,0.02,5793.45,15530.44,531,284,138,60,12,4,12,6,24,3,3,2,15,3,3,100,0,0,1,3,1,1105.0,1.93115,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,26,1,0,28,0,3,16,4,16,2,7,27,0,18,14,9,14,3,0,19,9,21,13,8,16,4,2,17,5,10,16
196,5.77175,138,35,1974001.14,2329,0.01,17315.25,109666.73,1430,899,173,60,12,4,12,6,24,3,3,2,15,3,3,100,0,0,1,3,1,4760.0,5.77175,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,29,5,6,60,0,33,30,42,16,24,0,67,0,34,17,25,19,1,2,46,0,44,36,19,20,33,0,63,0,23,16
197,1.327176667,76,35,179692.63,586,0.02,3981.53,9982.92,390,196,111,60,12,4,12,6,24,3,3,2,15,3,3,100,0,0,1,3,1,566.0,1.327176667,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,11,1,1,8,2,7,6,6,8,3,1,8,0,5,9,4,8,3,1,2,6,4,6,4,3,5,2,0,1,0,8
198,5.186893333,138,35,1560859.93,2093,0.01,15560.68,86714.44,1302,791,173,60,12,4,12,6,24,3,3,2,15,3,3,100,0,0,1,3,1,4153.0,5.186893333,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32,34,9,0,66,4,28,20,57,29,15,0,46,16,1,14,15,22,11,0,39,0,26,39,27,25,0,0,74,0,15,16
199,3.679996667,135,35,795697.24,1490,0.01,11039.99,44205.4,934,556,170,60,12,4,12,6,24,3,3,2,15,3,3,100,0,0,1,3,1,2735.0,3.679996667,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,19,18,2,59,0,27,14,26,18,27,0,74,0,2,21,19,12,32,0,83,10,14,22,22,19,0,9,53,0,25,16
200,3.011933333,142,35,583509.23,1210,0.02,9035.8,32417.18,686,524,177,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,3.011933333,19,0,0,30,45,53,38,29,18,35,7,43,92,120,78,123,82,39,80,41,62,75,0,0,0,0,0,0,0,0,0,7,21,16,23,0,53,0,18,23,8,14,4,10,32,0,14,1,22,14,13,3,30,0,12,23,10,11,9,9,28,0,5,8
201,4.38991,146,35,1253379.38,1756,0.01,13169.73,69632.19,962,794,181,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,4.38991,25,0,0,43,66,68,75,93,77,78,12,34,101,10,56,31,105,106,56,22,89,86,70,53,98,100,64,28,0,0,0,10,9,7,26,1,57,0,21,11,19,10,22,0,51,0,26,11,14,7,18,3,44,0,25,16,15,7,21,0,59,0,17,8
202,1.682573333,107,35,227855.09,706,0.02,5047.72,12658.62,430,276,142,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,1758.0,1.682573333,11,0,0,7,114,92,104,56,104,28,32,123,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,12,8,7,17,1,8,7,5,13,2,5,13,0,9,3,1,7,7,0,13,4,3,7,2,7,1,3,6,2,4,8
203,1.32038,76,35,197014.82,583,0.02,3961.14,10945.27,367,216,111,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,1004.0,1.32038,8,0,0,119,101,61,50,93,109,24,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,3,4,5,2,4,2,2,2,1,1,5,2,0,4,0,4,4,1,4,3,4,3,1,1,3,1,1,1,0,8
204,4.14616,148,35,1094250.35,1655,0.01,12438.48,60791.69,911,744,183,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,4.14616,24,0,0,44,45,84,97,85,49,13,17,5,115,17,8,82,108,102,118,74,63,103,34,98,89,62,24,0,0,0,0,8,15,4,23,3,61,0,20,13,14,5,23,4,48,0,22,16,12,6,12,3,37,1,16,15,16,12,16,4,53,0,24,8
205,1.33514,82,35,184640.21,583,0.02,4005.42,10257.79,367,216,117,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,1004.0,1.33514,8,0,0,56,83,94,76,32,102,107,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,10,5,1,12,1,6,2,2,4,2,2,5,2,0,3,1,5,4,0,3,2,3,3,1,2,3,1,2,2,0,8
206,1.130186667,56,35,197076.36,521,0.02,3390.56,10948.69,335,186,91,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,618.0,1.130186667,6,0,0,13,49,42,127,105,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,2,4,2,5,1,1,2,1,1,1,0,0,2,1,0,1,1,1,3,0,0,0,0,0,1,0,0,0,8
207,3.903153333,148,35,963656.94,1558,0.01,11709.46,53536.5,862,696,183,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,3.903153333,23,0,0,33,82,76,89,98,108,82,21,80,34,103,43,4,9,51,78,103,47,127,46,75,92,55,0,0,0,0,0,11,13,8,24,2,53,0,19,19,23,10,19,3,48,0,26,6,10,3,29,1,51,0,15,12,16,16,15,0,45,0,25,8
208,2.273736667,130,35,352604.31,926,0.02,6821.21,19589.13,542,384,165,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,3106.0,2.273736667,15,0,0,54,23,55,110,43,42,49,66,115,126,18,71,40,120,45,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,4,6,8,18,3,10,8,14,9,3,10,28,5,10,6,22,9,8,6,24,0,13,6,15,10,7,7,14,0,18,8
209,1.220673333,66,35,194197.83,550,0.02,3662.02,10788.77,350,200,101,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,794.0,1.220673333,7,0,0,119,4,36,59,92,96,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,6,2,2,11,1,4,4,1,4,1,1,6,0,1,4,1,3,3,1,3,3,1,2,1,0,2,1,1,1,0,8
210,2.108546667,124,35,316027.12,865,0.02,6325.64,17557.06,511,354,159,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,2733.0,2.108546667,14,0,0,34,25,83,57,36,114,6,109,46,86,79,81,106,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,10,2,5,19,8,13,4,18,9,0,5,24,14,13,8,14,8,10,4,13,0,2,5,10,18,8,6,18,4,7,8
211,4.93531,148,35,1575630.92,1970,0.01,14805.93,87535.05,1070,900,183,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,4.93531,27,0,0,84,76,81,97,92,39,118,16,38,74,102,112,112,54,86,118,85,100,116,122,23,27,12,79,10,36,53,0,12,10,0,27,0,46,0,23,4,6,5,29,12,51,0,16,10,13,6,11,7,48,0,23,13,18,0,19,0,44,0,23,8
212,2.623946667,137,35,452487.19,1060,0.02,7871.84,25138.18,610,450,172,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,2.623946667,17,0,0,3,75,119,5,125,25,23,82,29,37,110,71,78,73,126,34,107,0,0,0,0,0,0,0,0,0,0,0,15,17,11,8,2,44,0,20,12,18,6,0,7,29,1,15,4,17,4,8,6,22,0,9,10,13,8,0,6,14,0,6,8
213,1.432353333,87,35,202258.03,620,0.02,4297.06,11236.56,386,234,122,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,1233.0,1.432353333,9,0,0,37,41,110,61,4,3,36,106,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,9,0,11,0,5,5,3,9,2,1,6,2,2,4,1,4,3,0,4,2,5,2,1,2,2,1,2,2,2,8
214,1.4372,89,35,198382.12,620,0.02,4311.6,11021.23,386,234,124,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,1233.0,1.4372,9,0,0,104,108,62,67,7,41,58,62,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,6,0,9,5,5,5,4,8,1,7,6,1,2,6,0,5,6,0,3,4,5,3,2,2,2,2,3,1,2,8
215,2.63276,140,35,444278.46,1060,0.02,7898.28,24682.14,610,450,175,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,2.63276,17,0,0,113,50,40,10,75,4,30,39,12,32,60,96,17,12,106,82,20,0,0,0,0,0,0,0,0,0,0,0,13,18,7,10,12,32,0,26,11,10,20,0,15,26,3,12,6,23,11,9,5,28,0,16,8,17,10,4,8,13,1,12,8
216,3.011933333,142,35,583509.23,1210,0.02,9035.8,32417.18,686,524,177,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,3.011933333,19,0,0,76,122,26,34,69,117,47,97,108,42,14,41,87,66,121,82,33,99,92,0,0,0,0,0,0,0,0,0,13,11,18,17,1,44,0,18,19,15,7,3,10,29,0,15,17,12,6,26,6,29,0,13,18,23,12,3,7,34,0,9,8
217,1.687323333,109,35,224305.51,706,0.02,5061.97,12461.42,430,276,144,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,1758.0,1.687323333,11,0,0,36,77,82,40,82,79,61,16,43,70,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,11,3,4,13,1,12,6,5,13,0,0,9,6,8,4,0,10,6,0,7,0,6,4,0,8,1,3,5,2,5,8
218,2.273736667,130,35,352604.31,926,0.02,6821.21,19589.13,542,384,165,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,3106.0,2.273736667,15,0,0,57,49,19,72,118,16,89,79,76,23,84,27,98,107,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,8,2,10,23,0,9,13,17,10,2,9,22,6,7,8,26,8,8,2,13,0,6,5,11,10,9,1,15,0,7,8
219,0.935736667,35,35,218962.51,458,0.01,2807.21,12164.58,302,156,70,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,219.0,0.935736667,3,0,0,101,76,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
220,1.677756667,105,35,231530.6,706,0.02,5033.27,12862.81,430,276,140,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,1758.0,1.677756667,11,0,0,101,62,14,20,80,58,110,76,58,15,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,11,4,4,14,0,12,6,6,12,0,0,7,1,7,7,2,8,8,1,7,2,5,5,1,6,0,3,9,1,5,8
221,1.547263333,95,35,217186.68,661,0.02,4641.79,12065.93,407,254,130,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,1481.0,1.547263333,10,0,0,50,34,92,115,105,76,80,44,75,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,9,2,15,3,11,7,6,13,0,3,5,3,6,6,1,5,5,0,7,1,4,4,2,8,3,3,3,1,3,8
222,0.989256667,41,35,207743.59,475,0.01,2967.77,11541.31,311,164,76,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,328.0,0.989256667,4,0,0,65,41,7,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
223,0.929353333,33,35,230648.43,458,0.01,2788.06,12813.8,302,156,68,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,219.0,0.929353333,3,0,0,102,40,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
224,1.687323333,109,35,224305.51,706,0.02,5061.97,12461.42,430,276,144,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,1758.0,1.687323333,11,0,0,38,87,92,106,93,64,103,34,102,119,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,12,9,7,17,0,12,8,3,15,0,2,10,3,7,5,2,11,8,0,7,0,3,5,2,4,2,3,6,1,5,8
225,5.2184,148,35,1769672.58,2083,0.01,15655.2,98315.14,1127,956,183,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,5.2184,28,0,0,22,36,16,98,2,113,61,102,9,60,71,16,69,101,115,32,69,80,124,2,61,67,54,74,50,125,18,8,5,14,7,20,0,49,0,33,10,23,1,23,0,48,0,26,16,14,23,21,4,53,0,24,3,10,9,33,0,50,0,18,8
226,4.652403333,146,35,1415318.78,1861,0.01,13957.21,78628.82,1015,846,181,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,4.652403333,26,0,0,120,34,42,109,96,101,102,47,85,118,125,50,73,46,115,35,107,40,109,51,96,86,126,14,61,123,0,0,15,7,11,11,0,51,0,25,6,6,3,23,1,57,0,23,15,19,2,20,2,48,0,13,5,23,2,21,7,48,0,24,8
227,4.1418,147,35,1100535.44,1655,0.01,12425.4,61140.86,911,744,182,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,4.1418,24,0,0,37,15,127,27,108,81,98,18,53,108,35,77,18,21,22,85,27,114,20,71,63,58,92,36,0,0,0,0,2,11,12,25,9,48,0,19,7,10,16,24,0,48,0,28,24,11,7,21,3,55,0,18,13,14,11,13,5,43,0,32,8
228,1.954656667,118,35,283508.01,808,0.02,5863.97,15750.45,482,326,153,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,2384.0,1.954656667,13,0,0,64,94,48,78,83,62,107,50,36,4,115,103,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,12,1,2,15,2,8,8,16,10,8,0,13,2,14,7,0,13,9,7,14,0,6,10,1,14,10,1,10,0,4,8
229,3.443576667,147,35,745288.05,1376,0.01,10330.73,41404.89,770,606,182,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,3.443576667,21,0,0,82,43,32,83,5,27,114,2,33,85,118,68,118,100,106,26,17,93,5,126,123,0,0,0,0,0,0,0,3,12,12,18,6,50,0,15,18,28,10,4,6,32,0,26,9,17,5,16,4,36,0,20,9,18,18,17,12,37,0,14,8
230,3.65852,145,35,861014.13,1465,0.01,10975.56,47834.12,815,650,180,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,3.65852,22,0,0,64,86,47,91,52,17,108,93,36,43,31,117,16,92,40,100,126,101,110,7,71,44,0,0,0,0,0,0,12,20,9,22,0,53,0,21,9,14,14,5,0,46,2,20,18,16,5,24,5,51,0,22,15,14,10,9,0,45,1,28,8
231,4.39919,148,35,1239055.54,1756,0.01,13197.57,68836.42,962,794,183,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,4.39919,25,0,0,110,3,27,80,106,97,72,86,56,89,13,33,47,115,26,81,124,14,106,81,35,83,11,126,104,0,0,0,15,11,11,20,1,51,0,26,7,12,6,22,1,47,0,16,10,17,8,27,0,50,0,27,19,12,15,13,0,49,0,23,8
232,0.89,29,35,241681.03,445,0.01,2670.0,13426.72,295,150,64,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,134.0,0.89,2,0,0,118,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
233,4.93531,148,35,1575630.92,1970,0.01,14805.93,87535.05,1070,900,183,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,4.93531,27,0,0,93,106,127,43,43,31,8,88,52,26,14,68,32,25,91,24,87,102,50,85,97,70,28,115,17,87,56,0,16,9,9,20,1,51,0,21,6,14,6,19,0,55,0,25,7,12,8,21,0,51,0,27,9,8,8,19,0,48,0,24,8
234,3.42887,143,35,762863.57,1376,0.01,10286.61,42381.31,770,606,178,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,3.42887,21,0,0,118,23,101,12,6,3,84,4,118,37,76,31,47,51,78,92,37,104,49,127,60,0,0,0,0,0,0,0,12,13,13,13,0,55,0,28,22,9,11,10,0,39,0,28,7,22,12,19,8,51,1,14,26,21,5,5,7,40,0,13,8
235,2.26281,126,35,362049.55,926,0.02,6788.43,20113.86,542,384,161,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,3106.0,2.26281,15,0,0,5,53,77,69,4,33,90,65,21,64,58,102,69,84,47,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,4,6,17,22,0,10,8,13,16,0,0,14,2,14,5,19,9,9,6,12,0,7,1,10,10,9,1,13,0,9,8
236,4.66224,148,35,1399144.26,1861,0.01,13986.72,77730.24,1015,846,183,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,4.66224,26,0,0,109,108,111,99,18,38,65,55,27,43,29,46,107,49,27,127,100,88,40,37,114,127,54,118,17,60,0,0,2,9,11,16,8,46,0,18,3,10,10,25,0,52,0,15,6,16,2,27,1,47,0,33,8,10,11,16,0,60,0,22,8
237,4.394563333,147,35,1246172.36,1756,0.01,13183.69,69231.8,962,794,182,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,4.394563333,25,0,0,120,27,114,85,70,59,34,26,113,71,47,105,65,16,31,39,101,17,107,12,74,127,51,30,71,0,0,0,12,11,9,23,8,47,0,21,10,15,14,14,0,45,0,23,10,21,11,18,8,55,0,25,11,9,9,21,0,52,0,22,8
238,4.14616,148,35,1094250.35,1655,0.01,12438.48,60791.69,911,744,183,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,4.14616,24,0,0,109,51,101,10,123,90,35,74,92,104,89,20,95,101,33,98,82,64,84,114,83,33,96,102,0,0,0,0,1,10,1,20,10,53,0,24,21,17,14,18,0,55,0,23,9,16,2,26,7,48,0,24,18,11,14,7,0,44,0,23,8
239,1.146183333,62,35,180524.12,521,0.02,3438.55,10029.12,335,186,97,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,618.0,1.146183333,6,0,0,89,108,23,38,57,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,4,3,2,0,2,1,1,2,1,0,1,0,0,2,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,8
240,5.2184,148,35,1769672.58,2083,0.01,15655.2,98315.14,1127,956,183,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,5.2184,28,0,0,6,59,10,107,74,84,70,54,104,109,94,13,112,127,45,109,13,109,43,109,80,71,127,16,63,58,126,118,8,13,4,27,0,56,0,22,5,12,8,20,0,45,0,25,11,13,9,27,3,46,0,18,14,13,14,20,7,50,0,28,8
241,4.14616,148,35,1094250.35,1655,0.01,12438.48,60791.69,911,744,183,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,4.14616,24,0,0,40,74,14,77,42,52,95,30,38,107,46,57,48,48,15,121,54,62,67,33,103,81,45,16,0,0,0,0,17,11,11,21,6,49,0,16,15,12,5,21,0,43,0,23,9,14,7,14,6,39,0,19,19,19,8,13,0,47,0,25,8
242,3.89077,145,35,980473.8,1558,0.01,11672.31,54470.77,862,696,180,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,3.89077,23,0,0,96,97,5,54,24,115,64,98,126,111,122,71,39,75,108,33,87,4,116,12,73,64,44,0,0,0,0,0,0,8,9,28,4,52,0,21,19,15,17,16,0,49,0,25,18,12,14,16,6,43,2,18,9,14,6,20,2,48,4,16,8
243,1.662886667,99,35,243386.09,706,0.02,4988.66,13521.45,430,276,134,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,1758.0,1.662886667,11,0,0,7,24,28,70,23,72,73,72,79,66,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,7,2,17,0,14,7,3,14,3,2,10,3,7,4,2,14,5,3,9,0,6,5,2,4,1,2,6,1,4,8
244,1.819253333,115,35,249158.52,755,0.02,5457.76,13842.14,455,300,150,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,2059.0,1.819253333,12,0,0,39,64,18,110,15,99,59,100,51,9,44,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,7,5,7,18,0,13,9,8,15,6,0,16,3,9,9,2,11,9,4,15,0,4,7,0,13,4,2,9,2,3,8
245,3.015213333,143,35,580059.41,1210,0.02,9045.64,32225.52,686,524,178,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,3.015213333,19,0,0,42,70,100,89,79,108,104,6,76,11,93,56,61,6,90,20,55,92,96,0,0,0,0,0,0,0,0,0,10,21,17,14,0,41,4,21,10,25,11,0,8,35,0,8,13,14,15,18,4,31,0,13,15,16,8,1,14,24,8,11,8
246,1.140963333,60,35,185692.04,521,0.02,3422.89,10316.22,335,186,95,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,618.0,1.140963333,6,0,0,78,97,94,35,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,2,2,3,2,3,2,0,1,1,1,1,0,0,2,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,8
247,1.819253333,115,35,249158.52,755,0.02,5457.76,13842.14,455,300,150,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,2059.0,1.819253333,12,0,0,105,46,42,98,112,123,87,124,8,110,3,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,8,5,2,15,0,15,7,6,16,3,2,15,0,7,6,0,13,15,6,13,0,6,6,0,13,6,1,13,1,6,8
248,1.8019,108,35,262777.22,755,0.02,5405.7,14598.73,455,300,143,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,2059.0,1.8019,12,0,0,63,120,8,73,95,102,110,40,74,93,62,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,9,2,5,23,3,17,5,9,18,0,0,12,2,8,4,1,11,9,1,11,0,7,9,3,12,7,4,12,4,6,8
249,1.322896667,77,35,194826.5,583,0.02,3968.69,10823.69,367,216,112,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,1004.0,1.322896667,8,0,0,24,107,20,12,68,70,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,13,5,2,12,2,6,2,2,3,3,2,4,2,0,4,1,4,4,1,4,2,4,2,1,1,3,1,2,1,0,8
250,2.60891,132,35,466935.39,1060,0.02,7826.73,25940.86,610,450,167,74,12,6,12,5,27,9,9,9,21,9,9,100,0,0,1,3,0,0.0,2.60891,17,0,0,75,93,103,77,87,30,70,44,72,60,92,53,26,90,74,19,9,0,0,0,0,0,0,0,0,0,0,0,12,12,9,10,2,53,0,16,20,20,11,0,10,21,5,13,6,22,8,15,7,23,0,16,13,12,7,13,4,19,0,13,8
