,FUNCTION,DistinctOperators,ProgramLevel,Goto,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_2,M_VAL_4,M_VAL_5,M_VAL_7,M_VAL_10,M_VAL_12,M_VAL_13,M_VAL_15,M_VAL_16,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_27,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,clockCycles
599,prime,27,0.03,2,100,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
600,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
601,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,0,0,45,14,0,2,31,17,31,32,0,75,0,22,16,2,6,64,0,27,7281
602,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,11,4,17,0,0,1,12,9,13,12,0,34,0,14,14,24,0,25,4,15,2654
603,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,14,20,0,0,0,13,25,15,7,0,41,4,15,16,19,0,30,6,3,3399
604,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,26,1,12,0,14,9,31,0,0,63,0,17,16,20,0,39,0,3,9105
605,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,0,0,24,19,0,0,51,28,22,0,0,62,6,7,33,10,1,52,0,21,8479
606,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,0,9,23,0,0,6,12,18,25,5,0,19,15,21,10,11,10,12,1,9,2321
607,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,0,0,14,15,1,0,10,24,9,9,0,19,5,15,17,14,0,16,0,8,2008
608,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,22,41,0,2,12,20,9,26,0,65,0,48,28,17,0,44,0,42,7862
609,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,3,0,25,15,0,0,23,38,19,21,0,89,0,35,27,27,9,69,0,25,7866
610,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7,0,20,18,0,0,0,15,10,10,10,6,25,2,18,14,10,0,20,5,11,2011
611,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,9,0,14,13,9,10,16,19,9,21,0,52,0,17,13,20,0,78,0,43,5636
612,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,2,0,4,2,0,1,3,7,5,1,1,2,3,1,2,1,0,0,0,606
613,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,29,22,0,2,32,44,32,0,0,49,0,20,15,16,0,44,9,15,8469
614,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
615,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,21,1,2,21,3,0,0,22,47,21,24,0,70,0,33,24,28,0,49,0,30,6167
616,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,5,14,5,0,0,12,12,15,5,0,16,1,14,8,24,3,20,3,14,2014
617,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,7,5,2,4,1,4,8,15,16,0,1,1,8,7,9,3,1,0,3,1203
618,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15,0,0,48,0,0,0,15,16,11,7,1,34,0,29,22,14,10,41,0,16,4677
619,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,0,25,32,16,0,7,44,24,37,18,9,42,12,19,7,22,11,64,3,26,5641
620,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,1,1,3,0,3,0,0,5,5,8,0,8,2,5,6,5,1,1,2,2,1202
621,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,1,2,1,0,0,1,3,3,3,1,0,2,1,2,0,1,1,0,605
622,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,1,7,4,2,0,5,10,15,10,0,16,14,14,8,8,0,2,2,8,1715
623,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,4,2,1,0,2,8,7,7,0,2,1,0,3,2,1,0,1,0,779
624,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
625,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,13,6,3,0,11,23,16,12,0,31,11,17,16,14,2,16,0,16,2317
626,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
627,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,4,5,48,4,4,4,22,32,19,23,0,68,18,23,27,25,0,48,0,42,5159
628,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,0,0,21,21,0,0,17,14,33,25,0,66,0,5,58,30,5,62,0,14,6703
629,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,321
630,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,0,0,21,16,0,0,17,28,25,36,0,55,2,12,35,31,6,74,0,32,7871
631,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,321
632,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,5,0,2,0,1,6,6,5,0,5,8,10,9,3,2,0,2,3,1202
633,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
634,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,0,1,2,1,0,0,0,3,2,1,0,1,0,1,0,1,0,0,0,452
635,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,41,0,0,31,21,7,0,18,44,21,24,4,54,5,10,12,12,0,69,9,42,9122
636,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,0,2,4,2,0,0,1,5,4,0,0,0,1,1,0,1,0,3,0,612
637,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,1,3,0,1,2,0,0,2,3,4,1,2,1,3,2,1,1,0,1,0,604
638,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,6,5,0,0,0,1,4,7,7,0,7,2,10,7,7,0,1,0,4,1204
639,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,28,16,14,0,26,27,14,23,11,34,1,6,12,17,0,75,13,11,6177
640,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,10,0,6,0,1,0,9,18,12,12,0,34,8,27,9,16,0,11,3,16,2005
641,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,3,13,8,3,0,1,1,4,4,8,0,5,0,10,8,7,2,2,0,2,1209
642,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,0,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,322
643,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
644,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215
645,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,12,0,2,16,11,0,0,30,12,27,17,13,66,0,40,31,16,0,56,0,7,5645
646,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,6,6,0,1,2,3,5,8,7,0,1,0,9,5,8,2,0,2,2,981
647,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,1,2,2,0,1,2,5,6,1,1,0,1,3,1,1,1,1,0,606
648,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,9,0,0,0,24,22,21,14,9,63,0,30,40,17,16,62,0,39,9102
649,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,2,2,2,1,2,2,3,3,4,0,0,0,2,2,2,1,1,2,0,609
650,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,12,0,25,22,9,0,5,51,33,24,20,0,89,0,27,27,28,0,64,0,12,6716
651,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,4,3,24,2,10,0,49,29,26,20,10,48,38,25,11,22,0,67,2,21,7862
652,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,2,7,21,0,0,3,9,18,15,11,2,34,8,13,12,13,0,19,0,19,2667
653,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,2,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,322
654,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,2,0,18,28,0,3,28,48,25,0,0,54,0,35,8,25,0,55,0,19,8476
655,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,0,16,18,2,0,0,25,10,5,18,0,41,0,23,15,24,0,35,0,16,3805
656,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,10,32,20,0,0,30,25,27,20,0,47,0,18,23,13,13,62,1,12,5645
657,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,0,3,29,17,0,0,39,19,40,0,22,71,0,31,7,36,0,78,0,28,9091
658,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,0,2,2,0,1,4,4,5,0,1,3,1,1,2,1,0,0,0,605
659,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
660,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,2,1,2,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,323
661,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,1,1,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,322
662,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,2,0,1,0,1,6,3,0,1,0,0,0,0,1,0,2,0,603
663,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,2,0,2,1,1,0,2,2,4,0,0,0,0,0,1,1,0,0,0,453
664,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
665,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,4,3,13,0,0,14,17,17,9,10,39,2,24,18,30,0,21,0,21,3406
666,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,0,0,24,18,0,0,43,25,32,11,0,50,0,28,10,26,9,62,7,37,4692
667,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,323
668,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,0,0,12,0,0,0,22,30,20,0,11,54,0,28,11,28,0,64,0,19,8460
669,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,0,0,19,31,0,0,5,28,8,7,0,61,0,15,39,27,0,59,0,59,7875
670,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,0,0,11,11,0,2,14,5,27,21,0,39,2,15,24,19,0,29,4,14,3388
671,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,0,0,11,20,0,0,16,50,39,13,10,69,0,16,33,35,0,76,2,17,7867
672,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,2,4,2,4,0,1,2,12,6,1,4,4,6,6,5,1,0,0,0,981
673,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,0,0,29,6,0,0,14,22,10,17,0,62,0,49,43,17,0,45,0,18,9108
674,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,0,0,21,8,0,11,17,27,21,27,15,35,0,9,14,23,0,37,0,7,3394
675,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,0,0,16,9,0,8,25,26,26,5,0,59,0,20,19,35,0,60,0,33,6162
676,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
677,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,2,22,7,0,0,8,20,15,36,0,53,0,18,9,9,0,48,0,22,4223
678,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,1,5,2,1,0,2,4,6,8,0,5,1,2,6,5,1,0,1,0,781
679,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,1,2,4,4,0,2,5,3,8,7,0,3,2,7,3,4,1,1,0,0,975
680,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,3,2,2,0,0,1,5,5,8,0,0,0,3,5,4,2,0,2,0,784
681,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,2,1,0,1,3,3,3,1,0,0,1,0,2,1,0,1,0,609
682,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11,0,5,28,4,0,0,17,7,23,5,0,41,0,33,17,15,8,54,0,22,3810
683,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,17,0,0,13,2,6,0,14,6,20,15,1,12,3,9,10,13,4,9,2,5,1718
684,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,10,0,0,0,25,14,14,10,0,22,5,6,10,11,2,19,14,7,2312
685,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,7,17,20,5,0,30,12,19,13,11,0,13,5,16,2319
686,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,1,3,0,4,1,3,4,11,8,0,1,0,5,4,4,2,0,1,4,983
687,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,8,19,0,0,24,22,23,13,6,30,0,37,26,15,0,30,10,9,3024
688,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,0,12,0,0,0,13,13,17,8,0,15,4,14,13,9,3,9,0,10,2001
689,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,3,0,16,10,2,0,7,10,20,3,0,54,0,24,30,18,0,36,5,14,3403
690,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,19,30,0,0,9,9,25,18,11,0,45,0,29,24,24,0,38,0,21,3397
691,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,0,0,34,17,0,0,24,22,27,19,0,44,0,30,23,24,0,65,3,34,5654
692,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,6,0,0,0,0,3,7,6,0,6,2,4,8,6,1,0,1,0,984
693,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,3,0,19,0,0,0,43,11,24,3,0,53,0,30,27,33,0,39,29,17,4673
694,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,13,0,0,25,14,11,1,12,35,28,9,0,56,0,28,37,28,0,35,0,28,4234
695,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,13,27,0,0,0,32,29,22,14,0,37,0,16,12,25,0,28,2,21,3808
696,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
697,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,2,1,3,2,0,0,2,6,6,0,0,1,2,2,2,1,0,2,0,778
698,bellmanford,35,0.01,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
699,bellmanford,35,0.02,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,9,8,18,0,0,0,6,20,22,25,0,42,0,21,18,23,0,48,0,17,3404
700,mergesort,37,0.02,0,100,0,0,0,0,-9,-14,114,-73,86,-4,-2,-95,42,78,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406
701,mergesort,37,0.01,0,100,0,0,0,0,27,-11,-109,27,-62,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
702,mergesort,37,0.02,0,100,0,0,0,0,28,21,74,-29,-37,85,-43,-79,54,-102,-99,104,-113,-39,-103,124,-112,56,41,-109,-10,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853
703,mergesort,37,0.01,0,100,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
704,mergesort,37,0.02,0,100,0,0,0,0,58,93,-56,-75,29,-73,-81,-83,-56,79,46,-12,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457
705,mergesort,37,0.01,0,100,0,0,0,0,11,-39,-23,-21,-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
706,mergesort,37,0.02,0,100,0,0,0,0,114,-11,-114,19,-50,35,116,-52,-125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346
707,mergesort,37,0.02,0,100,0,0,0,0,75,-83,109,44,26,-92,-15,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234
708,mergesort,37,0.02,0,100,0,0,0,0,-8,117,125,46,-11,-22,99,23,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297
