,FUNCTION,BugsDelivered,DistinctOperands,DistinctOperators,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,VocabularySize,DecisionPoint,GlobalVariables,If,Goto,ExitPoint,Function.1,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,RANGE_ARRAY_INPUT,cInstr,Bugs_Delivered,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_10,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,Flip_Flop
598,prime,0.349646667,18,27,30681.61,191,0.03,1048.94,1704.53,152,45,3,1,3,2,5,5,5,0,8,5,5,100,1,1,0,0,1,16.0,0.349646667,0,-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,prime,0.347816667,18,27,30520.97,190,0.03,1043.45,1695.61,151,45,3,1,3,2,5,5,5,0,8,5,5,100,1,1,0,0,1,43.0,0.347816667,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,bellmanford,0.740463333,19,35,243475.66,386,0.01,2221.39,13526.43,267,54,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,68.0,0.740463333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416
601,bellmanford,4.86968,138,35,1370921.2,1965,0.01,14609.04,76162.29,1225,173,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,3852.0,4.86968,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,25,0,48,0,45,14,0,68,2,31,22,17,31,32,0,75,0,22,16,27,2,3,6,64,0,27,735
602,bellmanford,2.295753333,118,35,347281.38,949,0.02,6887.26,19293.41,609,153,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,1440.0,2.295753333,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,28,11,50,4,17,0,0,24,1,12,2,9,13,12,0,34,0,14,14,11,24,7,0,25,4,15,682
603,bellmanford,2.7384,125,35,464651.9,1122,0.02,8215.2,25813.99,718,160,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,1841.0,2.7384,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,17,0,52,14,20,0,0,51,0,13,15,25,15,7,0,41,4,15,16,14,19,8,0,30,6,3,725
604,bellmanford,5.874176667,137,35,2023696.31,2373,0.01,17622.53,112427.57,1474,172,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,4781.0,5.874176667,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,2,0,69,0,26,1,12,57,0,14,39,9,31,0,0,63,0,17,16,9,20,6,0,39,0,3,733
605,bellmanford,5.50658,138,35,1768091.43,2222,0.01,16519.74,98227.3,1378,173,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,4462.0,5.50658,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,27,0,63,0,24,19,0,88,0,51,5,28,22,0,0,62,6,7,33,25,10,13,1,52,0,21,735
606,bellmanford,2.088746667,114,35,299157.91,868,0.02,6266.24,16619.88,557,149,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,1265.0,2.088746667,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,10,0,31,9,23,0,0,31,6,12,11,18,25,5,0,19,15,21,10,4,11,3,10,12,1,9,749
607,bellmanford,1.907913333,112,35,253990.94,795,0.02,5723.74,14110.61,511,147,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,1098.0,1.907913333,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,15,0,44,0,14,15,1,22,0,10,2,24,9,9,0,19,5,15,17,6,14,8,0,16,0,8,749
608,bellmanford,5.194326667,138,35,1563097.18,2096,0.01,15582.98,86838.73,1305,173,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,4146.0,5.194326667,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,16,4,56,0,22,41,0,69,2,12,16,20,9,26,0,65,0,48,28,32,17,28,0,44,0,42,734
609,bellmanford,5.129893333,138,35,1543707.62,2070,0.01,15389.68,85761.53,1279,173,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,4137.0,5.129893333,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,8,3,76,0,25,15,0,79,0,23,17,38,19,21,0,89,0,35,27,40,27,26,9,69,0,25,734
610,bellmanford,1.92253,105,35,272999.26,809,0.02,5767.59,15166.63,525,140,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,1112.0,1.92253,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,7,0,38,20,18,0,0,29,0,15,14,10,10,10,6,25,2,18,14,12,10,4,0,20,5,11,749
611,bellmanford,3.963606667,136,35,916510.99,1603,0.01,11890.82,50917.28,1004,171,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,2986.0,3.963606667,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,31,9,50,0,14,13,9,68,10,16,16,19,9,21,0,52,0,17,13,33,20,20,0,78,0,43,724
612,bellmanford,1.116463333,59,35,162928.19,511,0.02,3349.39,9051.57,347,94,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,370.0,1.116463333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,5,3,2,2,0,4,2,0,0,1,5,3,7,5,1,1,2,3,1,1,2,1,1,0,0,0,612
613,bellmanford,5.463256667,137,35,1766984.3,2207,0.01,16389.77,98165.79,1363,172,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,4447.0,5.463256667,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,17,0,59,0,29,22,0,71,2,32,18,44,32,0,0,49,0,20,15,33,16,10,0,44,9,15,735
614,bellmanford,0.842186667,31,35,186842.95,418,0.01,2526.56,10380.16,287,66,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,154.0,0.842186667,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419
615,bellmanford,4.25525,137,35,1050145.93,1719,0.01,12765.75,58341.44,1075,172,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,3261.0,4.25525,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,21,1,75,2,21,3,0,56,0,22,14,47,21,24,0,70,0,33,24,23,28,44,0,49,0,30,734
616,bellmanford,1.9253,106,35,270813.29,809,0.02,5775.9,15045.18,525,141,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,1111.0,1.9253,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,0,0,43,5,14,5,0,22,0,12,6,12,15,5,0,16,1,14,8,4,24,5,3,20,3,14,749
617,bellmanford,1.431326667,82,35,197025.51,625,0.02,4293.98,10945.86,410,117,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,682.0,1.431326667,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,1,0,20,7,5,2,4,4,1,4,13,8,15,16,0,1,1,8,7,4,9,7,3,1,0,3,650
618,bellmanford,3.438343333,132,35,704274.64,1397,0.01,10315.03,39126.37,882,167,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,2497.0,3.438343333,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,40,15,0,57,0,48,0,0,53,0,15,39,16,11,7,1,34,0,29,22,21,14,14,10,41,0,16,723
619,bellmanford,3.946296667,136,35,912508.76,1596,0.01,11838.89,50694.93,997,171,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,2992.0,3.946296667,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,26,0,58,25,32,16,0,85,7,44,11,24,37,18,9,42,12,19,7,34,22,11,11,64,3,26,724
620,bellmanford,1.458063333,89,35,184920.09,629,0.02,4374.19,10273.34,414,124,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,679.0,1.458063333,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,2,1,19,1,3,0,3,9,0,0,10,5,5,8,0,8,2,5,6,2,5,4,1,1,2,2,650
621,bellmanford,1.071043333,51,35,180817.45,500,0.02,3213.13,10045.41,336,86,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,366.0,1.071043333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,3,0,1,2,1,1,0,0,6,1,3,3,3,1,0,2,1,1,2,2,0,1,1,0,612
622,bellmanford,1.730366667,91,35,258556.53,744,0.02,5191.1,14364.25,485,126,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,952.0,1.730366667,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,8,0,35,1,7,4,2,27,0,5,5,10,15,10,0,16,14,14,8,8,8,4,0,2,2,8,657
623,bellmanford,1.18201,59,35,188270.29,541,0.02,3546.03,10459.46,362,94,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,456.0,1.18201,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,1,0,5,1,4,2,1,1,0,2,4,8,7,7,0,2,1,0,3,2,2,2,1,0,1,0,435
624,bellmanford,0.787586667,25,35,205087.24,400,0.01,2362.76,11393.74,276,60,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,106.0,0.787586667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521
625,bellmanford,2.1325,115,35,302768.86,885,0.02,6397.5,16820.49,574,150,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,1270.0,2.1325,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,18,15,0,49,0,13,6,3,29,0,11,17,23,16,12,0,31,11,17,16,8,14,7,2,16,0,16,749
626,bellmanford,0.783646667,25,35,204061.81,398,0.01,2350.94,11336.77,274,60,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,104.0,0.783646667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521
627,bellmanford,3.64048,135,35,787152.84,1474,0.01,10921.44,43730.71,918,170,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,2737.0,3.64048,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,24,4,63,5,48,4,4,57,4,22,0,32,19,23,0,68,18,23,27,21,25,12,0,48,0,42,725
628,bellmanford,4.5424,137,35,1202823.84,1835,0.01,13627.2,66823.55,1144,172,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,3540.0,4.5424,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,23,0,57,0,21,21,0,63,0,17,16,14,33,25,0,66,0,5,58,33,30,0,5,62,0,14,732
629,bellmanford,0.918156667,38,35,177590.95,445,0.02,2754.47,9866.16,305,73,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,213.0,0.918156667,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,483
630,bellmanford,5.116696667,137,35,1550975.26,2067,0.01,15350.09,86165.29,1276,172,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,4140.0,5.116696667,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,16,28,0,75,0,21,16,0,60,0,17,27,28,25,36,0,55,2,12,35,35,31,25,6,74,0,32,734
631,bellmanford,0.904013333,36,35,184569.29,441,0.01,2712.04,10253.85,301,71,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,211.0,0.904013333,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,483
632,bellmanford,1.463036667,81,35,203876.77,640,0.02,4389.11,11326.49,425,116,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,683.0,1.463036667,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,2,0,18,0,5,0,2,9,0,1,7,6,6,5,0,5,8,10,9,5,3,5,2,0,2,3,650
633,bellmanford,0.74238,19,35,244106.43,387,0.01,2227.14,13561.47,268,54,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,68.0,0.74238,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416
634,bellmanford,1.001463333,49,35,162022.42,470,0.02,3004.39,9001.25,319,84,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,282.0,1.001463333,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,2,0,0,1,2,1,1,0,0,1,0,3,2,1,0,1,0,1,1,0,0,1,0,0,0,635
635,bellmanford,5.860966667,138,35,2004513.82,2365,0.01,17582.9,111361.88,1466,173,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,4788.0,5.860966667,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,41,0,63,0,31,21,7,65,0,18,21,44,21,24,4,54,5,10,12,23,12,0,0,69,9,42,733
636,bellmanford,1.072503333,50,35,184685.32,502,0.02,3217.51,10260.3,338,85,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,368.0,1.072503333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,2,8,0,2,4,2,1,0,0,6,1,5,4,0,0,0,1,1,1,0,2,1,0,3,0,612
637,bellmanford,1.08897,56,35,167429.29,502,0.02,3266.91,9301.63,338,91,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,365.0,1.08897,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,1,5,3,0,1,2,1,0,0,7,2,3,4,1,2,1,3,2,3,1,3,1,0,1,0,612
638,bellmanford,1.46426,85,35,194445.22,636,0.02,4392.78,10802.51,421,120,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,687.0,1.46426,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,4,0,21,6,5,0,0,9,0,1,9,4,7,7,0,7,2,10,7,5,7,4,0,1,0,4,650
639,bellmanford,4.272433333,138,35,1046746.09,1724,0.01,12817.3,58152.56,1080,173,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,3276.0,4.272433333,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,14,0,0,48,0,28,16,14,70,0,26,28,27,14,23,11,34,1,6,12,4,17,44,0,75,13,11,734
640,bellmanford,1.937196667,106,35,272487.04,814,0.02,5811.59,15138.17,530,141,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,1106.0,1.937196667,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,18,10,25,0,6,0,1,17,0,9,11,18,12,12,0,34,8,27,9,8,16,10,0,11,3,16,749
641,bellmanford,1.471626667,87,35,190930.86,637,0.02,4414.88,10607.27,422,122,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,692.0,1.471626667,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,1,3,17,13,8,3,0,0,1,1,7,4,4,8,0,5,0,10,8,2,7,5,2,2,0,2,650
642,bellmanford,0.909036667,37,35,180578.7,442,0.02,2727.11,10032.15,302,72,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,213.0,0.909036667,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,0,1,0,1,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,483
643,bellmanford,0.785616667,25,35,204574.52,399,0.01,2356.85,11365.25,275,60,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,106.0,0.785616667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521
644,bellmanford,0.835103333,30,35,191447.06,416,0.01,2505.31,10635.95,285,65,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,153.0,0.835103333,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419
645,bellmanford,3.987903333,137,35,915398.66,1611,0.01,11963.71,50855.48,1012,172,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,2995.0,3.987903333,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,43,12,0,40,2,16,11,0,59,0,30,24,12,27,17,13,66,0,40,31,27,16,0,0,56,0,7,724
646,bellmanford,1.315283333,74,35,182895.55,583,0.02,3945.85,10160.86,387,109,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,563.0,1.315283333,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,2,27,6,6,0,1,2,2,3,5,5,8,7,0,1,0,9,5,3,8,3,2,0,2,2,553
647,bellmanford,1.118196667,58,35,165994.29,513,0.02,3354.59,9221.91,349,93,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,367.0,1.118196667,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,5,2,1,0,1,2,2,5,0,1,7,2,5,6,1,1,0,1,3,1,1,3,1,1,1,0,612
648,bellmanford,5.848573333,138,35,2000275.95,2360,0.01,17545.72,111126.44,1461,173,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,4775.0,5.848573333,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,12,0,55,0,9,0,0,49,0,24,14,22,21,14,9,63,0,30,40,38,17,14,16,62,0,39,733
649,bellmanford,1.08303,53,35,175941.51,503,0.02,3249.09,9774.53,339,88,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,367.0,1.08303,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,6,2,1,2,2,2,1,1,2,2,5,3,3,4,0,0,0,2,2,1,2,2,1,1,2,0,612
650,bellmanford,4.512526667,136,35,1203699.97,1825,0.01,13537.58,66872.22,1134,171,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,3553.0,4.512526667,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,12,0,74,25,22,9,0,81,5,51,0,33,24,20,0,89,0,27,27,5,28,0,0,64,0,12,732
651,bellmanford,5.14972,138,35,1549673.64,2078,0.01,15449.16,86092.98,1287,173,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,4142.0,5.14972,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,17,4,68,3,24,2,10,59,0,49,18,29,26,20,10,48,38,25,11,36,22,13,0,67,2,21,734
652,bellmanford,2.305993333,119,35,345899.04,952,0.02,6917.98,19216.61,612,154,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,1455.0,2.305993333,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,18,2,34,7,21,0,0,21,3,9,15,18,15,11,2,34,8,13,12,16,13,7,0,19,0,19,682
653,bellmanford,0.909036667,37,35,180578.7,442,0.02,2727.11,10032.15,302,72,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,213.0,0.909036667,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,2,0,1,1,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,483
654,bellmanford,5.476843333,138,35,1758542.78,2210,0.01,16430.53,97696.82,1366,173,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,4449.0,5.476843333,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,41,3,2,68,0,18,28,0,69,3,28,22,48,25,0,0,54,0,35,8,14,25,27,0,55,0,19,735
655,bellmanford,2.95102,132,35,515254.88,1199,0.02,8853.06,28625.27,760,167,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,2038.0,2.95102,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,15,0,45,16,18,2,0,39,0,25,12,10,5,18,0,41,0,23,15,33,24,0,0,35,0,16,724
656,bellmanford,3.939733333,134,35,924588.14,1597,0.01,11819.2,51366.01,998,169,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,2987.0,3.939733333,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,0,0,79,10,32,20,0,50,0,30,13,25,27,20,0,47,0,18,23,26,13,12,13,62,1,12,724
657,bellmanford,5.88327,138,35,2012141.99,2374,0.01,17649.81,111785.67,1475,173,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,4766.0,5.88327,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,24,0,54,3,29,17,0,69,0,39,53,19,40,0,22,71,0,31,7,30,36,42,0,78,0,28,733
658,bellmanford,1.09331,56,35,168096.34,504,0.02,3279.93,9338.69,340,91,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,366.0,1.09331,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,6,0,3,1,0,2,2,0,0,1,5,4,4,5,0,1,3,1,1,1,2,2,1,0,0,0,612
659,bellmanford,0.74081,18,35,257123.17,388,0.01,2222.43,14284.62,269,53,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,69.0,0.74081,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416
660,bellmanford,0.91279,39,35,172025.74,441,0.02,2738.37,9556.99,301,74,12,4,12,2,3,3,2,3,15,3,3,100,0,0,1,3,1,213.0,0.91279,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,1,0,2,1,2,1,0,1,0,1,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,483
