;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;V_VAL_1;V_VAL_2;V_VAL_3;V_VAL_4;V_VAL_5;V_VAL_6;V_VAL_7;V_VAL_8;V_VAL_9;V_VAL_10;V_VAL_11;V_VAL_12;V_VAL_13;V_VAL_14;V_VAL_15;V_VAL_16;V_VAL_17;V_VAL_18;V_VAL_19;V_VAL_20;V_VAL_21;V_VAL_22;V_VAL_23;V_VAL_24;V_VAL_25;V_VAL_26;V_VAL_27;V_VAL_28
1045;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;71;70;49;13;40;116;104;83;51;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1046;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;63;78;26;94;14;92;109;81;93;54;81;41;50;25;52;33;51;110;48;3;10;0;0;0;0;0;0;0;0
1047;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;20;52;16;7;75;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1048;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;74;14;33;116;77;107;57;82;13;54;42;87;63;106;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1049;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;72;32;82;56;114;115;64;2;29;33;38;103;35;44;85;33;91;114;18;26;3;16;83;95;94;40;60;26;0
1050;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;86;58;7;101;27;103;6;19;101;87;68;24;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1051;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;75;83;113;30;48;29;35;51;104;52;102;74;45;6;70;13;88;87;59;0;0;0;0;0;0;0;0;0;0
1052;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;55;109;51;100;98;58;31;65;52;84;81;72;42;108;5;98;113;0;0;0;0;0;0;0;0;0;0;0;0
1053;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;14;10;113;81;35;57;70;86;95;20;68;74;78;106;96;62;26;68;19;97;71;76;26;57;62;0;0;0;0
1054;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;47;11;101;75;65;43;59;114;19;18;99;16;18;58;57;19;95;116;73;99;0;0;0;0;0;0;0;0;0
1055;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;91;115;80;8;83;10;41;29;69;102;40;84;17;45;89;51;5;109;62;49;50;81;80;110;51;47;107;0;0
1056;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;64;14;3;101;22;25;2;114;107;67;72;59;24;98;97;78;67;0;0;0;0;0;0;0;0;0;0;0;0
1057;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;11;81;70;110;18;6;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1058;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;49;2;71;88;77;17;43;71;45;90;87;63;34;71;27;95;0;0;0;0;0;0;0;0;0;0;0;0;0
1059;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;62;48;51;74;49;17;30;50;116;109;52;67;95;77;107;111;108;29;112;77;6;70;111;71;85;112;25;0;0
1060;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;80;61;109;52;61;73;108;8;23;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1061;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;39;95;116;3;114;45;72;12;16;94;107;19;79;82;78;64;26;41;70;82;0;0;0;0;0;0;0;0;0
1062;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;90;3;98;42;40;92;84;47;16;65;48;85;32;47;103;11;12;12;11;94;96;99;0;0;0;0;0;0;0
1063;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;53;57;64;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1064;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;94;13;97;12;84;97;76;87;49;106;92;66;26;77;56;80;60;19;66;45;60;100;0;0;0;0;0;0;0
1065;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;7;30;19;82;77;90;77;65;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1066;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;31;42;51;27;101;49;100;103;73;26;93;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1067;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;93;6;13;21;16;94;21;22;84;80;43;61;97;101;74;116;22;102;0;0;0;0;0;0;0;0;0;0;0
1068;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;38;19;60;91;9;4;7;23;19;107;69;93;69;106;43;63;99;97;2;67;22;14;15;0;0;0;0;0;0
1069;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;58;112;9;38;70;42;52;100;60;73;54;61;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1070;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;78;15;5;105;99;96;76;16;18;18;98;104;88;21;82;63;0;0;0;0;0;0;0;0;0;0;0;0;0
1071;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;50;61;15;69;18;99;87;67;13;79;116;100;71;97;40;82;32;111;43;0;0;0;0;0;0;0;0;0;0
1072;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;3;91;65;3;90;25;113;34;81;84;102;63;99;67;40;37;0;0;0;0;0;0;0;0;0;0;0;0;0
1073;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;13;114;26;14;37;6;57;47;87;6;24;68;78;104;108;86;70;97;60;0;0;0;0;0;0;0;0;0;0
1074;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;83;105;102;110;71;48;113;37;47;52;35;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1075;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;1;19;26;73;70;110;41;96;6;75;72;84;56;71;91;82;72;80;31;102;23;70;114;25;90;38;0;0;0
1076;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;21;108;29;75;52;99;4;59;109;109;82;4;65;83;38;24;81;108;28;69;60;73;38;21;6;0;0;0;0
1077;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;32;21;50;13;69;97;18;42;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1078;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;22;74;27;73;32;96;80;30;89;109;53;61;86;71;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1079;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;9;93;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1080;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;6;83;29;35;22;34;19;8;55;20;61;84;69;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1081;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;76;14;71;61;13;22;93;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1082;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;18;86;87;83;30;24;4;63;14;29;113;32;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1083;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;16;12;10;95;82;107;42;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1084;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;40;23;28;51;62;92;89;11;93;97;26;78;113;92;20;66;72;4;110;59;77;98;79;78;56;0;0;0;0
1085;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;2;114;38;35;35;103;36;43;62;115;80;54;10;41;94;92;107;115;31;0;0;0;0;0;0;0;0;0;0
1086;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;60;65;10;105;89;98;28;67;110;85;16;89;114;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1087;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;99;12;12;76;99;50;106;37;114;26;102;108;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1088;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;48;26;60;38;31;27;23;40;31;96;82;17;51;15;24;25;49;107;25;9;53;6;22;0;0;0;0;0;0
1089;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;69;52;62;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1090;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;46;66;115;39;63;30;93;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1091;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;24;4;4;79;106;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1092;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;95;107;90;82;26;26;85;45;93;111;99;2;99;2;71;111;47;68;91;0;0;0;0;0;0;0;0;0;0
1093;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;42;103;38;32;32;55;93;33;50;30;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1094;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;37;81;66;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1095;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;10;76;58;36;64;15;115;89;56;15;24;110;65;37;36;62;26;15;10;5;68;47;86;79;62;15;8;0;0
1096;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;67;96;24;109;75;107;107;112;112;74;94;58;43;112;58;101;2;52;77;83;56;97;18;10;110;0;0;0;0
1097;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;35;17;76;31;114;20;39;59;99;65;99;58;75;112;46;83;42;113;3;4;112;110;105;0;0;0;0;0;0
1098;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;30;68;42;85;43;42;25;8;108;12;8;21;13;99;116;10;72;51;18;27;13;42;0;0;0;0;0;0;0
1099;Bambu;5SGXEA7N2F45C1-Stratix-V;straight_sort;int8_t;4;64;111;82;19;7;74;98;104;89;45;83;70;102;51;87;52;109;84;111;29;10;47;89;0;0;0;0;0
1100;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;27;109;19;33;62;12;76;23;49;60;82;26;54;98;46;106;7;37;0;0;0;0;0;0;0;0;0;0;0
1101;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;84;86;48;60;77;22;116;127;112;68;66;52;106;10;100;120;70;116;63;38;17;0;0;0;0;0;0;0;0
1102;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;65;24;66;100;57;54;13;34;114;104;113;62;75;46;102;90;14;82;71;13;75;63;15;97;31;0;0;0;0
1103;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;96;27;33;35;24;6;13;86;106;21;64;20;42;4;63;38;80;45;43;51;105;55;25;87;47;125;55;37;0
1104;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;28;114;54;81;111;14;65;69;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1105;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;54;11;109;46;103;6;28;61;48;34;124;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1106;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;15;120;40;39;5;111;45;79;112;81;65;126;30;33;51;47;0;0;0;0;0;0;0;0;0;0;0;0;0
1107;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;87;89;34;45;62;5;24;71;110;74;71;110;91;93;18;92;98;123;113;65;89;125;27;101;97;41;0;0;0
1108;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;59;22;74;96;36;36;89;107;47;81;38;35;52;102;31;73;86;42;72;104;23;76;0;0;0;0;0;0;0
1109;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;5;7;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1110;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;92;114;19;99;70;44;9;99;98;79;61;91;57;65;22;24;59;34;16;19;98;0;0;0;0;0;0;0;0
1111;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;0;3;21;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1112;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;77;3;39;22;39;3;57;28;67;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1113;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;17;106;103;108;59;39;69;91;88;91;33;17;50;46;56;91;93;86;43;101;0;0;0;0;0;0;0;0;0
1114;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;12;5;120;58;121;121;110;32;88;114;95;84;69;28;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1115;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;33;22;108;116;37;12;112;7;46;115;65;126;99;63;19;13;6;97;34;88;72;69;112;0;0;0;0;0;0
1116;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;25;45;86;41;94;35;24;118;24;4;86;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1117;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;19;3;66;22;103;79;74;107;90;81;87;98;93;111;114;39;14;122;108;7;122;88;80;0;0;0;0;0;0
1118;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;97;74;18;88;21;115;85;103;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1119;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;81;73;110;2;4;31;47;69;16;88;19;115;120;105;89;94;44;57;33;50;47;13;78;120;99;0;0;0;0
1120;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;8;100;90;53;59;90;10;30;100;69;77;72;115;78;45;14;45;18;121;87;55;24;46;51;33;7;0;0;0
1121;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;73;97;5;43;2;78;82;18;60;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1122;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;89;91;11;113;25;26;109;103;40;57;88;7;18;110;91;78;109;26;35;47;58;10;123;0;0;0;0;0;0
1123;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;82;63;37;74;85;120;11;99;46;45;4;112;8;104;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1124;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;34;82;40;102;23;46;111;121;15;28;42;73;97;65;48;55;91;16;3;92;2;113;0;0;0;0;0;0;0
1125;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;70;14;9;16;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1126;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;29;120;12;27;69;25;88;107;99;26;70;52;11;104;52;36;118;71;44;41;42;64;119;110;89;13;116;73;0
1127;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;51;45;118;57;10;122;11;39;113;70;114;42;105;59;28;39;98;124;99;126;92;62;41;79;86;13;86;27;0
1128;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;57;125;52;102;118;46;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1129;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;88;58;15;126;32;58;4;110;115;123;38;8;106;70;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1130;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;23;27;56;6;47;54;61;49;41;69;93;90;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1131;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;45;81;45;48;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1132;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;66;90;25;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1133;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;36;12;118;70;8;115;17;87;85;37;89;5;78;25;16;82;121;115;109;31;15;27;54;31;21;0;0;0;0
1134;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;56;19;56;4;89;79;62;78;50;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1135;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;26;22;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1136;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;43;6;51;2;98;30;94;100;66;122;50;107;50;17;94;18;21;30;30;71;92;10;0;0;0;0;0;0;0
1137;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;52;62;71;63;94;105;11;95;54;71;15;56;103;33;121;33;110;75;0;0;0;0;0;0;0;0;0;0;0
1138;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;98;43;18;49;101;105;92;110;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1139;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;61;9;117;97;119;121;66;101;20;41;125;93;122;86;73;93;2;83;79;0;0;0;0;0;0;0;0;0;0
1140;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;44;44;125;110;40;72;83;115;116;41;7;78;85;59;25;12;51;116;5;31;79;92;65;63;48;40;58;60;108
1141;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;68;6;38;5;28;62;127;8;75;65;109;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1142;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;41;99;66;111;60;81;50;114;106;85;72;3;41;76;75;2;61;43;81;36;79;44;6;0;0;0;0;0;0
1143;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;85;106;119;47;82;121;90;13;109;16;108;59;50;120;100;37;61;85;53;119;54;68;19;100;108;0;0;0;0
1144;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;79;66;19;27;95;120;38;10;18;103;90;10;98;67;126;17;6;23;45;6;119;53;81;0;0;0;0;0;0
1145;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;71;57;98;44;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1146;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;63;88;96;62;3;50;24;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1147;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;20;38;120;88;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1148;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;74;36;71;118;103;115;112;60;111;71;31;72;47;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1149;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;72;106;33;36;8;11;35;58;79;105;59;53;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1150;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;86;106;79;64;68;105;14;71;58;92;102;90;8;80;78;91;98;40;81;100;0;0;0;0;0;0;0;0;0
1151;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;75;25;71;39;90;7;80;45;55;104;35;103;38;62;100;66;77;7;75;61;20;45;111;82;96;96;65;60;35
1152;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;55;69;23;95;3;12;86;59;42;34;49;4;17;91;103;11;12;50;58;39;122;85;5;50;120;36;39;118;0
1153;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;14;28;26;82;67;28;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1154;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;47;118;123;122;28;72;22;29;81;59;112;37;115;93;95;86;112;59;97;61;62;7;111;58;121;70;2;37;0
1155;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;91;93;72;2;44;12;37;96;10;109;107;27;122;5;95;16;35;42;56;2;74;0;0;0;0;0;0;0;0
1156;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;64;87;122;83;100;35;51;55;37;7;37;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1157;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;11;44;76;103;63;73;46;33;99;112;42;68;95;66;40;17;45;104;76;99;72;0;0;0;0;0;0;0;0
1158;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;49;58;65;68;120;95;4;104;45;96;41;3;81;121;4;5;39;80;31;43;115;86;0;0;0;0;0;0;0
1159;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;62;84;49;55;56;84;104;11;24;95;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1160;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;80;56;3;92;36;33;44;79;51;35;80;29;52;50;89;51;90;36;28;0;0;0;0;0;0;0;0;0;0
1161;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;39;103;45;76;81;28;28;6;117;91;45;96;21;76;122;27;60;15;38;61;61;0;0;0;0;0;0;0;0
1162;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;90;86;89;95;12;117;61;110;120;34;27;69;70;15;68;26;26;70;26;119;0;0;0;0;0;0;0;0;0
1163;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;53;32;37;11;107;45;91;16;54;68;2;102;65;39;47;55;29;99;30;4;0;0;0;0;0;0;0;0;0
1164;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;94;5;117;35;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1165;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;7;3;32;39;103;108;56;56;72;41;100;87;85;23;67;85;59;63;20;107;65;123;77;12;83;43;0;0;0
1166;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;31;59;124;87;113;127;10;51;79;22;28;6;75;104;46;91;123;97;92;44;88;34;117;59;59;58;23;0;0
1167;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;93;63;35;114;75;11;61;57;116;78;102;99;110;122;96;28;116;100;0;0;0;0;0;0;0;0;0;0;0
1168;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;38;104;4;124;12;74;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1169;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;58;77;90;69;55;86;39;30;75;36;60;61;116;19;52;103;118;26;65;91;83;16;56;116;39;22;45;0;0
1170;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;78;48;72;94;16;34;25;118;18;41;121;74;25;2;73;65;7;112;74;39;48;73;18;0;0;0;0;0;0
1171;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;50;79;70;80;13;110;67;16;59;72;97;100;118;90;117;77;93;91;0;0;0;0;0;0;0;0;0;0;0
1172;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;3;3;53;119;61;18;41;112;59;42;34;9;18;57;112;45;44;61;127;78;0;0;0;0;0;0;0;0;0
1173;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;13;19;15;48;108;101;96;79;62;36;17;18;98;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1174;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;83;87;8;69;31;127;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1175;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;1;46;54;36;69;102;19;124;87;124;100;31;93;10;63;48;45;24;0;0;0;0;0;0;0;0;0;0;0
1176;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;21;40;18;76;28;65;47;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1177;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;32;107;116;126;116;44;60;23;78;69;127;116;41;23;13;29;76;72;48;0;0;0;0;0;0;0;0;0;0
1178;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;22;23;72;105;79;41;83;127;82;9;107;52;30;2;112;4;68;0;0;0;0;0;0;0;0;0;0;0;0
1179;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;9;54;55;22;69;89;68;9;45;97;15;57;34;80;116;29;0;0;0;0;0;0;0;0;0;0;0;0;0
1180;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;6;74;113;95;111;90;32;37;121;39;85;22;89;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1181;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;76;123;124;101;45;31;41;88;64;19;125;118;79;107;95;103;85;77;68;88;121;67;39;94;123;0;0;0;0
1182;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;18;126;63;31;109;90;51;112;17;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1183;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;16;50;74;59;50;122;112;32;67;16;97;77;50;118;82;61;90;5;124;75;11;120;88;69;93;0;0;0;0
1184;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;40;102;73;22;66;84;122;12;112;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1185;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;2;17;25;19;50;63;62;48;92;74;52;6;49;88;82;51;89;109;121;105;52;94;61;124;125;42;25;120;0
