;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;SS_VAL_1
1554;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;47;4
1555;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;91;10
1556;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;64;16
1557;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;11;16
1558;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;49;16
1559;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;62;12
1560;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;80;26
1561;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;39;27
1562;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;90;7
1563;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;53;12
1564;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;94;2
1565;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;7;5
1566;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;31;15
1567;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;93;9
1568;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;38;2
1569;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;58;21
1570;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;78;21
1571;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;50;4
1572;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;3;20
1573;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;13;15
1574;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;83;7
1575;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;1;11
1576;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;21;27
1577;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;32;14
1578;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;22;25
1579;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;9;11
1580;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;6;22
1581;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;76;13
1582;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;18;19
1583;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;16;22
1584;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;40;26
1585;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;2;28
1586;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;60;3
1587;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;99;15
1588;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;48;18
1589;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;69;8
1590;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;46;7
1591;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;24;18
1592;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;95;26
1593;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;42;15
1594;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;37;24
1595;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;10;28
1596;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;67;17
1597;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;35;28
1598;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;30;14
1599;Bambu;xc7a100t-1csg324-Artix-7;bellmanford;int8_t;4;28
1600;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;27;17
1601;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;84;20
1602;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;65;24
1603;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;96;27
1604;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;28;8
1605;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;54;11
1606;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;15;15
1607;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;87;25
1608;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;59;21
1609;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;5;2
1610;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;92;20
1611;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;0;3
1612;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;77;9
1613;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;17;19
1614;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;12;14
1615;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;33;22
1616;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;25;11
1617;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;19;22
1618;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;97;8
1619;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;81;24
1620;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;8;25
1621;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;73;9
1622;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;89;22
1623;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;82;14
1624;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;34;21
1625;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;70;4
1626;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;29;27
1627;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;51;27
1628;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;57;6
1629;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;88;14
1630;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;23;12
1631;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;45;4
1632;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;66;3
1633;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;36;24
1634;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;56;9
1635;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;26;2
1636;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;43;21
1637;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;52;17
1638;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;98;8
1639;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;61;18
1640;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;44;28
1641;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;68;11
1642;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;41;22
1643;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;85;24
1644;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;79;22
1645;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;71;4
1646;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;63;7
1647;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;20;4
1648;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;74;13
1649;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;72;12
1650;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;86;19
1651;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;75;28
1652;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;55;27
1653;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;14;6
1654;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;47;27
1655;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;91;20
1656;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;64;11
1657;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;11;20
1658;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;49;21
1659;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;62;10
1660;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;80;18
1661;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;39;20
1662;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;90;19
1663;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;53;19
1664;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;94;4
1665;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;7;25
1666;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;31;26
1667;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;93;17
1668;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;38;6
1669;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;58;26
1670;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;78;22
1671;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;50;17
1672;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;3;19
1673;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;13;13
1674;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;83;6
1675;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;1;17
1676;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;21;7
1677;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;32;18
1678;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;22;16
1679;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;9;15
1680;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;6;13
1681;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;76;24
1682;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;18;9
1683;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;16;24
1684;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;40;9
1685;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;2;27
1686;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;60;14
1687;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;99;26
1688;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;48;28
1689;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;69;23
1690;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;46;17
1691;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;24;12
1692;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;95;24
1693;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;42;21
1694;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;37;25
1695;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;10;4
1696;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;67;6
1697;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;35;20
1698;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;30;28
1699;Bambu;xc7a100t-1csg324-Artix-7;bfsdfs;int8_t;4;2
1700;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;27;25
1701;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;84;24
1702;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;65;24
1703;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;96;28
1704;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;28;25
1705;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;54;28
1706;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;15;16
1707;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;87;24
1708;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;59;28
1709;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;5;16
1710;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;92;28
1711;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;0;16
1712;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;77;9
1713;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;17;16
1714;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;12;16
1715;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;33;8
1716;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;25;25
1717;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;19;16
1718;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;97;28
1719;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;81;24
1720;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;8;16
1721;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;73;9
1722;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;89;24
1723;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;82;24
1724;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;34;8
1725;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;70;9
1726;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;29;25
1727;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;51;28
1728;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;57;28
1729;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;88;24
1730;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;23;25
1731;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;45;4
1732;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;66;24
1733;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;36;8
1734;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;56;28
1735;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;26;25
1736;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;43;4
1737;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;52;28
1738;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;98;28
1739;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;61;24
1740;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;44;4
1741;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;68;24
1742;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;41;4
1743;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;85;24
1744;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;79;9
1745;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;71;9
1746;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;63;24
1747;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;20;25
1748;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;74;9
1749;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;72;9
1750;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;86;24
1751;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;75;9
1752;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;55;28
1753;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;14;16
1754;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;47;4
1755;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;91;28
1756;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;64;24
1757;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;11;16
1758;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;49;4
1759;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;62;24
1760;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;80;24
1761;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;39;8
1762;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;90;28
1763;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;53;28
1764;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;94;28
1765;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;7;16
1766;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;31;8
1767;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;93;28
1768;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;38;8
1769;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;58;28
1770;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;78;9
1771;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;50;28
1772;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;3;16
1773;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;13;16
1774;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;83;24
1775;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;1;16
1776;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;21;25
1777;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;32;8
1778;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;22;25
1779;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;9;16
1780;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;6;16
1781;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;76;9
1782;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;18;16
1783;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;16;16
1784;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;40;4
1785;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;2;16
1786;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;60;24
1787;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;99;28
1788;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;48;4
1789;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;69;24
1790;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;46;4
1791;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;24;25
1792;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;95;28
1793;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;42;4
1794;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;37;8
1795;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;10;16
1796;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;67;24
1797;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;35;8
1798;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;30;8
1799;Bambu;xc7a100t-1csg324-Artix-7;binarysearch;int8_t;4;16
1800;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;27;10
1801;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;84;25
1802;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;65;18
1803;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;96;19
1804;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;28;12
1805;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;54;13
1806;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;15;17
1807;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;87;27
1808;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;59;6
1809;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;5;2
1810;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;92;17
1811;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;0;18
1812;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;77;10
1813;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;17;25
1814;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;12;5
1815;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;33;28
1816;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;25;17
1817;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;19;7
1818;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;97;4
1819;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;81;18
1820;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;8;17
1821;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;73;25
1822;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;89;14
1823;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;82;3
1824;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;34;3
1825;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;70;17
1826;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;29;5
1827;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;51;15
1828;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;57;7
1829;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;88;25
1830;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;23;24
1831;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;45;11
1832;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;66;12
1833;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;36;22
1834;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;56;3
1835;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;26;11
1836;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;43;16
1837;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;52;12
1838;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;98;10
1839;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;61;22
1840;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;44;20
1841;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;68;19
1842;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;41;28
1843;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;85;10
1844;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;79;20
1845;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;71;26
1846;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;63;17
1847;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;20;28
1848;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;74;11
1849;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;72;17
1850;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;86;22
1851;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;75;13
1852;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;55;19
1853;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;14;19
1854;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;47;27
1855;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;91;5
1856;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;64;22
1857;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;11;9
1858;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;49;8
1859;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;62;27
1860;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;80;6
1861;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;39;6
1862;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;90;5
1863;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;53;20
1864;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;94;27
1865;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;7;12
1866;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;31;6
1867;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;93;4
1868;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;38;4
1869;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;58;6
1870;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;78;19
1871;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;50;7
1872;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;3;6
1873;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;13;2
1874;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;83;13
1875;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;1;15
1876;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;21;5
1877;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;32;21
1878;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;22;5
1879;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;9;14
1880;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;6;24
1881;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;76;17
1882;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;18;13
1883;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;16;13
1884;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;40;25
1885;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;2;12
1886;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;60;12
1887;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;99;15
1888;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;48;28
1889;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;69;9
1890;Bambu;xc7a100t-1csg324-Artix-7;bubblesort;int8_t;46;27
