,FUNCTION,BugsDelivered,DifficultyLevel,DistinctOperands,DistinctOperators,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,Total_Operands,VocabularySize,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,ExitPoint,Function.1,FunctionCall,PointerDereferencing,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,RANGE_ARRAY_INPUT,cInstr,Bugs_Delivered,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,BRAM
272,astar,2.36528,72.88,139,66,517179.5,924,0.01,7095.84,28732.19,617,307,205,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,938.0,2.36528,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,8,9,2,0,3,1,2,0,3,2,2,0,2,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,16
273,astar,5.025823333,97.98,226,66,1477258.19,1841,0.01,15077.47,82069.9,1170,671,292,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,16080.0,5.025823333,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,20,19,0,67,0,30,17,19,27,0,0,47,0,28,18,44,31,14,0,45,21,26,18,11,23,11,0,57,14,10,8
274,astar,2.872543333,68.02,180,66,586142.35,1085,0.01,8617.63,32563.46,714,371,246,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,1547.0,2.872543333,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,13,6,0,28,0,19,14,8,11,2,0,4,0,1,19,7,9,9,0,4,7,8,11,3,6,5,2,2,2,1,8
275,astar,2.374303333,71.35,142,66,508184.28,925,0.01,7122.91,28232.46,618,307,208,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,1054.0,2.374303333,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,0,1,0,4,3,1,2,2,1,0,0,0,2,1,1,1,1,1,2,0,1,1,0,0,1,0,0,0,16
276,astar,2.131953333,78.97,117,66,505108.99,851,0.01,6395.86,28061.61,571,280,183,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,257.0,2.131953333,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
277,astar,2.880486667,68.02,180,66,587763.02,1088,0.01,8641.46,32653.5,717,371,246,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,2508.0,2.880486667,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,15,1,0,19,1,10,10,7,15,0,0,8,4,8,7,6,8,11,0,1,7,11,13,2,10,3,2,0,0,0,8
278,astar,2.131953333,78.97,117,66,505108.99,851,0.01,6395.86,28061.61,571,280,183,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,254.0,2.131953333,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
279,astar,2.3576,72.88,139,66,515500.35,921,0.01,7072.8,28638.91,614,307,205,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,846.0,2.3576,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,4,2,1,0,5,2,0,3,2,1,0,0,0,2,1,2,2,1,1,3,0,0,0,0,0,1,0,0,0,16
280,astar,2.366603333,71.35,142,66,506536.12,922,0.01,7099.81,28140.9,615,307,208,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,837.0,2.366603333,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,12,5,6,3,1,1,4,0,3,2,2,1,0,0,2,2,1,3,1,0,0,0,0,0,1,2,1,0,0,0,16
281,astar,4.50711,88.05,223,66,1190543.75,1654,0.01,13521.33,66141.32,1059,595,289,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,17106.0,4.50711,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,36,24,0,41,0,24,26,20,20,2,14,58,0,14,22,19,31,24,0,43,0,32,38,19,19,12,1,33,0,19,8
282,astar,5.006416667,98.41,225,66,1478094.09,1835,0.01,15019.25,82116.34,1164,671,291,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,14347.0,5.006416667,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,65,14,22,0,68,13,36,28,20,18,28,3,61,5,34,18,24,39,17,2,47,0,26,20,9,24,23,8,49,0,33,8
283,astar,5.03097,98.41,225,66,1485343.6,1844,0.01,15092.91,82519.09,1173,671,291,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,12897.0,5.03097,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,18,26,0,76,0,16,28,13,20,17,0,55,0,7,17,19,38,9,0,56,0,27,20,16,31,17,0,38,0,38,8
284,astar,4.46896,88.05,223,66,1180466.6,1640,0.01,13406.88,65581.48,1045,595,289,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,10059.0,4.46896,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34,40,6,3,67,0,29,42,5,19,4,0,67,0,20,10,34,21,33,5,49,2,33,34,10,29,0,22,37,6,14,8
285,astar,2.35873,74.49,136,66,527123.93,924,0.01,7076.19,29284.66,617,307,202,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,647.0,2.35873,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,5,0,0,0,2,1,1,3,2,1,0,1,0,1,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,16
286,astar,6.314783333,122.06,229,66,2312286.73,2309,0.01,18944.35,128460.37,1462,847,295,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,22008.0,6.314783333,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,40,5,0,48,0,16,9,10,38,0,0,45,0,15,12,28,27,21,12,71,0,13,7,35,45,15,0,50,0,20,8
287,astar,2.26157,75.14,130,66,509792.41,891,0.01,6784.71,28321.8,595,296,196,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,594.0,2.26157,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,3,1,0,2,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16
288,astar,4.498906667,88.45,222,66,1193729.82,1652,0.01,13496.72,66318.32,1057,595,288,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,15929.0,4.498906667,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,18,0,0,76,14,43,14,28,7,0,0,59,7,33,5,24,14,22,0,43,15,29,14,20,26,8,0,27,0,27,8
289,astar,6.2218,122.06,229,66,2278238.33,2275,0.01,18665.4,126568.8,1428,847,295,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,18309.0,6.2218,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,49,32,19,0,64,29,21,18,18,18,10,7,63,0,15,15,51,25,19,0,76,0,24,23,32,19,5,18,49,0,30,8
290,astar,4.50153,89.25,220,66,1205284.4,1655,0.01,13504.59,66960.24,1060,595,286,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,10060.0,4.50153,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,13,6,6,47,12,18,18,23,35,21,0,65,0,24,9,13,27,2,2,38,11,22,32,28,17,4,27,41,0,17,8
291,astar,2.136963333,78.97,117,66,506296.08,853,0.01,6410.89,28127.56,573,280,183,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,321.0,2.136963333,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
292,astar,2.280806667,73.44,133,66,502531.7,896,0.01,6842.42,27918.43,600,296,199,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,528.0,2.280806667,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,3,2,0,0,1,1,1,3,1,1,0,0,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,16
293,astar,4.48521,89.25,220,66,1200914.78,1649,0.01,13455.63,66717.49,1054,595,286,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,8902.0,4.48521,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,14,34,9,6,66,0,26,13,23,16,16,3,52,0,6,10,24,26,28,7,30,0,29,19,21,25,15,0,46,0,18,8
294,astar,2.874546667,69.56,176,66,599882.1,1089,0.01,8623.64,33326.78,718,371,242,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,4010.0,2.874546667,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,11,0,7,19,7,12,13,6,14,0,0,12,4,2,6,7,11,7,0,7,4,12,11,4,5,7,1,1,0,2,8
295,astar,5.022463333,98.85,224,66,1489452.11,1842,0.01,15067.39,82747.34,1171,671,290,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,11217.0,5.022463333,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,25,14,0,60,0,17,22,15,25,19,0,53,0,4,25,0,36,21,0,39,0,29,24,7,16,14,0,41,1,26,8
296,astar,6.230976667,121.53,230,66,2271678.07,2277,0.01,18692.93,126204.34,1430,847,296,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,19031.0,6.230976667,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,12,21,0,64,2,38,9,25,23,20,0,64,0,22,32,25,38,14,0,35,0,28,10,28,36,13,0,92,0,22,8
297,astar,2.871423333,69.17,177,66,595844.76,1087,0.01,8614.27,33102.49,716,371,243,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,1964.0,2.871423333,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,19,6,0,12,9,14,9,7,15,2,0,3,0,7,15,1,13,7,0,4,1,14,11,5,4,6,2,0,3,3,8
298,astar,2.85607,69.56,176,66,596026.11,1082,0.01,8568.21,33112.56,711,371,242,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,2246.0,2.85607,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,20,3,0,15,3,15,11,8,9,2,2,7,0,5,9,1,7,10,0,1,3,10,10,5,6,7,0,3,0,1,8
299,astar,2.350703333,73.95,137,66,521495.74,920,0.01,7052.11,28971.99,613,307,203,103,19,13,19,7,3,10,10,11,9,10,9,90,1,1,1,3,1,1111.0,2.350703333,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,7,3,0,1,0,2,0,1,2,0,0,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,16
300,qsort,1.446386667,85.18,48,37,369596.79,677,0.01,4339.16,20533.16,456,221,85,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,543.0,1.446386667,27,0,0,-100,-42,-91,-12,-96,-37,-14,99,-54,114,104,-23,71,50,-121,-22,-122,-60,-73,-40,-72,-12,-81,49,-30,-105,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
301,qsort,1.388933333,95.58,42,37,398276.54,661,0.01,4166.8,22126.47,444,217,79,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,441.0,1.388933333,23,0,0,8,-108,-8,-54,-124,-127,39,73,66,-36,109,-86,65,121,-101,-17,-64,-11,0,34,-5,2,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
302,qsort,1.31008,109.94,35,37,432102.06,637,0.01,3930.24,24005.67,429,208,72,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,249.0,1.31008,14,0,0,99,18,-56,-24,-5,62,70,47,-56,83,69,-9,17,-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
303,qsort,1.253203333,128.86,29,37,484471.53,622,0.01,3759.61,26915.08,420,202,66,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,127.0,1.253203333,8,0,0,99,11,-64,112,-7,-18,78,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
304,qsort,1.423356667,86.99,47,37,371450.49,668,0.01,4270.07,20636.14,447,221,84,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,504.0,1.423356667,27,0,0,88,-117,-111,3,-18,41,-8,-12,-41,21,-121,28,40,98,52,-115,-15,123,7,42,81,96,50,-29,119,102,-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
305,qsort,1.355806667,104.18,38,37,423760.8,653,0.01,4067.42,23542.27,439,214,75,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,376.0,1.355806667,20,0,0,-38,-20,46,124,-47,-78,-21,115,-111,39,-26,-99,94,37,122,0,-20,76,23,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
306,qsort,1.305796667,112.63,34,37,441224.73,637,0.01,3917.39,24512.49,430,207,71,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,201.0,1.305796667,13,0,0,-21,53,-26,-90,73,-122,-68,106,21,-64,70,-69,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
307,qsort,1.221356667,140.88,26,37,516211.46,613,0.01,3664.07,28678.41,415,198,63,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,50.0,1.221356667,4,0,0,42,69,-58,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
308,qsort,1.320363333,110.47,35,37,437587.48,642,0.01,3961.09,24310.42,433,209,72,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,278.0,1.320363333,15,0,0,-32,-21,27,-33,-2,110,-55,-50,-5,-108,5,-85,31,51,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
309,qsort,1.341243333,106.0,37,37,426514.93,648,0.01,4023.73,23695.27,436,212,74,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,337.0,1.341243333,18,0,0,112,28,-115,-125,12,-66,124,-36,-67,105,-2,7,-6,-44,55,23,-80,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
310,qsort,1.35373,104.18,38,37,423111.85,652,0.01,4061.19,23506.21,438,214,75,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,386.0,1.35373,20,0,0,-116,32,-44,-115,53,-11,-82,73,94,2,-81,18,73,114,38,-94,-38,-113,86,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
311,qsort,1.372313333,97.01,41,37,399393.24,655,0.01,4116.94,22188.51,440,215,78,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,388.0,1.372313333,21,0,0,104,-51,91,-21,-56,-25,-98,85,92,95,-115,-116,-76,107,99,-69,109,111,-103,23,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
312,qsort,1.309623333,117.73,33,37,462535.2,641,0.01,3928.87,25696.4,431,210,70,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,276.0,1.309623333,16,0,0,17,-97,-72,113,-107,-36,97,99,5,-44,115,107,17,-27,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
313,qsort,1.234,136.35,27,37,504774.56,617,0.01,3702.0,28043.03,418,199,64,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,66.0,1.234,5,0,0,-64,46,-72,-13,-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
314,qsort,1.332963333,105.0,37,37,419883.24,644,0.01,3998.89,23326.85,434,210,74,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,277.0,1.332963333,16,0,0,60,-58,114,84,-46,-72,-124,-67,118,108,-45,-98,18,-124,-107,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
315,qsort,1.430133333,88.88,46,37,381332.75,673,0.01,4290.4,21185.15,452,221,83,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,560.0,1.430133333,27,0,0,89,-89,-16,122,-24,-124,-43,-11,-49,28,-73,16,74,101,40,62,105,-122,-59,-25,96,-91,-118,-108,-69,77,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
316,qsort,1.271856667,125.8,30,37,479998.72,629,0.01,3815.57,26666.6,425,204,67,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,152.0,1.271856667,10,0,0,-91,-127,46,110,-64,34,120,-91,-31,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
317,qsort,1.214656667,145.78,25,37,531217.68,612,0.01,3643.97,29512.09,415,197,62,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,32.0,1.214656667,3,0,0,-97,-73,-122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
318,qsort,1.39688,91.66,44,37,384110.33,661,0.01,4190.64,21339.46,443,218,81,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,466.0,1.39688,24,0,0,-8,126,-99,40,62,-46,-127,67,-112,80,73,-48,25,91,-42,41,112,34,30,-119,-3,24,-59,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
319,qsort,1.36407,98.97,40,37,405026.64,653,0.01,4092.21,22501.48,439,214,77,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,330.0,1.36407,20,0,0,-6,99,-78,-34,46,-25,-59,-19,112,-37,-86,18,-4,20,-48,113,86,71,76,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
320,qsort,1.420126667,92.92,44,37,395876.37,672,0.01,4260.38,21993.13,451,221,81,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,534.0,1.420126667,27,0,0,-35,-116,-4,52,22,42,-79,-7,-71,91,-55,51,-126,-70,-17,-20,80,91,-27,-62,59,21,85,20,-57,55,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
321,qsort,1.384503333,92.93,43,37,385986.35,657,0.01,4153.51,21443.69,441,216,80,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,450.0,1.384503333,22,0,0,10,62,13,-70,-111,27,30,-116,11,71,57,-32,-14,23,-28,36,79,-83,-54,-53,80,-108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
322,qsort,1.312136667,109.41,35,37,430699.72,638,0.01,3936.41,23927.76,431,207,72,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,195.0,1.312136667,13,0,0,-110,92,-34,-96,-123,-109,-44,47,-32,-89,-115,98,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
323,qsort,1.235303333,143.02,26,37,530016.91,620,0.01,3705.91,29445.38,419,201,63,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,80.0,1.235303333,7,0,0,53,-27,-60,14,-14,27,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
324,qsort,1.257703333,124.57,30,37,470003.42,622,0.01,3773.11,26111.3,420,202,67,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,120.0,1.257703333,8,0,0,-99,-54,74,12,117,107,34,-122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
325,qsort,1.250646667,132.8,28,37,498270.39,623,0.01,3751.94,27681.69,422,201,65,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,96.0,1.250646667,7,0,0,117,-16,-93,-103,-63,-118,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
326,qsort,1.401106667,91.66,44,37,385272.54,663,0.01,4203.32,21404.03,445,218,81,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,460.0,1.401106667,24,0,0,40,-16,52,76,-123,105,48,-92,-44,-85,112,-84,-116,-6,48,75,-1,-56,-99,121,109,-58,74,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
327,qsort,1.221356667,141.6,26,37,518818.59,613,0.01,3664.07,28823.25,414,199,63,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,62.0,1.221356667,5,0,0,79,0,55,115,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
328,qsort,1.242616667,132.8,28,37,495071.22,619,0.01,3727.85,27503.96,418,201,65,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,114.0,1.242616667,7,0,0,26,50,40,18,-13,101,-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
329,qsort,1.353456667,96.11,41,37,390241.15,646,0.01,4060.37,21680.06,433,213,78,81,12,2,12,6,0,2,2,1,37,2,2,100,0,0,1,3,1,321.0,1.353456667,19,0,0,-116,56,43,-90,-102,14,123,-62,37,39,124,60,107,71,58,73,67,117,-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
