,FUNCTION,BugsDelivered,ProgramLength,ProgramLevel,ProgramVolume,TotalOperators,CoverageEstimation,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,cInstr,Bugs_Delivered,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_9,M_VAL_10,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,Max_Freq
538,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
539,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
540,prime,0.347816667,190,0.03,1043.45,151,100,0,0,52.0,0.347816667,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
541,prime,0.345763333,190,0.03,1037.29,151,100,0,0,0.0,0.345763333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
542,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
543,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
544,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
545,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
546,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
547,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
548,prime,0.347816667,190,0.03,1043.45,151,100,0,0,43.0,0.347816667,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
549,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
550,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
551,prime,0.345763333,190,0.03,1037.29,151,100,0,0,13.0,0.345763333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
552,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
553,prime,0.347816667,190,0.03,1043.45,151,100,0,0,16.0,0.347816667,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
554,prime,0.347816667,190,0.03,1043.45,151,100,0,0,52.0,0.347816667,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
555,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
556,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
557,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
558,prime,0.347816667,190,0.03,1043.45,151,100,0,0,52.0,0.347816667,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
559,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
560,prime,0.347816667,190,0.03,1043.45,151,100,0,0,34.0,0.347816667,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
561,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
562,prime,0.347816667,190,0.03,1043.45,151,100,0,0,43.0,0.347816667,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
563,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
564,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
565,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
566,prime,0.347816667,190,0.03,1043.45,151,100,0,0,34.0,0.347816667,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
567,prime,0.347816667,190,0.03,1043.45,151,100,0,0,25.0,0.347816667,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
568,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
569,prime,0.345763333,190,0.03,1037.29,151,100,0,0,13.0,0.345763333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
570,prime,0.347816667,190,0.03,1043.45,151,100,0,0,34.0,0.347816667,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
571,prime,0.347816667,190,0.03,1043.45,151,100,0,0,43.0,0.347816667,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
572,prime,0.347816667,190,0.03,1043.45,151,100,0,0,52.0,0.347816667,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
573,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
574,prime,0.347816667,190,0.03,1043.45,151,100,0,0,61.0,0.347816667,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
575,prime,0.347816667,190,0.03,1043.45,151,100,0,0,52.0,0.347816667,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
576,prime,0.347816667,190,0.03,1043.45,151,100,0,0,52.0,0.347816667,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
577,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
578,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
579,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
580,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
581,prime,0.347816667,190,0.03,1043.45,151,100,0,0,43.0,0.347816667,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
582,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
583,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
584,prime,0.347816667,190,0.03,1043.45,151,100,0,0,43.0,0.347816667,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
585,prime,0.347816667,190,0.03,1043.45,151,100,0,0,43.0,0.347816667,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
586,prime,0.347816667,190,0.03,1043.45,151,100,0,0,52.0,0.347816667,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
587,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
588,prime,0.347816667,190,0.03,1043.45,151,100,0,0,52.0,0.347816667,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
589,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
590,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
591,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
592,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
593,prime,0.347816667,190,0.03,1043.45,151,100,0,0,34.0,0.347816667,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
594,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
595,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
596,prime,0.347816667,190,0.03,1043.45,151,100,0,0,25.0,0.347816667,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
597,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
598,prime,0.347816667,190,0.03,1043.45,151,100,0,0,61.0,0.347816667,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
599,prime,0.349646667,191,0.03,1048.94,152,100,0,0,16.0,0.349646667,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633.986923
600,bellmanford,5.791576667,2337,0.01,17374.73,1438,100,1,3,4752.0,5.791576667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,17,6,5,54,0,11,13,12,3,65,0,58,37,12,1,0,58,0,28,11,22,3,0,87,0,28,218.0074122
601,bellmanford,5.240466667,2117,0.01,15721.4,1326,100,1,3,4127.0,5.240466667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,12,13,9,0,88,7,5,14,7,0,72,1,29,26,17,14,0,65,0,27,35,22,9,0,42,0,37,218.0074122
602,bellmanford,1.323113333,582,0.02,3969.34,386,100,1,3,572.0,1.323113333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,13,5,2,18,4,9,6,1,0,2,0,1,5,5,5,0,4,0,14,2,6,2,2,0,2,0,218.0074122
603,bellmanford,1.453893333,636,0.02,4361.68,421,100,1,3,686.0,1.453893333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,16,0,0,21,0,11,7,0,1,6,0,7,6,6,4,0,6,5,10,2,7,4,2,2,0,2,218.0074122
604,bellmanford,4.87785,1975,0.01,14633.55,1235,100,1,3,3843.0,4.87785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,46,0,1,59,0,9,26,14,0,48,0,18,44,8,5,15,50,0,7,14,20,0,0,32,0,23,218.0074122
605,bellmanford,0.83614,415,0.01,2508.42,284,100,1,3,152.0,0.83614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.0074122
606,bellmanford,2.313876667,959,0.02,6941.63,619,100,1,3,1453.0,2.313876667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,36,6,7,39,6,23,19,1,0,41,0,19,12,27,3,0,35,7,22,10,22,0,0,24,0,6,218.0074122
607,bellmanford,1.185293333,540,0.02,3555.88,361,100,1,3,464.0,1.185293333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,9,6,1,6,9,6,2,5,3,1,2,0,1,6,5,1,1,1,2,2,5,4,1,0,2,0,218.0074122
608,bellmanford,1.59251,687,0.02,4777.53,451,100,1,3,813.0,1.59251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,14,11,0,21,1,19,9,0,2,13,7,3,3,16,12,0,10,0,5,4,10,8,0,6,1,4,218.0074122
609,bellmanford,3.400466667,1380,0.01,10201.4,865,100,1,3,2490.0,3.400466667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,33,8,4,51,0,26,38,2,0,61,0,11,8,32,13,0,42,0,8,17,24,3,0,57,0,24,218.0074122
610,bellmanford,5.209196667,2102,0.01,15627.59,1311,100,1,3,4137.0,5.209196667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,17,22,13,61,7,29,28,0,0,61,0,45,29,12,15,15,44,2,30,15,11,23,0,50,0,23,218.0074122
611,bellmanford,1.77499,748,0.02,5324.97,489,100,1,3,949.0,1.77499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,25,0,0,21,6,12,9,7,2,12,0,7,6,12,15,0,14,9,14,4,9,6,6,8,3,15,218.0074122
612,bellmanford,5.526406667,2230,0.01,16579.22,1386,100,1,3,4446.0,5.526406667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,32,18,21,55,0,18,36,6,5,47,0,57,20,16,18,0,65,14,0,33,15,19,0,68,0,43,218.0074122
613,bellmanford,4.587166667,1851,0.01,13761.5,1160,100,1,3,3544.0,4.587166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,18,22,9,64,0,36,0,21,1,76,0,7,20,27,10,0,61,0,10,23,0,7,0,57,15,6,218.0074122
614,bellmanford,0.781063333,400,0.01,2343.19,276,100,1,3,105.0,0.781063333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.0074122
615,bellmanford,5.553666667,2241,0.01,16661.0,1397,100,1,3,4458.0,5.553666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,37,15,0,45,0,16,43,13,4,60,0,21,21,16,4,0,50,0,29,26,27,16,40,89,0,35,218.0074122
616,bellmanford,3.434963333,1394,0.01,10304.89,879,100,1,3,2495.0,3.434963333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,27,29,0,63,0,26,15,14,7,46,0,14,15,18,0,0,65,3,24,14,15,14,0,47,0,44,218.0074122
617,bellmanford,3.90722,1582,0.01,11721.66,983,100,1,3,2995.0,3.90722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,35,18,9,11,47,0,20,24,12,0,73,0,20,24,19,0,0,43,5,18,19,25,13,0,62,5,18,218.0074122
618,bellmanford,0.84521,418,0.01,2535.63,287,100,1,3,154.0,0.84521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.0074122
619,bellmanford,2.515893333,1036,0.02,7547.68,665,100,1,3,1638.0,2.515893333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,38,20,0,33,0,20,21,3,0,60,0,18,18,22,1,1,42,12,25,21,21,6,0,30,0,20,216.1134163
