,FUNCTION,BugsDelivered,DistinctOperands,DistinctOperators,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,Total_Operands,VocabularySize,Sloc,DecisionPoint,GlobalVariables,If,ExitPoint,Function.1,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,RANGE_ARRAY_INPUT,cInstr,Bugs_Delivered,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,BRAM
560,prime,0.349646667,18,27,30681.61,191,0.03,1048.94,1704.53,152,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,16.0,0.349646667,0,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
561,prime,0.347816667,18,27,30520.97,190,0.03,1043.45,1695.61,151,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,43.0,0.347816667,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
562,prime,0.349646667,18,27,30681.61,191,0.03,1048.94,1704.53,152,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,16.0,0.349646667,0,-113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
563,prime,0.347816667,18,27,30520.97,190,0.03,1043.45,1695.61,151,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,25.0,0.347816667,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
564,prime,0.349646667,18,27,30681.61,191,0.03,1048.94,1704.53,152,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,16.0,0.349646667,0,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
565,prime,0.349646667,18,27,30681.61,191,0.03,1048.94,1704.53,152,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,16.0,0.349646667,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
566,prime,0.347816667,18,27,30520.97,190,0.03,1043.45,1695.61,151,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,43.0,0.347816667,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
567,prime,0.349646667,18,27,30681.61,191,0.03,1048.94,1704.53,152,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,16.0,0.349646667,0,-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
568,prime,0.349646667,18,27,30681.61,191,0.03,1048.94,1704.53,152,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,16.0,0.349646667,0,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
569,prime,0.349646667,18,27,30681.61,191,0.03,1048.94,1704.53,152,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,16.0,0.349646667,0,-111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
570,prime,0.347816667,18,27,30520.97,190,0.03,1043.45,1695.61,151,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,25.0,0.347816667,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
571,prime,0.347816667,18,27,30520.97,190,0.03,1043.45,1695.61,151,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,61.0,0.347816667,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
572,prime,0.347816667,18,27,30520.97,190,0.03,1043.45,1695.61,151,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,34.0,0.347816667,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
573,prime,0.349646667,18,27,30681.61,191,0.03,1048.94,1704.53,152,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,16.0,0.349646667,0,-114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
574,prime,0.347816667,18,27,30520.97,190,0.03,1043.45,1695.61,151,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,43.0,0.347816667,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
575,prime,0.347816667,18,27,30520.97,190,0.03,1043.45,1695.61,151,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,52.0,0.347816667,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
576,prime,0.347816667,18,27,30520.97,190,0.03,1043.45,1695.61,151,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,43.0,0.347816667,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
577,prime,0.349646667,18,27,30681.61,191,0.03,1048.94,1704.53,152,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,16.0,0.349646667,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
578,prime,0.349646667,18,27,30681.61,191,0.03,1048.94,1704.53,152,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,16.0,0.349646667,0,-107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
579,prime,0.347816667,18,27,30520.97,190,0.03,1043.45,1695.61,151,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,25.0,0.347816667,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
580,prime,0.349646667,18,27,30681.61,191,0.03,1048.94,1704.53,152,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,16.0,0.349646667,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
581,prime,0.347816667,18,27,30520.97,190,0.03,1043.45,1695.61,151,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,34.0,0.347816667,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
582,prime,0.349646667,18,27,30681.61,191,0.03,1048.94,1704.53,152,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,16.0,0.349646667,0,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
583,prime,0.349646667,18,27,30681.61,191,0.03,1048.94,1704.53,152,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,16.0,0.349646667,0,-105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
584,prime,0.349646667,18,27,30681.61,191,0.03,1048.94,1704.53,152,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,16.0,0.349646667,0,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
585,prime,0.347816667,18,27,30520.97,190,0.03,1043.45,1695.61,151,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,43.0,0.347816667,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
586,prime,0.349646667,18,27,30681.61,191,0.03,1048.94,1704.53,152,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,16.0,0.349646667,0,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
587,prime,0.347816667,18,27,30520.97,190,0.03,1043.45,1695.61,151,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,43.0,0.347816667,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
588,prime,0.349646667,18,27,30681.61,191,0.03,1048.94,1704.53,152,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,16.0,0.349646667,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
589,prime,0.347816667,18,27,30520.97,190,0.03,1043.45,1695.61,151,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,61.0,0.347816667,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
590,prime,0.347816667,18,27,30520.97,190,0.03,1043.45,1695.61,151,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,43.0,0.347816667,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
591,prime,0.349646667,18,27,30681.61,191,0.03,1048.94,1704.53,152,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,16.0,0.349646667,0,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
592,prime,0.349646667,18,27,30681.61,191,0.03,1048.94,1704.53,152,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,16.0,0.349646667,0,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
593,prime,0.349646667,18,27,30681.61,191,0.03,1048.94,1704.53,152,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,16.0,0.349646667,0,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
594,prime,0.345763333,17,27,32125.54,190,0.03,1037.29,1784.75,151,39,44,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,13.0,0.345763333,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
595,prime,0.347816667,18,27,30520.97,190,0.03,1043.45,1695.61,151,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,25.0,0.347816667,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
596,prime,0.347583333,17,27,32294.63,191,0.03,1042.75,1794.15,152,39,44,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,13.0,0.347583333,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
597,prime,0.347816667,18,27,30520.97,190,0.03,1043.45,1695.61,151,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,34.0,0.347816667,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
598,prime,0.345763333,17,27,32125.54,190,0.03,1037.29,1784.75,151,39,44,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,13.0,0.345763333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
599,prime,0.347816667,18,27,30520.97,190,0.03,1043.45,1695.61,151,39,45,26,3,1,3,5,5,5,0,8,5,5,100,1,1,0,0,1,43.0,0.347816667,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
600,bellmanford,5.167066667,138,35,1554893.91,2085,0.01,15501.2,86382.99,1294,791,173,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,4132.0,5.167066667,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,24,31,5,0,55,0,6,11,24,22,45,0,48,0,18,43,2,6,1,0,45,0,23,22,44,14,18,0,66,0,42,16
601,bellmanford,0.788273333,24,35,213819.37,402,0.01,2364.82,11878.85,278,124,59,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,105.0,0.788273333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
602,bellmanford,2.937043333,128,35,528839.6,1199,0.02,8811.13,29379.98,760,439,163,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,2034.0,2.937043333,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,8,18,0,67,6,19,24,23,34,0,5,50,0,31,20,8,26,8,0,42,2,18,19,16,17,9,0,37,5,23,16
603,bellmanford,4.020083333,137,35,922785.49,1624,0.01,12060.25,51265.86,1025,599,172,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,2999.0,4.020083333,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,37,24,0,65,0,22,24,6,37,14,0,57,0,26,23,26,19,4,0,50,0,24,12,11,21,4,0,51,2,43,16
604,bellmanford,2.715516667,124,35,464484.84,1114,0.02,8146.55,25804.71,710,404,159,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,1837.0,2.715516667,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,22,29,0,53,1,16,15,16,28,2,0,39,0,8,25,3,31,17,0,44,10,20,13,20,15,8,7,33,0,14,16
605,bellmanford,2.134623333,121,35,288041.77,879,0.02,6403.87,16002.32,568,311,156,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,1270.0,2.134623333,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,19,29,1,32,0,16,12,23,17,9,0,36,7,22,6,9,16,7,6,16,2,20,19,12,16,0,18,26,4,8,16
606,bellmanford,5.859323333,137,35,2018579.5,2367,0.01,17577.97,112143.31,1468,899,172,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,4785.0,5.859323333,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28,21,9,0,50,0,1,38,7,23,21,0,56,20,32,44,51,20,17,14,67,1,32,20,19,10,4,0,65,0,40,16
607,bellmanford,1.417586667,82,35,195134.07,619,0.02,4252.76,10840.78,404,215,117,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,677.0,1.417586667,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,15,7,3,13,4,5,10,6,11,1,2,7,1,2,5,6,10,6,0,3,0,9,5,0,10,5,2,1,1,6,16
608,bellmanford,2.521506667,122,35,402562.76,1037,0.02,7564.52,22364.6,666,371,157,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,1639.0,2.521506667,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,18,0,0,44,8,31,27,22,16,3,2,49,0,21,17,6,24,0,0,36,3,22,21,19,18,3,10,29,0,12,8
609,bellmanford,1.09114,56,35,167762.81,503,0.02,3273.42,9320.16,339,164,91,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,366.0,1.09114,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,12,6,0,4,0,5,3,1,5,3,1,0,2,1,5,5,7,5,0,3,0,6,0,0,2,2,2,0,0,0,16
610,bellmanford,2.902036667,123,35,543777.76,1192,0.02,8706.11,30209.88,753,439,158,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,2044.0,2.902036667,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,15,4,0,28,0,19,26,21,30,0,11,56,0,24,17,23,22,17,0,40,15,27,16,30,27,1,5,50,0,18,16
611,bellmanford,1.085763333,54,35,173119.14,503,0.02,3257.29,9617.73,339,164,89,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,369.0,1.085763333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,7,5,0,7,1,5,5,0,4,2,3,0,0,2,4,4,2,3,1,2,1,1,1,1,2,1,3,0,1,0,16
612,bellmanford,1.08114,58,35,160493.51,496,0.02,3243.42,8916.31,332,164,93,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,366.0,1.08114,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,13,5,2,7,2,5,3,3,4,2,3,3,1,0,4,1,2,2,1,3,2,5,2,2,2,2,1,1,1,0,16
613,bellmanford,2.476376667,117,35,412252.98,1025,0.02,7429.13,22902.94,654,371,152,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,1630.0,2.476376667,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,35,0,0,53,4,22,16,26,23,6,0,30,0,22,19,18,24,12,0,30,1,35,18,1,22,2,4,33,4,24,8
614,bellmanford,0.848,29,35,201107.59,424,0.01,2544.0,11172.64,293,131,64,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,153.0,0.848,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
615,bellmanford,2.50473,126,35,387189.5,1025,0.02,7514.19,21510.53,654,371,161,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,1637.0,2.50473,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,24,0,0,53,3,15,15,14,12,0,3,48,1,19,7,13,18,4,4,33,0,25,6,8,22,11,2,32,0,26,8
616,bellmanford,2.717326667,126,35,457416.63,1112,0.02,8151.98,25412.04,708,404,161,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,1833.0,2.717326667,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,20,4,0,77,12,22,17,13,24,0,0,46,3,27,11,29,22,0,0,41,0,21,22,25,18,0,0,41,0,15,16
617,bellmanford,3.963606667,136,35,916510.99,1603,0.01,11890.82,50917.28,1004,599,171,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,2978.0,3.963606667,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,36,14,7,3,59,21,5,27,23,32,0,4,58,0,19,3,24,30,0,0,48,0,32,13,38,15,31,0,65,2,27,16
618,bellmanford,0.92022,38,35,177990.03,446,0.02,2760.66,9888.34,306,140,73,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,211.0,0.92022,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,1,1,0,0,1,1,1,1,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16
619,bellmanford,2.725266667,124,35,466152.65,1118,0.02,8175.8,25897.37,714,404,159,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,1831.0,2.725266667,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,30,6,2,63,22,14,14,33,26,0,0,42,6,11,6,18,14,16,3,30,0,26,16,21,24,5,3,53,0,8,16
620,bellmanford,5.142283333,138,35,1547436.38,2075,0.01,15426.85,85968.69,1284,791,173,60,12,4,12,3,3,2,3,15,3,3,100,0,0,1,3,1,4140.0,5.142283333,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,12,14,10,73,0,23,3,32,30,25,0,75,0,30,11,36,5,6,0,69,0,19,0,28,18,11,2,69,6,28,16
