,DifficultyLevel,Effort,ProgramLevel,TimeToImplement,CoverageEstimation,RANGE_SCALAR_VALUES,SV_VAL_1,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,Max_Freq
343,38.29,40635.53,0.03,2257.53,100,1,-110,2,-104,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.6246782
344,31.0,37625.85,0.03,2090.33,100,1,120,16,79,-117,23,83,-112,-54,-17,-61,83,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
345,32.29,38644.78,0.03,2146.93,100,1,47,121,-65,36,123,-66,65,2,-35,48,22,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
346,27.71,38907.82,0.04,2161.55,100,1,-34,67,-38,100,-113,51,-46,-42,-29,64,-9,-35,68,-110,92,118,-100,-79,45,-95,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
347,29.06,40996.67,0.03,2277.59,100,1,49,-41,-86,-82,-127,-57,11,-7,-113,40,-84,-23,48,80,0,-127,-40,15,124,11,-119,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
348,31.0,37985.91,0.03,2110.33,100,1,-100,104,28,80,-100,-4,-3,-76,90,-108,-24,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
349,29.81,36163.92,0.03,2009.11,100,1,52,-124,-9,69,60,-15,57,30,-38,115,42,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
350,36.17,38176.28,0.03,2120.9,100,1,-98,62,9,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.6246782
351,29.81,37033.24,0.03,2057.4,100,1,-110,-56,-69,-48,-19,-13,-107,-127,-71,126,33,-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
352,29.34,36934.8,0.03,2051.93,100,1,-110,-117,76,46,0,20,34,-119,112,68,-65,107,-75,61,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
353,29.93,40133.45,0.03,2229.64,100,1,-100,-117,-45,-94,12,-100,-12,-80,16,-1,-19,-75,5,41,119,23,-44,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
354,30.45,39940.52,0.03,2218.92,100,1,-94,-6,-36,-62,-122,-91,-57,57,-70,10,-36,48,58,20,48,-14,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
355,25.55,37489.8,0.04,2082.77,100,1,47,-42,31,-62,-70,-86,-29,54,92,-14,-9,44,-65,88,-60,-11,-85,-95,-125,-102,-34,-19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
356,26.13,36482.15,0.04,2026.79,100,1,-100,-47,28,-15,94,-23,-58,38,14,110,93,35,11,-55,-8,-24,109,-99,92,78,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
357,27.12,36155.82,0.04,2008.66,100,1,47,-93,-123,-117,23,48,72,-32,89,15,121,95,42,-28,-96,-53,-60,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
358,30.45,39582.31,0.03,2199.02,100,1,120,10,4,57,115,-5,-12,-10,47,-126,-126,116,-52,24,-52,-46,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
359,27.71,38409.0,0.04,2133.83,100,1,52,-120,-2,16,-76,-22,78,-127,-70,120,68,-73,60,21,124,122,55,-82,-100,65,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
360,36.17,38379.35,0.03,2132.19,100,1,49,-19,-59,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.6246782
361,26.26,37758.62,0.04,2097.7,100,1,120,-94,48,112,-47,-122,14,-125,-58,-15,29,3,87,-41,-93,118,-107,91,26,-54,-123,-83,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
362,28.65,40914.36,0.03,2273.02,100,1,49,1,-5,-92,-114,-53,-18,44,79,64,-42,-112,-54,6,-114,-48,109,52,-113,41,8,-79,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
363,31.6,40176.72,0.03,2232.04,100,1,-34,-49,44,35,-22,102,16,-33,58,-49,-35,3,-2,-47,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
364,26.26,38236.58,0.04,2124.25,100,1,-100,55,-98,21,-93,-74,107,117,-86,-77,-99,-29,53,-26,-69,-24,61,117,-102,121,-39,-57,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
365,25.44,38040.53,0.04,2113.36,100,1,-94,57,79,16,-6,41,86,-12,-33,17,-125,-92,72,-115,-57,36,-26,58,-5,80,78,-83,-91,28,47,-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
366,27.01,39025.11,0.04,2168.06,100,1,47,-17,39,-80,-108,-91,9,-63,7,-80,-97,-48,-27,-43,-55,-68,-19,85,82,25,-2,52,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
367,28.65,40226.73,0.03,2234.82,100,1,-34,-117,86,14,69,-48,105,110,34,116,-93,104,37,75,96,76,-5,34,-81,-75,-55,61,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
368,26.26,37758.62,0.04,2097.7,100,1,-61,15,37,-60,-25,-105,36,49,96,98,-117,-28,126,103,-125,114,53,-115,65,-5,-102,-19,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
369,28.33,36644.82,0.04,2035.82,100,1,-61,-46,-29,111,-108,13,35,-100,-91,-12,6,59,-24,-33,-126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
370,29.81,36337.78,0.03,2018.77,100,1,-61,79,102,55,-24,-97,17,-25,28,-101,-64,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
371,29.34,37625.17,0.03,2090.29,100,1,49,-19,-124,-116,-26,-116,-104,97,52,-32,112,28,-59,77,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
372,26.81,40149.61,0.04,2230.53,100,1,-34,102,78,-6,35,-87,-89,-25,-60,16,1,-40,-7,-11,99,-92,-106,124,-59,79,17,-80,-91,88,35,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
373,28.0,37344.72,0.04,2074.71,100,1,-34,22,53,-83,-58,-84,120,53,125,16,124,47,-55,-18,41,-50,-95,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
374,36.17,38582.41,0.03,2143.47,100,1,-34,19,-104,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.6246782
375,29.18,43225.01,0.03,2401.39,100,1,47,-2,117,83,-37,77,82,4,-106,-96,80,-17,-59,-17,111,91,-91,-3,-99,-106,-29,-77,-94,-107,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
376,29.06,40475.52,0.03,2248.64,100,1,47,25,83,-12,21,10,-32,21,79,24,-116,-16,-8,102,98,-98,12,99,-63,-74,-56,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
377,27.81,39189.14,0.04,2177.17,100,1,52,-126,-93,75,-23,-107,-79,12,63,59,7,124,87,62,87,-110,-81,87,-115,109,64,0,-113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
378,27.35,38217.24,0.04,2123.18,100,1,52,96,53,111,-39,78,-41,-102,22,4,-6,-117,-126,-89,4,114,13,-78,-94,48,80,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
379,26.81,39823.19,0.04,2212.4,100,1,120,-4,-80,-100,-70,93,-8,104,-26,-90,16,107,-50,-48,46,95,-22,-10,75,-62,-71,2,78,120,15,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
380,26.11,39068.84,0.04,2170.49,100,1,-98,-126,27,-80,-97,-43,-16,9,4,7,-22,39,-22,44,-13,-115,112,6,11,-126,-58,26,74,-102,36,-107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
381,31.0,38345.96,0.03,2130.33,100,1,-98,-49,32,-104,-70,22,-32,-122,-92,-69,-58,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
382,28.93,38780.7,0.03,2154.48,100,1,-61,66,-99,32,38,-92,84,-28,15,-33,-32,-42,-106,-3,117,-80,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
383,27.12,36480.09,0.04,2026.67,100,1,-98,-99,-95,-91,104,64,-60,-87,-42,59,96,-94,-108,-88,35,44,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
384,29.4,38548.57,0.03,2141.59,100,1,49,-49,-61,-120,-116,35,44,73,85,-116,12,99,-77,37,-6,-52,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
385,26.11,38749.91,0.04,2152.77,100,1,52,23,-48,-68,106,8,43,-93,110,-70,-11,26,40,-13,61,-21,121,-103,-59,59,-7,27,45,28,-70,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
386,27.71,38907.82,0.04,2161.55,100,1,49,-81,58,58,-67,-40,49,-68,-126,-21,118,19,-79,92,-32,-17,-10,-84,-30,-54,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
387,29.55,41503.34,0.03,2305.74,100,1,120,-113,109,94,19,109,-74,1,-98,-39,19,9,42,17,-45,-113,36,18,-53,-90,-40,-127,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
388,29.4,38548.57,0.03,2141.59,100,1,-61,82,43,-127,-95,-5,-37,43,-66,-51,70,24,22,23,-48,120,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
389,26.9,36932.35,0.04,2051.8,100,1,120,30,50,49,72,53,-77,5,-74,-41,1,65,46,58,-31,-84,103,-71,-59,61,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
390,28.42,37414.06,0.04,2078.56,100,1,-98,47,-82,-77,-92,-46,-63,110,-48,72,127,84,64,-18,18,118,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
391,26.57,37582.32,0.04,2087.91,100,1,-100,-51,88,-121,73,127,97,-105,-6,16,94,-68,10,-65,-112,108,72,-18,28,22,-37,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
392,26.26,37439.99,0.04,2080.0,100,1,-110,7,-40,22,-87,123,68,-83,43,-8,54,59,104,36,-45,49,-85,-103,102,-73,66,12,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
393,28.42,36739.93,0.04,2041.11,100,1,52,28,38,119,48,19,8,127,-30,124,-100,72,43,32,-42,-61,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
394,27.81,40193.99,0.04,2233.0,100,1,-94,-112,10,120,-58,-16,-98,-21,-2,119,-32,-46,94,-60,79,-94,50,-124,-41,-31,93,-85,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
395,27.12,36480.09,0.04,2026.67,100,1,49,-24,-116,-107,-93,79,111,-14,-33,50,-20,96,88,-126,-31,-106,28,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
396,26.9,38228.22,0.04,2123.79,100,1,-94,-44,-92,-58,-125,-126,0,15,33,52,-55,-72,-101,-19,-18,-35,86,-123,-43,-5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
397,27.01,38535.26,0.04,2140.85,100,1,-110,-79,-72,-32,38,99,-101,-76,-64,87,70,-24,17,-60,119,30,38,50,53,77,-18,42,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
398,26.26,37758.62,0.04,2097.7,100,1,49,-41,114,34,126,66,-84,-85,-86,-63,-69,-17,75,27,-39,97,37,-119,-49,89,-94,111,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
399,26.81,40476.03,0.04,2248.67,100,1,-100,-125,-50,58,-53,22,89,-42,-25,-117,-3,110,-127,120,-33,-115,-121,84,25,83,-100,-111,-66,-27,9,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8677724
400,31.18,53722.66,0.03,2984.59,100,0,0,-65,117,96,123,-36,57,42,68,-8,-4,81,-14,35,82,-10,-35,45,-48,66,36,62,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
401,34.84,55787.19,0.03,3099.29,100,0,0,41,-28,-15,29,-65,97,-39,30,-72,-119,29,77,-61,-113,-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
402,31.58,54787.17,0.03,3043.73,100,0,0,43,-94,104,90,41,16,-82,-116,34,121,-35,-34,45,32,75,-92,-48,7,-84,41,16,79,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
403,30.81,52332.32,0.03,2907.35,100,0,0,-99,114,10,-127,-104,108,-75,-109,123,2,-73,-37,-15,-22,-113,-77,18,69,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
404,35.5,55988.46,0.03,3110.47,100,0,0,-79,-71,-62,-56,-1,87,122,-63,109,95,-24,-66,52,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
405,28.6,51700.87,0.03,2872.27,100,0,0,-42,-18,87,73,11,-16,22,65,48,-4,39,-27,58,49,118,-57,-20,-100,56,119,5,-125,-96,-43,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
406,33.33,58026.18,0.03,3223.68,100,0,0,39,-23,-54,39,1,-108,-38,0,79,51,116,82,72,115,-36,110,-58,-47,-86,-59,-43,-76,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
407,30.37,54902.24,0.03,3050.12,100,0,0,109,-41,13,-125,-36,12,-85,31,-73,47,-57,117,-69,4,39,36,-13,-103,50,125,53,121,-18,-110,70,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
408,28.64,52633.58,0.03,2924.09,100,0,0,88,-25,67,38,-69,28,61,-82,59,116,-95,102,-18,16,4,-53,-124,19,45,-73,40,-55,-59,-108,76,8,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
409,32.08,54686.66,0.03,3038.15,100,0,0,68,-20,-64,2,-32,-16,65,-51,53,-92,-46,81,10,-23,5,-42,87,-81,91,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
410,41.59,56900.75,0.02,3161.15,100,0,0,-60,90,77,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
411,30.73,56886.66,0.03,3160.37,100,0,0,-50,-84,-120,-126,-21,-85,21,-111,-61,-63,91,-34,100,-69,85,54,32,-110,117,-30,-8,70,-116,119,27,-32,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
412,30.37,54902.24,0.03,3050.12,100,0,0,-126,120,-45,-100,99,-76,127,-105,33,-31,-64,89,55,45,72,120,81,-40,-124,107,-120,35,121,119,-125,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
413,37.5,54443.95,0.03,3024.66,100,0,0,-92,48,125,-50,96,18,-83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
414,37.22,55580.96,0.03,3087.83,100,0,0,-1,45,-65,-48,23,-108,-74,56,42,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
415,34.84,54960.72,0.03,3053.37,100,0,0,122,12,61,89,32,32,13,-108,82,-18,-17,21,-109,-78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
416,41.09,58129.68,0.02,3229.43,100,0,0,47,-1,-84,-32,95,-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
417,39.38,55743.28,0.03,3096.85,100,0,0,-48,-70,87,2,106,-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
418,29.3,54412.88,0.03,3022.94,100,0,0,53,91,-69,-17,99,55,26,-58,-25,-46,5,-14,-51,-69,16,50,-3,113,-10,-116,46,115,-31,-79,-47,-12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
419,38.4,55279.05,0.03,3071.06,100,0,0,-100,-125,118,58,-106,77,-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
420,35.69,54586.87,0.03,3032.6,100,0,0,121,15,-95,84,-16,-94,95,-81,-89,75,100,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
421,38.4,55057.04,0.03,3058.72,100,0,0,85,-15,-18,4,-101,59,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
422,34.35,54401.12,0.03,3022.28,100,0,0,-117,-117,-86,-51,79,-101,5,60,54,97,116,-3,-69,-108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
423,34.09,56444.54,0.03,3135.81,100,0,0,120,-98,-100,-39,89,-68,-20,-94,-2,57,-80,8,57,39,-78,26,29,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
424,32.5,56575.53,0.03,3143.08,100,0,0,-63,-2,-77,-57,-59,59,-65,106,14,6,-121,63,-105,-89,-70,96,-66,-66,-125,-5,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
425,28.33,53121.44,0.04,2951.19,100,0,0,-11,46,-82,120,36,-54,75,-86,52,73,-23,-17,115,-109,-44,91,55,89,-64,109,-32,67,-24,-63,48,-114,3,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3712033
