,FUNCTION,BugsDelivered,ProgramLength,ProgramLevel,ProgramVolume,VocabularySize,GlobalVariables,Loop,FunctionCall,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,RANGE_ARRAY_INPUT,Bugs_Delivered,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,min_Slack
215,bfsdfs,3.89492,1558,0.01,11684.76,181,6,5,9,100,0,0,1,3,0,3.89492,0,0,42,5,121,11,49,29,103,123,20,73,2,5,101,110,96,123,16,46,38,116,8,64,0,0,0,0,0,13,16,10,26,6,49,0,24,15,14,20,0,53,0,32,6,6,10,16,7,48,0,14,14,18,10,3,46,0,15,6.10623e-16
216,bfsdfs,1.80944,755,0.02,5428.32,146,6,5,9,100,0,0,1,3,0,1.80944,0,0,112,89,117,102,75,86,88,40,7,74,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,7,1,4,14,0,11,6,6,0,2,15,5,7,9,0,12,8,5,8,0,5,5,0,8,1,15,0,5,6.10623e-16
217,bfsdfs,1.444326667,620,0.02,4332.98,127,6,5,9,100,0,0,1,3,0,1.444326667,0,0,8,65,105,46,74,90,118,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,8,1,8,0,5,3,2,1,3,6,1,1,6,0,4,4,0,4,3,6,3,2,2,1,4,1,2,6.10623e-16
218,bfsdfs,4.1418,1655,0.01,12425.4,182,6,5,9,100,0,0,1,3,0,4.1418,0,0,82,89,117,85,90,80,59,73,67,53,10,114,37,78,66,79,44,41,51,61,68,62,58,0,0,0,0,3,14,13,17,0,43,0,18,16,12,21,0,56,0,26,1,20,9,20,14,46,0,21,12,19,11,1,47,0,14,6.10623e-16
219,bfsdfs,3.210043333,1291,0.01,9630.13,176,6,5,9,100,0,0,1,3,0,3.210043333,0,0,73,77,126,31,22,64,117,7,47,20,105,122,62,47,97,62,21,38,87,0,0,0,0,0,0,0,0,8,17,9,17,0,52,0,33,18,8,2,0,33,5,15,13,18,9,28,12,40,0,18,23,13,8,5,35,0,14,6.10623e-16
220,bfsdfs,5.2184,2083,0.01,15655.2,183,6,5,9,100,0,0,1,3,0,5.2184,0,0,36,6,111,107,70,86,75,85,78,33,93,80,72,34,43,9,125,47,99,54,30,39,125,37,85,11,31,10,16,15,20,3,42,0,26,9,16,17,0,47,0,35,15,10,1,19,3,50,0,11,9,15,9,9,56,0,16,6.10623e-16
221,bfsdfs,4.93012,1970,0.01,14790.36,182,6,5,9,100,0,0,1,3,0,4.93012,0,0,56,97,43,83,90,48,92,127,6,21,8,71,16,85,115,7,121,57,106,119,45,117,32,96,41,22,0,20,18,12,22,0,43,0,17,11,12,26,4,55,0,21,4,12,7,26,0,47,0,22,20,5,7,1,42,0,22,6.10623e-16
222,bfsdfs,0.99224,475,0.01,2976.72,77,6,5,9,100,0,0,1,3,0,0.99224,0,0,77,116,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10623e-16
223,bfsdfs,2.105923333,865,0.02,6317.77,158,6,5,9,100,0,0,1,3,0,2.105923333,0,0,73,123,50,25,119,98,97,31,75,115,108,106,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,11,8,5,22,0,9,0,12,1,4,21,10,12,5,9,11,12,1,6,0,1,5,6,6,11,16,2,5,6.10623e-16
224,bfsdfs,1.53984,661,0.02,4619.52,127,6,5,9,100,0,0,1,3,0,1.53984,0,0,17,84,66,111,109,18,64,116,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,13,7,1,17,1,9,5,4,2,6,6,3,5,4,0,6,9,0,7,1,6,6,2,4,1,4,2,5,6.10623e-16
225,bfsdfs,1.059686667,496,0.02,3179.06,85,6,5,9,100,0,0,1,3,0,1.059686667,0,0,104,63,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,3,1,0,0,0,0,0,0,1,1,0,1,1,1,2,0,0,0,0,1,0,0,0,6.10623e-16
226,bfsdfs,5.2184,2083,0.01,15655.2,183,6,5,9,100,0,0,1,3,0,5.2184,0,0,84,76,78,82,76,81,76,93,52,85,88,98,50,9,27,108,39,20,22,25,83,96,17,11,102,78,7,7,13,9,18,4,43,0,13,15,10,17,0,42,0,25,12,9,5,22,0,52,0,25,7,10,9,4,53,0,25,6.10623e-16
227,bfsdfs,1.556893333,661,0.02,4670.68,134,6,5,9,100,0,0,1,3,0,1.556893333,0,0,120,101,13,27,112,68,6,19,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,4,4,15,5,13,7,5,2,3,5,3,8,4,1,4,7,0,5,0,7,3,1,7,1,3,1,5,6.10623e-16
228,bfsdfs,1.325386667,583,0.02,3976.16,113,6,5,9,100,0,0,1,3,0,1.325386667,0,0,76,39,77,89,92,101,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,9,7,2,10,1,4,5,3,1,4,6,2,0,3,0,4,3,2,2,3,2,3,2,1,1,1,2,0,6.10623e-16
229,bfsdfs,0.89,445,0.01,2670.0,64,6,5,9,100,0,0,1,3,0,0.89,0,0,89,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10623e-16
230,bfsdfs,3.021713333,1210,0.02,9065.14,180,6,5,9,100,0,0,1,3,0,3.021713333,0,0,3,33,64,32,44,38,97,80,40,22,44,56,45,59,51,59,24,48,0,0,0,0,0,0,0,0,0,14,19,14,17,0,47,0,23,26,19,0,9,23,0,16,11,15,12,13,8,36,0,13,14,12,7,11,25,0,11,6.10623e-16
231,bfsdfs,4.66224,1861,0.01,13986.72,183,6,5,9,100,0,0,1,3,0,4.66224,0,0,37,66,5,5,17,119,29,125,44,42,85,16,72,49,108,60,81,119,63,110,4,74,58,82,106,0,0,9,10,14,23,13,47,0,23,5,15,16,0,50,0,26,14,10,8,16,0,46,0,19,6,15,0,3,48,0,24,6.10623e-16
232,bfsdfs,1.976866667,808,0.02,5930.6,162,6,5,9,100,0,0,1,3,0,1.976866667,0,0,95,22,101,47,85,75,40,85,123,46,93,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,15,6,10,12,4,10,4,9,1,0,13,2,8,6,4,5,10,4,7,0,3,7,0,12,1,10,2,2,6.10623e-16
233,bfsdfs,2.433343333,991,0.02,7300.03,165,6,5,9,100,0,0,1,3,0,2.433343333,0,0,108,46,88,57,55,71,21,58,118,93,60,81,102,110,105,0,0,0,0,0,0,0,0,0,0,0,0,14,20,6,5,1,24,0,20,9,16,0,6,27,0,18,9,11,7,14,10,26,0,13,11,8,8,1,15,0,10,6.10623e-16
234,bfsdfs,3.899046667,1558,0.01,11697.14,182,6,5,9,100,0,0,1,3,0,3.899046667,0,0,89,13,114,120,49,123,120,9,31,55,74,110,49,61,48,103,25,88,4,66,79,75,0,0,0,0,0,8,14,0,24,3,54,0,20,19,14,15,0,43,0,27,5,6,3,26,6,49,0,14,21,12,18,0,40,0,20,6.10623e-16
235,bfsdfs,5.2184,2083,0.01,15655.2,183,6,5,9,100,0,0,1,3,0,5.2184,0,0,101,75,47,15,80,80,13,50,44,41,125,15,63,36,42,50,117,97,21,104,28,67,23,106,77,12,43,6,13,4,23,9,54,0,20,3,9,25,0,49,0,19,14,8,2,18,4,50,0,27,9,11,7,6,69,1,27,6.10623e-16
236,bfsdfs,2.092546667,865,0.02,6277.64,153,6,5,9,100,0,0,1,3,0,2.092546667,0,0,50,65,92,93,6,17,53,70,69,18,36,35,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,4,4,7,22,1,12,6,14,3,10,16,3,13,5,4,10,11,6,12,0,0,4,8,6,2,11,0,10,6.10623e-16
237,bfsdfs,0.89,445,0.01,2670.0,64,6,5,9,100,0,0,1,3,0,0.89,0,0,114,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10623e-16
238,bfsdfs,2.439083333,991,0.02,7317.25,167,6,5,9,100,0,0,1,3,0,2.439083333,0,0,89,29,126,89,26,84,56,60,2,4,23,112,114,37,21,0,0,0,0,0,0,0,0,0,0,0,0,12,21,9,10,10,29,0,20,20,18,6,3,24,0,16,10,20,3,7,3,22,0,7,5,13,12,4,17,2,8,6.10623e-16
239,bfsdfs,0.93886,458,0.01,2816.58,71,6,5,9,100,0,0,1,3,0,0.93886,0,0,109,39,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10623e-16
240,bfsdfs,3.903153333,1558,0.01,11709.46,183,6,5,9,100,0,0,1,3,0,3.903153333,0,0,21,16,114,79,118,112,107,70,43,100,88,44,87,126,99,114,40,11,101,60,39,96,0,0,0,0,0,16,12,13,20,6,45,0,30,17,15,18,0,60,0,32,12,12,3,24,0,47,0,19,16,15,18,4,38,0,10,6.10623e-16
241,bfsdfs,4.39919,1756,0.01,13197.57,183,6,5,9,100,0,0,1,3,0,4.39919,0,0,5,82,44,65,52,67,67,17,3,13,110,110,94,117,97,115,15,6,48,9,17,67,101,31,0,0,0,8,18,0,19,5,45,0,26,13,14,22,0,48,0,26,15,8,7,21,0,41,0,15,8,12,7,0,55,0,19,6.10623e-16
242,bfsdfs,3.436263333,1376,0.01,10308.79,180,6,5,9,100,0,0,1,3,0,3.436263333,0,0,87,115,119,34,111,7,56,67,53,7,63,119,38,31,107,94,35,80,56,67,0,0,0,0,0,0,0,17,7,18,21,0,56,0,21,11,9,14,0,38,0,23,18,9,4,19,4,38,1,15,18,25,11,8,37,0,19,6.10623e-16
243,bfsdfs,1.21804,550,0.02,3654.12,100,6,5,9,100,0,0,1,3,0,1.21804,0,0,69,117,13,111,50,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,8,1,1,6,2,4,5,2,0,2,4,1,0,3,1,1,2,1,3,3,1,2,2,1,1,1,1,0,6.10623e-16
244,bfsdfs,4.652403333,1861,0.01,13957.21,181,6,5,9,100,0,0,1,3,0,4.652403333,0,0,15,9,18,42,62,32,107,8,76,120,52,126,42,105,98,58,103,56,23,105,80,84,36,25,54,0,0,9,12,7,28,0,49,0,25,10,13,20,0,52,0,22,5,13,7,18,0,50,0,25,16,10,14,0,58,0,21,6.10623e-16
245,bfsdfs,1.439596667,620,0.02,4318.79,125,6,5,9,100,0,0,1,3,0,1.439596667,0,0,36,2,18,11,79,17,92,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,11,10,3,11,2,8,7,3,3,5,7,1,0,5,1,4,4,0,3,3,5,4,2,2,1,3,2,4,6.10623e-16
246,bfsdfs,1.81438,755,0.02,5443.14,148,6,5,9,100,0,0,1,3,0,1.81438,0,0,62,26,2,106,41,103,16,20,101,18,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,6,5,8,15,0,14,6,6,4,1,17,4,13,7,1,11,7,2,12,0,8,7,2,14,3,10,2,5,6.10623e-16
247,bfsdfs,4.39919,1756,0.01,13197.57,183,6,5,9,100,0,0,1,3,0,4.39919,0,0,28,80,21,98,12,78,49,100,101,104,123,91,21,82,2,109,46,105,80,84,91,95,92,36,0,0,0,9,12,5,19,0,47,0,21,12,12,26,0,50,0,24,17,11,6,25,0,46,0,21,10,11,7,4,45,0,16,6.10623e-16
248,bfsdfs,3.024936667,1210,0.02,9074.81,181,6,5,9,100,0,0,1,3,0,3.024936667,0,0,102,117,5,56,116,21,119,30,50,29,42,99,76,60,83,75,93,68,0,0,0,0,0,0,0,0,0,11,14,17,16,2,43,0,20,11,13,0,4,38,0,20,8,18,17,13,6,34,0,24,15,16,7,7,28,0,16,6.10623e-16
249,bfsdfs,4.66224,1861,0.01,13986.72,183,6,5,9,100,0,0,1,3,0,4.66224,0,0,20,53,109,70,22,95,78,32,56,126,58,66,112,110,51,81,64,20,23,25,75,66,21,36,68,0,0,4,14,10,24,0,49,0,17,9,12,26,9,49,0,18,11,18,7,23,4,48,0,23,16,21,8,9,47,0,26,6.10623e-16
250,bfsdfs,1.959703333,808,0.02,5879.11,155,6,5,9,100,0,0,1,3,0,1.959703333,0,0,7,37,20,119,112,5,72,78,71,2,81,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,15,9,8,19,0,14,5,9,0,0,13,7,21,7,2,7,11,0,12,0,6,4,1,13,4,17,2,6,6.10623e-16
251,bfsdfs,0.99224,475,0.01,2976.72,77,6,5,9,100,0,0,1,3,0,0.99224,0,0,61,42,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10623e-16
252,bfsdfs,3.432576667,1376,0.01,10297.73,179,6,5,9,100,0,0,1,3,0,3.432576667,0,0,51,85,69,21,113,23,102,41,76,42,94,73,63,4,75,13,6,94,45,32,0,0,0,0,0,0,0,18,12,14,19,0,46,0,28,16,17,7,4,40,0,18,14,22,8,17,5,40,0,15,19,17,0,6,37,0,11,6.10623e-16
253,bfsdfs,1.692006667,706,0.02,5076.02,146,6,5,9,100,0,0,1,3,0,1.692006667,0,0,113,19,82,63,27,8,81,18,50,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,14,5,4,15,0,10,6,5,0,1,12,3,5,6,2,7,10,0,9,1,5,5,1,5,2,7,1,5,6.10623e-16
254,bfsdfs,1.675323333,706,0.02,5025.97,139,6,5,9,100,0,0,1,3,0,1.675323333,0,0,103,57,75,110,35,56,10,115,84,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,14,8,7,16,0,15,11,5,0,0,17,5,10,4,0,7,8,1,6,2,7,3,3,9,3,7,3,6,6.10623e-16
255,bfsdfs,3.43993,1376,0.01,10319.79,181,6,5,9,100,0,0,1,3,0,3.43993,0,0,39,31,10,112,13,40,56,45,13,76,94,2,80,99,65,91,109,123,27,90,0,0,0,0,0,0,0,3,9,9,22,7,51,0,23,22,15,11,0,40,0,33,5,10,5,15,0,39,0,26,14,11,7,8,36,4,13,6.10623e-16
256,bfsdfs,2.820266667,1133,0.02,8460.8,177,6,5,9,100,0,0,1,3,0,2.820266667,0,0,64,33,35,74,42,91,112,77,52,39,22,79,127,32,47,88,112,0,0,0,0,0,0,0,0,0,0,22,23,8,15,9,47,0,19,17,15,0,13,28,0,11,1,19,10,16,3,22,0,16,17,14,9,12,17,3,15,6.10623e-16
257,bfsdfs,0.99519,475,0.01,2985.57,78,6,5,9,100,0,0,1,3,0,0.99519,0,0,124,22,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10623e-16
258,bfsdfs,1.322896667,583,0.02,3968.69,112,6,5,9,100,0,0,1,3,0,1.322896667,0,0,36,102,24,23,32,20,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,3,3,9,3,2,3,2,1,2,4,1,0,5,1,5,5,1,3,3,1,1,1,0,1,0,2,0,6.10623e-16
259,bfsdfs,1.432353333,620,0.02,4297.06,122,6,5,9,100,0,0,1,3,0,1.432353333,0,0,85,116,62,11,50,12,42,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,5,3,13,5,6,5,3,2,4,6,0,1,4,1,4,4,0,4,3,4,3,2,3,2,2,1,2,6.10623e-16
260,bfsdfs,2.626903333,1060,0.02,7880.71,173,6,5,9,100,0,0,1,3,0,2.626903333,0,0,76,110,59,27,18,102,37,26,13,47,41,121,121,24,40,26,0,0,0,0,0,0,0,0,0,0,0,20,18,13,13,2,31,0,21,17,12,4,10,25,5,11,11,18,11,8,1,23,0,9,8,14,4,4,19,0,14,6.10623e-16
261,bfsdfs,1.332733333,583,0.02,3998.2,116,6,5,9,100,0,0,1,3,0,1.332733333,0,0,28,28,21,81,46,43,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,5,4,11,3,5,3,1,1,1,5,4,0,4,1,6,3,2,3,3,3,3,1,1,1,2,2,0,6.10623e-16
262,bfsdfs,3.43993,1376,0.01,10319.79,181,6,5,9,100,0,0,1,3,0,3.43993,0,0,36,43,20,107,91,97,43,57,13,116,91,42,83,85,80,68,8,125,33,93,0,0,0,0,0,0,0,12,18,3,23,10,45,2,20,15,17,9,0,45,0,20,12,21,4,27,8,42,0,16,9,16,10,0,34,0,15,6.10623e-16
263,bfsdfs,1.310093333,583,0.02,3930.28,107,6,5,9,100,0,0,1,3,0,1.310093333,0,0,112,105,47,45,97,28,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,6,4,15,1,5,4,3,2,3,4,3,0,4,1,4,4,1,3,2,3,3,2,1,1,1,2,0,6.10623e-16
264,bfsdfs,1.062476667,496,0.02,3187.43,86,6,5,9,100,0,0,1,3,0,1.062476667,0,0,44,94,47,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,1,4,2,2,1,0,0,0,1,0,1,1,1,0,1,1,1,2,0,0,0,0,1,0,0,0,6.10623e-16
265,bfsdfs,0.89,445,0.01,2670.0,64,6,5,9,100,0,0,1,3,0,0.89,0,0,113,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10623e-16
266,bfsdfs,4.14616,1655,0.01,12438.48,183,6,5,9,100,0,0,1,3,0,4.14616,0,0,115,41,14,35,113,63,17,7,109,4,107,91,71,52,19,34,81,110,7,18,77,108,6,0,0,0,0,6,11,11,22,0,52,0,20,15,4,11,0,37,0,27,9,16,15,22,0,52,0,19,16,10,10,8,45,0,26,6.10623e-16
267,bfsdfs,0.89,445,0.01,2670.0,64,6,5,9,100,0,0,1,3,0,0.89,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10623e-16
268,bfsdfs,1.811916667,755,0.02,5435.75,147,6,5,9,100,0,0,1,3,0,1.811916667,0,0,69,34,37,65,83,90,59,25,104,39,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,10,6,1,13,0,10,8,3,2,4,9,2,12,7,2,7,8,6,11,0,6,5,0,10,0,8,0,4,6.10623e-16
269,bfsdfs,1.22586,550,0.02,3677.58,103,6,5,9,100,0,0,1,3,0,1.22586,0,0,14,106,7,28,23,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,2,2,6,3,3,4,3,1,1,6,1,0,3,0,3,1,1,2,2,0,2,1,0,1,1,1,0,6.10623e-16
270,bfsdfs,4.39919,1756,0.01,13197.57,183,6,5,9,100,0,0,1,3,0,4.39919,0,0,30,2,99,94,53,71,38,9,96,3,47,70,24,124,59,7,23,77,57,120,7,86,60,119,0,0,0,12,7,2,14,0,45,0,24,17,8,18,4,52,0,26,9,14,9,12,0,45,0,25,9,13,9,2,51,0,19,6.10623e-16
271,bfsdfs,1.138313333,521,0.02,3414.94,94,6,5,9,100,0,0,1,3,0,1.138313333,0,0,60,40,95,18,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,4,2,3,2,3,2,1,1,1,1,0,0,2,1,1,1,1,0,2,0,0,0,0,1,0,0,0,6.10623e-16
272,bfsdfs,1.55926,661,0.02,4677.78,135,6,5,9,100,0,0,1,3,0,1.55926,0,0,79,113,54,61,49,79,43,102,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,14,6,5,12,2,8,6,7,0,2,6,3,11,5,2,5,5,2,5,0,6,4,1,8,4,3,2,5,6.10623e-16
273,bfsdfs,2.279103333,926,0.02,6837.31,167,6,5,9,100,0,0,1,3,0,2.279103333,0,0,124,53,99,98,25,2,16,113,15,121,81,71,33,48,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,21,6,8,31,4,8,13,17,0,2,27,6,14,5,15,10,7,2,23,0,8,2,13,10,4,14,0,9,6.10623e-16
274,bfsdfs,0.935736667,458,0.01,2807.21,70,6,5,9,100,0,0,1,3,0,0.935736667,0,0,95,45,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10623e-16
275,bfsdfs,1.434786667,620,0.02,4304.36,123,6,5,9,100,0,0,1,3,0,1.434786667,0,0,32,32,55,21,86,89,20,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,6,3,9,4,4,6,2,2,2,9,3,0,5,0,4,6,0,4,2,4,3,2,2,2,2,0,4,6.10623e-16
276,bfsdfs,1.946963333,808,0.02,5840.89,150,6,5,9,100,0,0,1,3,0,1.946963333,0,0,74,16,92,19,119,90,74,75,87,101,103,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,12,6,1,18,0,7,8,10,4,1,17,5,11,6,3,6,13,5,9,0,2,7,0,10,3,10,0,6,6.10623e-16
277,bfsdfs,0.88663,445,0.01,2659.89,63,6,5,9,100,0,0,1,3,0,0.88663,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10623e-16
278,bfsdfs,4.657336667,1861,0.01,13972.01,182,6,5,9,100,0,0,1,3,0,4.657336667,0,0,24,69,33,79,28,82,68,56,120,103,117,69,126,8,46,105,21,51,73,127,86,64,14,64,121,0,0,7,18,12,19,1,45,0,36,9,5,17,1,45,0,20,9,16,6,18,3,43,0,21,11,5,4,8,47,0,21,6.10623e-16
279,bfsdfs,0.93886,458,0.01,2816.58,71,6,5,9,100,0,0,1,3,0,0.93886,0,0,83,60,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10623e-16
280,bfsdfs,3.223993333,1291,0.01,9671.98,180,6,5,9,100,0,0,1,3,0,3.223993333,0,0,12,23,49,30,89,44,69,80,121,39,56,100,92,64,24,64,27,86,119,0,0,0,0,0,0,0,0,17,9,13,16,3,53,0,21,12,11,11,10,48,0,21,9,20,0,9,10,36,0,18,13,19,9,7,32,0,16,6.10623e-16
281,bfsdfs,1.552113333,661,0.02,4656.34,132,6,5,9,100,0,0,1,3,0,1.552113333,0,0,124,125,46,52,14,110,71,71,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,11,7,4,17,2,10,8,4,0,6,7,5,7,6,4,3,9,2,4,0,7,4,2,7,1,3,1,6,6.10623e-16
282,bfsdfs,4.9249,1970,0.01,14774.7,181,6,5,9,100,0,0,1,3,0,4.9249,0,0,12,80,76,2,82,105,98,65,69,3,123,51,51,118,81,76,12,73,96,49,96,73,61,68,97,112,0,12,13,23,17,0,53,0,20,17,13,23,0,55,1,14,5,18,2,18,1,49,0,21,5,20,10,7,52,0,23,6.10623e-16
283,bfsdfs,4.652403333,1861,0.01,13957.21,181,6,5,9,100,0,0,1,3,0,4.652403333,0,0,96,56,93,47,70,37,63,70,73,125,99,7,73,114,61,39,88,56,87,48,70,99,58,32,15,0,0,12,7,14,18,0,51,0,24,7,17,27,2,44,0,22,21,14,9,27,0,51,0,32,21,13,2,0,46,0,21,6.10623e-16
284,bfsdfs,3.217056667,1291,0.01,9651.17,178,6,5,9,100,0,0,1,3,0,3.217056667,0,0,102,98,74,116,28,75,32,106,30,4,65,96,54,96,47,91,13,91,82,0,0,0,0,0,0,0,0,21,17,8,13,1,46,0,19,14,28,6,0,39,2,15,17,24,0,21,11,30,0,20,15,19,12,6,44,2,19,6.10623e-16
285,bfsdfs,1.220673333,550,0.02,3662.02,101,6,5,9,100,0,0,1,3,0,1.220673333,0,0,88,52,82,95,12,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,3,3,7,2,5,5,2,1,2,5,1,0,3,1,2,3,1,3,3,0,2,1,0,1,1,1,0,6.10623e-16
286,bfsdfs,1.059686667,496,0.02,3179.06,85,6,5,9,100,0,0,1,3,0,1.059686667,0,0,97,26,42,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,0,3,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,6.10623e-16
287,bfsdfs,4.66224,1861,0.01,13986.72,183,6,5,9,100,0,0,1,3,0,4.66224,0,0,37,119,59,63,109,77,74,76,102,48,24,120,99,125,113,53,38,65,96,47,61,127,97,20,127,0,0,6,14,5,22,1,50,0,20,13,10,22,4,55,0,29,16,10,10,19,3,48,0,26,11,14,5,7,50,0,19,6.10623e-16
288,bfsdfs,1.660343333,706,0.02,4981.03,133,6,5,9,100,0,0,1,3,0,1.660343333,0,0,61,75,15,13,45,79,5,108,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,7,4,14,2,9,5,6,2,0,13,1,6,6,0,6,9,2,12,0,5,5,2,6,3,7,1,4,6.10623e-16
289,bfsdfs,2.458653333,991,0.02,7375.96,174,6,5,9,100,0,0,1,3,0,2.458653333,0,0,45,83,116,18,95,11,43,87,104,58,84,56,76,44,16,0,0,0,0,0,0,0,0,0,0,0,0,9,24,15,17,4,19,0,19,16,22,0,9,21,0,17,3,15,7,10,3,23,0,5,7,13,6,4,15,2,11,6.10623e-16
