,FUNCTION,ProgramLevel,CoverageEstimation,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,SV_VAL_1,SV_VAL_2,V_VAL_3,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_12,M_VAL_13,M_VAL_15,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,clockCycles
330,binarysearch,0.04,100,1,1,3,-108,0,-13,-87,-41,-106,-34,-17,40,-104,80,29,-90,-94,84,-96,-32,60,-12,-63,68,35,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
331,binarysearch,0.03,100,1,1,3,60,0,77,111,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
332,binarysearch,0.03,100,1,1,3,-127,0,-19,18,-41,91,-113,-115,55,51,43,106,-78,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
333,binarysearch,0.03,100,1,1,3,-127,0,-105,73,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
334,binarysearch,0.03,100,1,1,3,-127,0,84,87,-9,97,34,-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
335,binarysearch,0.04,100,1,1,3,-127,0,-58,16,18,-43,118,-59,-92,-95,-3,124,111,71,48,24,-125,-10,-36,27,-91,78,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
336,binarysearch,0.03,100,1,1,3,-108,0,-39,-107,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
337,binarysearch,0.03,100,1,1,3,-57,0,55,57,-120,-32,-120,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
338,binarysearch,0.03,100,1,1,3,18,0,-27,123,72,43,92,119,-44,63,-37,-115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
339,binarysearch,0.03,100,1,1,3,-118,0,-17,-81,12,98,98,66,40,-79,31,-42,-32,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
340,binarysearch,0.03,100,1,1,3,-14,0,-25,6,-114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
341,binarysearch,0.03,100,1,1,3,18,0,40,106,-40,53,-127,-8,65,87,113,18,-29,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
342,binarysearch,0.03,100,1,1,3,-118,0,116,-31,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
343,binarysearch,0.04,100,1,1,3,60,0,46,95,8,81,17,100,50,102,-72,-74,13,-47,-105,121,-38,-51,-112,-101,21,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
344,binarysearch,0.03,100,1,1,3,22,0,90,-104,95,83,88,13,-35,-99,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
345,binarysearch,0.04,100,1,1,3,-118,0,-25,79,-4,72,75,13,64,-58,-83,-107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
346,binarysearch,0.04,100,1,1,3,-108,0,-77,59,65,20,-11,72,36,68,-120,-67,58,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
347,binarysearch,0.04,100,1,1,3,-8,0,-49,-21,127,-25,124,111,-123,14,41,117,44,-27,-108,87,112,-24,-57,45,-6,72,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
348,binarysearch,0.04,100,1,1,3,-14,0,76,12,-28,-89,-108,-71,-24,118,66,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
349,binarysearch,0.03,100,1,1,3,-57,0,6,-117,39,-3,-79,81,-61,23,66,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
350,binarysearch,0.04,100,1,1,3,-127,0,112,-85,-76,-82,109,93,121,54,-68,56,119,37,114,37,30,-119,-42,-76,77,-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
351,binarysearch,0.03,100,1,1,3,60,0,36,63,-23,123,-4,-104,-124,121,62,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
352,binarysearch,0.03,100,1,1,3,60,0,-27,-47,63,93,-8,-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
353,binarysearch,0.04,100,1,1,3,-14,0,110,-5,-84,18,-68,-25,-126,114,-38,-123,-126,-66,-79,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
354,binarysearch,0.03,100,1,1,3,21,0,83,-88,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
355,binarysearch,0.04,100,1,1,3,-118,0,92,-101,-17,81,-64,3,-36,47,-72,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
356,binarysearch,0.04,100,1,1,3,-14,0,-87,-38,31,117,-107,46,-118,-75,-40,-3,-78,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
357,binarysearch,0.04,100,1,1,3,-118,0,82,-113,121,-68,-32,-21,55,49,83,2,-18,-37,18,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
358,binarysearch,0.03,100,1,1,3,22,0,-66,99,-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
359,binarysearch,0.03,100,1,1,3,-57,0,-92,121,-29,-48,58,90,-25,0,126,-106,63,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
360,binarysearch,0.04,100,1,1,3,-8,0,-87,-67,11,41,93,3,116,48,101,110,58,82,-125,-108,69,87,-33,51,116,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
361,binarysearch,0.03,100,1,1,3,22,0,-78,-73,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
362,binarysearch,0.03,100,1,1,3,-8,0,100,7,-105,17,90,-7,-80,-8,123,-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
363,binarysearch,0.03,100,1,1,3,-108,0,-121,90,-14,79,4,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
364,binarysearch,0.03,100,1,1,3,-14,0,64,93,57,-29,71,-28,2,80,-127,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
365,binarysearch,0.03,100,1,1,3,21,0,-123,32,78,0,6,-104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
366,binarysearch,0.03,100,1,1,3,-118,0,-12,-74,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
367,binarysearch,0.03,100,1,1,3,-108,0,109,38,0,111,-92,-39,-81,-77,-78,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
368,binarysearch,0.03,100,1,1,3,18,0,-39,-5,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
369,binarysearch,0.03,100,1,1,3,18,0,-92,-46,-127,-73,-109,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
370,binarysearch,0.03,100,1,1,3,18,0,-37,-58,78,-17,31,-37,-85,70,51,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
371,binarysearch,0.03,100,1,1,3,-8,0,3,-65,60,44,-117,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
372,binarysearch,0.03,100,1,1,3,-108,0,-84,-83,-48,-98,-93,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
373,binarysearch,0.03,100,1,1,3,-108,0,10,69,-53,62,88,69,32,90,115,25,-98,4,-24,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
374,binarysearch,0.04,100,1,1,3,-108,0,28,79,-83,24,50,12,102,-30,-94,-37,-51,-69,-96,79,17,-125,-32,84,101,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
375,binarysearch,0.03,100,1,1,3,-118,0,-69,63,62,-97,117,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
376,binarysearch,0.04,100,1,1,3,-118,0,64,-111,58,-97,54,115,-22,-2,21,-86,-63,-49,-86,9,5,-72,-9,-22,111,-51,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
377,binarysearch,0.03,100,1,1,3,-57,0,6,73,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
378,binarysearch,0.03,100,1,1,3,-57,0,36,112,78,103,-95,61,1,-86,-78,7,-5,5,112,-29,36,68,-88,-55,5,127,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
379,binarysearch,0.03,100,1,1,3,22,0,117,95,64,18,-125,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
380,binarysearch,0.03,100,1,1,3,-127,0,-78,106,120,-44,-50,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
381,binarysearch,0.04,100,1,1,3,-127,0,118,-76,-94,-50,-4,64,34,111,92,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
382,binarysearch,0.04,100,1,1,3,18,0,-86,-84,-122,122,-88,-82,-57,-48,-38,-2,63,-114,-17,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
383,binarysearch,0.04,100,1,1,3,-127,0,-76,-107,57,77,38,-115,-68,19,69,0,-23,-25,-65,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
384,binarysearch,0.03,100,1,1,3,-8,0,-38,1,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
385,binarysearch,0.03,100,1,1,3,-57,0,85,106,-84,95,-125,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
386,binarysearch,0.03,100,1,1,3,-8,0,44,45,-99,-116,-5,68,120,-95,83,-13,-91,-127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
387,binarysearch,0.03,100,1,1,3,22,0,35,126,84,-80,-115,100,-115,-67,13,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
388,binarysearch,0.03,100,1,1,3,18,0,42,-71,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
389,binarysearch,0.04,100,1,1,3,22,0,-42,20,-16,66,56,-38,58,-114,-67,8,-60,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
390,binarysearch,0.03,100,1,1,3,-127,0,41,-21,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
391,binarysearch,0.04,100,1,1,3,-14,0,120,-28,-120,56,122,95,-80,-105,20,-119,19,-59,-27,-124,-32,9,-12,118,76,-115,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
392,binarysearch,0.03,100,1,1,3,60,0,-125,13,-24,31,-114,-98,-73,2,18,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
393,binarysearch,0.03,100,1,1,3,-57,0,-43,16,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
394,binarysearch,0.03,100,1,1,3,21,0,-68,112,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
395,binarysearch,0.04,100,1,1,3,-8,0,-76,-23,-72,11,-93,50,-47,-77,-16,18,40,34,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
396,binarysearch,0.04,100,1,1,3,21,0,-11,-112,13,-84,-15,-104,44,75,-20,-67,-117,-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
397,binarysearch,0.03,100,1,1,3,60,0,-59,38,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
398,binarysearch,0.03,100,1,1,3,-8,0,-53,49,-113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
399,binarysearch,0.03,100,1,1,3,-14,0,60,-87,-12,51,-119,-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
400,bubblesort,0.03,100,0,1,3,0,0,36,109,-41,-43,-64,-88,97,-21,-122,-101,-92,-9,-3,-54,31,116,0,-103,-44,122,-84,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682
401,bubblesort,0.03,100,0,1,3,0,0,-64,47,-81,-14,125,58,-119,24,117,81,30,106,7,-32,67,96,79,-110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253
402,bubblesort,0.03,100,0,1,3,0,0,56,88,-36,1,1,-12,-78,-88,-110,-46,121,103,68,-38,-94,124,-112,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302
403,bubblesort,0.03,100,0,1,3,0,0,-105,-67,-107,73,-65,29,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280
404,bubblesort,0.03,100,0,1,3,0,0,-121,50,92,30,23,18,113,-97,-5,110,23,2,90,52,-25,-54,5,-60,-62,22,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672
405,bubblesort,0.02,100,0,1,3,0,0,-52,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
406,bubblesort,0.03,100,0,1,3,0,0,-110,0,51,-36,41,14,-87,78,-9,-120,68,-27,74,-58,117,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866
407,bubblesort,0.03,100,0,1,3,0,0,-114,42,-80,66,-33,-22,77,11,36,14,-17,66,-7,59,-119,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071
408,bubblesort,0.03,100,0,1,3,0,0,-122,-24,51,70,102,40,-114,60,-66,-55,96,38,89,126,-5,-108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877
409,bubblesort,0.03,100,0,1,3,0,0,6,0,-34,59,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
410,bubblesort,0.03,100,0,1,3,0,0,120,7,-9,-95,-32,118,80,85,124,-82,-81,53,-82,-56,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816
411,bubblesort,0.03,100,0,1,3,0,0,23,-115,53,-75,115,68,-93,102,-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402
412,bubblesort,0.03,100,0,1,3,0,0,5,123,10,-103,20,-16,26,97,-67,2,-123,19,-109,106,-40,18,9,-41,27,-114,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697
413,bubblesort,0.03,100,0,1,3,0,0,98,44,-23,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
414,bubblesort,0.02,67,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
415,bubblesort,0.02,100,0,1,3,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
416,bubblesort,0.03,100,0,1,3,0,0,-77,-91,-56,-43,94,69,-45,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267
417,bubblesort,0.02,100,0,1,3,0,0,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
418,bubblesort,0.03,100,0,1,3,0,0,-123,29,-114,-60,-32,-84,106,124,-43,-125,-103,-20,-48,69,-57,75,-67,29,76,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261
419,bubblesort,0.02,100,0,1,3,0,0,-83,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
420,bubblesort,0.03,100,0,1,3,0,0,92,-100,-79,-38,-86,50,101,-45,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441
421,bubblesort,0.03,100,0,1,3,0,0,100,-109,-29,-21,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
422,bubblesort,0.03,100,0,1,3,0,0,69,-10,79,-113,28,69,102,-41,4,41,102,-39,32,8,50,-7,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199
423,bubblesort,0.03,100,0,1,3,0,0,-103,52,61,121,-120,79,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318
424,bubblesort,0.03,100,0,1,3,0,0,90,-102,0,36,-92,90,3,-121,-7,37,-11,-97,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679
425,bubblesort,0.03,100,0,1,3,0,0,-54,-111,72,-120,-69,-53,57,12,4,-40,-57,-62,-102,40,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709
426,bubblesort,0.03,100,0,1,3,0,0,-80,-23,-28,68,-101,73,-97,35,69,-2,-96,-41,4,-23,-72,120,97,-59,110,-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300
427,bubblesort,0.03,100,0,1,3,0,0,-52,-7,10,30,-35,-18,61,104,-6,-98,22,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662
428,bubblesort,0.03,100,0,1,3,0,0,-71,22,-124,-68,84,-35,35,-98,75,-99,-39,-46,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594
429,bubblesort,0.03,100,0,1,3,0,0,-120,104,-18,-77,-123,-76,53,-104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
430,bubblesort,0.03,100,0,1,3,0,0,61,78,-62,51,-25,109,-105,13,40,110,-79,116,93,48,118,-83,-29,8,-91,-122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515
431,bubblesort,0.02,67,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
